	Condition	N° variables	Time	Status
81	PrimaryTumor_StageIV_82	14321	222.18198537826538	Solve_Succeeded
82	PrimaryTumor_StageNA_83	14321	228.65212202072144	Solve_Succeeded
83	PrimaryTumor_StageIII_84	14321	219.10687923431396	Solve_Succeeded
84	PrimaryTumor_StageIII_85	14321	219.53599095344543	Solve_Succeeded
85	PrimaryTumor_StageI_86	14321	248.21180844306946	Solve_Succeeded
86	PrimaryTumor_StageI_87	14321	212.50979709625244	Solve_Succeeded
87	PrimaryTumor_StageI_88	14321	222.57014083862305	Solve_Succeeded
88	PrimaryTumor_StageIII_89	14321	218.80988669395447	Solve_Succeeded
89	PrimaryTumor_StageII_90	14321	240.31938910484314	Solve_Succeeded
90	PrimaryTumor_StageI_91	14321	238.72315502166748	Solve_Succeeded
91	PrimaryTumor_StageI_92	14321	215.1876654624939	Solve_Succeeded
92	PrimaryTumor_StageI_93	14321	223.25262475013733	Solve_Succeeded
93	PrimaryTumor_StageIII_94	14321	225.3700566291809	Solve_Succeeded
94	SolidTissueNormal_StageI_95	14321	229.33808970451355	Solve_Succeeded
95	PrimaryTumor_StageII_96	14321	225.31662702560425	Solve_Succeeded
96	SolidTissueNormal_StageI_97	14321	229.62478685379028	Solve_Succeeded
97	PrimaryTumor_StageI_98	14321	216.75384902954102	Solve_Succeeded
98	PrimaryTumor_StageI_99	14321	222.40764379501343	Solve_Succeeded
99	PrimaryTumor_StageI_100	14321	209.9442834854126	Solve_Succeeded
100	PrimaryTumor_StageIV_101	14321	219.97252655029297	Solve_Succeeded
101	PrimaryTumor_StageI_102	14321	236.4275460243225	Solved_To_Acceptable_Level
102	PrimaryTumor_StageIII_103	14321	226.53828120231628	Solve_Succeeded
103	PrimaryTumor_StageI_104	14321	227.6637942790985	Solved_To_Acceptable_Level
104	PrimaryTumor_StageIV_105	14321	240.4928162097931	Solve_Succeeded
105	PrimaryTumor_StageII_106	14321	231.12064266204834	Solve_Succeeded
106	PrimaryTumor_StageI_107	14321	208.04270267486572	Solve_Succeeded
107	PrimaryTumor_StageIV_108	14321	218.4106469154358	Solve_Succeeded
108	PrimaryTumor_StageI_109	14321	213.25945138931274	Solve_Succeeded
109	PrimaryTumor_StageI_110	14321	215.13983011245728	Solve_Succeeded
110	PrimaryTumor_StageI_111	14321	221.60519671440125	Solve_Succeeded
111	PrimaryTumor_StageIV_112	14321	221.87945771217346	Solve_Succeeded
112	PrimaryTumor_StageI_113	14321	239.90122032165527	Solve_Succeeded
113	PrimaryTumor_StageII_114	14321	241.26931238174438	Solve_Succeeded
114	PrimaryTumor_StageI_115	14321	266.40218019485474	Solve_Succeeded
115	PrimaryTumor_StageI_116	14321	219.66575121879578	Solve_Succeeded
116	PrimaryTumor_StageIII_117	14321	229.79265356063843	Solve_Succeeded
117	SolidTissueNormal_StageIII_118	14321	221.66413569450378	Solve_Succeeded
118	PrimaryTumor_StageNA_119	14321	227.3394057750702	Solve_Succeeded
119	SolidTissueNormal_StageI_120	14321	236.14520502090454	Solve_Succeeded
120	PrimaryTumor_StageI_121	14321	232.27457666397095	Solve_Succeeded
121	PrimaryTumor_StageI_122	14321	228.61577796936035	Solve_Succeeded
122	PrimaryTumor_StageIV_123	14321	224.04381799697876	Solve_Succeeded
123	PrimaryTumor_StageI_124	14321	231.484525680542	Solve_Succeeded
124	PrimaryTumor_StageIV_125	14321	230.66225457191467	Solve_Succeeded
125	PrimaryTumor_StageNA_126	14321	218.71397018432617	Solve_Succeeded
126	PrimaryTumor_StageI_127	14321	225.53666400909424	Solve_Succeeded
127	PrimaryTumor_StageIV_128	14321	210.82297921180725	Solve_Succeeded
128	PrimaryTumor_StageI_129	14321	215.29879593849182	Solve_Succeeded
129	PrimaryTumor_StageI_130	14321	232.66836977005005	Solve_Succeeded
130	PrimaryTumor_StageI_131	14321	258.2413578033447	Maximum_Iterations_Exceeded
131	PrimaryTumor_StageI_132	14321	221.8404619693756	Solve_Succeeded
132	PrimaryTumor_StageII_133	14321	225.07558417320251	Solve_Succeeded
133	PrimaryTumor_StageI_134	14321	225.44158840179443	Solve_Succeeded
134	PrimaryTumor_StageI_135	14321	230.4348587989807	Solve_Succeeded
135	SolidTissueNormal_StageI_136	14321	223.64325404167175	Solve_Succeeded
136	PrimaryTumor_StageI_137	14321	222.50009036064148	Solve_Succeeded
137	SolidTissueNormal_StageII_138	14321	245.32770800590515	Solve_Succeeded
138	PrimaryTumor_StageI_139	14321	249.4184546470642	Solved_To_Acceptable_Level
139	PrimaryTumor_StageI_140	14321	229.30200934410095	Solve_Succeeded
140	PrimaryTumor_StageI_141	14321	210.33931374549866	Solve_Succeeded
141	SolidTissueNormal_StageIII_142	14321	232.12735843658447	Solve_Succeeded
142	PrimaryTumor_StageI_143	14321	227.321941614151	Solve_Succeeded
143	PrimaryTumor_StageIII_144	14321	235.48975348472595	Solve_Succeeded
144	PrimaryTumor_StageII_145	14321	222.75100326538086	Solve_Succeeded
145	PrimaryTumor_StageIV_146	14321	233.51904892921448	Solve_Succeeded
146	PrimaryTumor_StageI_147	14321	221.39049434661865	Solve_Succeeded
147	PrimaryTumor_StageI_148	14321	256.04532837867737	Solved_To_Acceptable_Level
148	PrimaryTumor_StageI_149	14321	228.8629858493805	Solve_Succeeded
149	PrimaryTumor_StageI_150	14321	226.31894493103027	Solve_Succeeded
150	PrimaryTumor_StageI_151	14321	220.2025694847107	Solve_Succeeded
151	PrimaryTumor_StageI_152	14321	236.72271394729614	Solve_Succeeded
152	PrimaryTumor_StageIII_153	14321	247.08399319648743	Maximum_Iterations_Exceeded
153	PrimaryTumor_StageIII_154	14321	219.65850830078125	Solve_Succeeded
154	SolidTissueNormal_StageIV_155	14321	239.36315608024597	Solved_To_Acceptable_Level
155	SolidTissueNormal_StageI_156	14321	228.8646080493927	Solve_Succeeded
156	PrimaryTumor_StageI_157	14321	230.2183222770691	Solve_Succeeded
157	PrimaryTumor_StageI_158	14321	249.48363947868347	Solve_Succeeded
158	PrimaryTumor_StageIV_159	14321	218.66518568992615	Solve_Succeeded
159	PrimaryTumor_StageI_160	14321	226.34528160095215	Solve_Succeeded
160	PrimaryTumor_StageI_161	14321	232.50458765029907	Solve_Succeeded
161	PrimaryTumor_StageII_162	14321	236.7233555316925	Solve_Succeeded
162	PrimaryTumor_StageI_163	14321	230.30530452728271	Solve_Succeeded
163	PrimaryTumor_StageIII_164	14321	222.17162084579468	Solve_Succeeded
164	SolidTissueNormal_StageII_165	14321	231.20247507095337	Solve_Succeeded
165	PrimaryTumor_StageI_166	14321	224.25161504745483	Solve_Succeeded
166	PrimaryTumor_StageI_167	14321	218.89006280899048	Solve_Succeeded
167	PrimaryTumor_StageII_168	14321	226.95143246650696	Solve_Succeeded
168	PrimaryTumor_StageI_169	14321	222.4920961856842	Solve_Succeeded
169	SolidTissueNormal_StageI_170	14321	235.00138521194458	Solve_Succeeded
170	SolidTissueNormal_StageIV_171	14321	242.36983370780945	Solve_Succeeded
171	PrimaryTumor_StageI_172	14321	232.05491471290588	Solve_Succeeded
172	PrimaryTumor_StageI_173	14321	224.52621579170227	Solve_Succeeded
173	PrimaryTumor_StageI_174	14321	221.30633354187012	Solve_Succeeded
174	PrimaryTumor_StageI_175	14321	239.98950791358948	Solve_Succeeded
175	PrimaryTumor_StageIII_176	14321	231.77629709243774	Solve_Succeeded
176	PrimaryTumor_StageIII_177	14321	225.1462757587433	Solve_Succeeded
177	PrimaryTumor_StageI_178	14321	234.56920289993286	Solve_Succeeded
178	SolidTissueNormal_StageIII_179	14321	238.2516326904297	Solve_Succeeded
179	PrimaryTumor_StageII_180	14321	234.15431237220764	Solve_Succeeded
180	PrimaryTumor_StageIV_181	14321	256.8409757614136	Solved_To_Acceptable_Level
181	PrimaryTumor_StageIII_182	14321	229.72022438049316	Solve_Succeeded
182	PrimaryTumor_StageIII_183	14321	243.44941234588623	Solve_Succeeded
183	PrimaryTumor_StageI_184	14321	241.86570596694946	Solve_Succeeded
184	PrimaryTumor_StageI_185	14321	226.44992351531982	Solve_Succeeded
185	PrimaryTumor_StageIII_186	14321	231.32164120674133	Solve_Succeeded
186	PrimaryTumor_StageIV_187	14321	223.70228266716003	Solve_Succeeded
187	PrimaryTumor_StageIV_188	14321	238.6908254623413	Solve_Succeeded
188	PrimaryTumor_StageI_189	14321	225.93490982055664	Solve_Succeeded
189	PrimaryTumor_StageNA_190	14321	233.85891389846802	Solve_Succeeded
190	PrimaryTumor_StageII_191	14321	246.77318263053894	Solve_Succeeded
191	PrimaryTumor_StageIV_192	14321	235.90396451950073	Solve_Succeeded
192	SolidTissueNormal_StageI_193	14321	231.56087231636047	Solve_Succeeded
193	PrimaryTumor_StageI_194	14321	259.1574971675873	Solve_Succeeded
194	PrimaryTumor_StageI_195	14321	231.54100918769836	Solve_Succeeded
195	PrimaryTumor_StageIII_196	14321	219.24365305900574	Solve_Succeeded
196	PrimaryTumor_StageI_197	14321	227.66786813735962	Solve_Succeeded
197	PrimaryTumor_StageIV_198	14321	215.16696882247925	Solve_Succeeded
198	PrimaryTumor_StageI_199	14321	230.47821283340454	Solve_Succeeded
199	PrimaryTumor_StageII_200	14321	247.97937393188477	Solve_Succeeded
200	PrimaryTumor_StageIV_201	14321	234.47138667106628	Solve_Succeeded
201	PrimaryTumor_StageI_202	14321	223.85015869140625	Solve_Succeeded
202	PrimaryTumor_StageI_203	14321	244.1742866039276	Solve_Succeeded
203	PrimaryTumor_StageI_204	14321	234.81223726272583	Solve_Succeeded
204	SolidTissueNormal_StageI_205	14321	266.17595863342285	Maximum_Iterations_Exceeded
205	PrimaryTumor_StageI_206	14321	228.5275001525879	Solve_Succeeded
206	PrimaryTumor_StageI_207	14321	224.80549550056458	Solve_Succeeded
207	PrimaryTumor_StageI_208	14321	232.75849437713623	Solve_Succeeded
208	PrimaryTumor_StageIII_209	14321	244.9991180896759	Solve_Succeeded
209	PrimaryTumor_StageII_210	14321	228.70813822746277	Solve_Succeeded
210	SolidTissueNormal_StageII_211	14321	241.7516987323761	Solve_Succeeded
211	PrimaryTumor_StageII_212	14321	232.6680452823639	Solve_Succeeded
212	PrimaryTumor_StageIII_213	14321	219.30421590805054	Solve_Succeeded
213	PrimaryTumor_StageII_214	14321	228.62316703796387	Solve_Succeeded
214	SolidTissueNormal_StageI_215	14321	234.96086239814758	Solve_Succeeded
215	PrimaryTumor_StageI_216	14321	230.75906324386597	Solve_Succeeded
216	PrimaryTumor_StageIII_217	14321	240.99881172180176	Solve_Succeeded
217	PrimaryTumor_StageI_218	14321	229.88977479934692	Solve_Succeeded
218	PrimaryTumor_StageI_219	14321	225.11917209625244	Solve_Succeeded
219	SolidTissueNormal_StageII_220	14321	232.1301293373108	Solve_Succeeded
220	PrimaryTumor_StageIV_221	14321	219.99500799179077	Solve_Succeeded
221	PrimaryTumor_StageIV_222	14321	232.61309719085693	Solve_Succeeded
222	PrimaryTumor_StageIII_223	14321	240.49174547195435	Solve_Succeeded
223	PrimaryTumor_StageIII_224	14321	236.4579622745514	Solve_Succeeded
224	PrimaryTumor_StageI_225	14321	256.88072443008423	Solve_Succeeded
225	PrimaryTumor_StageII_226	14321	234.49362182617188	Solve_Succeeded
226	PrimaryTumor_StageIII_227	14321	236.74369502067566	Solve_Succeeded
227	SolidTissueNormal_StageI_228	14321	227.13198828697205	Solve_Succeeded
228	PrimaryTumor_StageIII_229	14321	233.91623520851135	Solve_Succeeded
229	PrimaryTumor_StageII_230	14321	217.06605434417725	Solve_Succeeded
230	PrimaryTumor_StageI_231	14321	236.7324664592743	Solved_To_Acceptable_Level
