Reaction	Acetate	Fructose	Galactose	Glucose	Glycerol	Gluconate	Pyruvate	Succinate
R_CRNDtex	-1.4809464765619396e-10	-1.5537660047471036e-10	-2.0676638179395468e-10	-4.832112487918039e-11	-1.4085332900037884e-10	-7.952039027259161e-11	-9.76094760574142e-11	-1.2940182259058022e-10
R_CRNabcpp	0.0005908974188062769	0.0009257295408048467	0.0006167100932301862	0.00176978567649081	0.0008032981038679169	0.0012156495157151562	0.001225450912887358	0.0010722804038598738
R_CRNt2rpp	-0.004035495762869781	-0.004480486016968821	-0.0038798695909438227	-0.006118548763952902	-0.004114100651057953	-0.004631272253598218	-0.004125409535600018	-0.004590748054682924
R_CRNt7pp	0.0	1.742394840847446e-18	0.0	0.0	3.0454829787645766e-20	3.189877904757891e-15	0.0	0.0
R_CYTDH	0.0023238606847461184	0.006026475890616161	0.0021471844238129005	0.00228262689465272	0.003779480637872061	0.002622019841504303	0.0031862047546230604	0.003983437331997912
R_CRNt8pp	0.0034445984921584764	0.0035547566315404107	0.0032631597044799573	0.004348763135783211	0.0033108026880432602	0.0034156228173905685	0.002899958720322058	0.0035184677802248022
R_CYTDK2	0.0030311311429289355	0.006637650813836779	0.003564693856523261	0.007360876460632711	0.004659638897326356	0.005812798873491498	0.004725175544221516	0.004832436710166133
R_ARBTNR2	8.302614222363456e-05	0.0004737841539781628	0.0002390981021648708	0.0005729736619876961	0.0002378952539211859	0.0003023649188296583	0.00017279728236878095	0.00017959070591004904
R_CYTDt2pp_copy1	0.01910055412231717	0.018463741045719104	0.013266607820604459	0.021451816122336945	0.024703856079905998	0.02282805716718837	0.02075803188363177	0.022355273340925363
R_CRNtex	1.4809486970079888e-10	1.5537637843010543e-10	2.0676638179395468e-10	4.832112487918039e-11	1.4085332900037884e-10	7.951084235457984e-11	9.76094760574142e-11	1.2940182259058022e-10
R_CS	0.3786520984526789	0.2474781595815292	0.2475221334606121	0.19825264475450147	0.2124229833115325	0.21468823205356533	0.3707939966815392	0.21598442911937285
R_CSND	0.006047394182625185	0.015700494651768773	0.005495305314923697	0.011743429281320676	0.012230342477641713	0.012132613568273444	0.009530546986586652	0.010949616233851793
R_CYTDt2pp_copy2	-0.01910051424989843	-0.01846370129056145	-0.013266568023271221	-0.021451776362583986	-0.0247038162565194	-0.02282801724678576	-0.02075799209150398	-0.022355233555153644
R_CYTDtex	9.96028681754524e-09	9.909324694135078e-09	9.929568944855305e-09	9.912839438186438e-09	9.9405423892307e-09	9.97167215466277e-09	9.928166289085992e-09	9.925187116621713e-09
R_CSNt2pp	9.9160001601698e-09	9.913042910296942e-09	9.918190408664609e-09	9.916095316023036e-09	9.928521307652746e-09	9.969068047061407e-09	9.870958519468863e-09	9.869985751144828e-09
R_ARBTNR3	8.05863574921034e-05	0.0004552198395828238	0.0002348759776487256	0.0005660085059539545	0.00023460617308509532	0.00029661252532330805	0.00016503170947571705	0.00017506422058094956
R_CSNtex	9.916000243137546e-09	9.91304283104455e-09	9.918190491120528e-09	9.916095500273059e-09	9.928521338409267e-09	9.969068237580814e-09	9.870958495028505e-09	9.869985939658932e-09
R_CTBTCAL2	7.404746261101662e-11	7.768819471107468e-11	1.0338312184843737e-10	2.4160557664954195e-11	7.042658701722947e-11	3.975378188706939e-11	4.8804679789546313e-11	6.470086100224923e-11
R_CTBTabcpp	0.0006104025055529858	0.0009578186375009512	0.0006453414412761905	0.0017886129170782692	0.0008284949781294125	0.0012342620433856387	0.0012519455741029715	0.0011031358792370528
R_CYTK1	0.032368692193279765	0.055120583723585866	0.039497674263209936	0.054443812697221095	0.03434826351226372	0.0391871777794649	0.052531921649756286	0.039343554205380486
R_CYTK2	-0.0022594785521000693	-0.007408936510664544	-0.00606741949908185	-0.007357523511386631	-0.005209639963344004	-0.004423595696186333	-0.00288124673194734	-0.002249151188041476
R_D_LACt2pp	-1.1981799362958956e-06	-0.1207283441520198	-0.026722622694150492	-0.08278101476971073	-0.012091293406502779	-0.038430283759016116	-0.003463986927804308	-0.0031896720321145646
R_D_LACtex	-1.1981799363791623e-06	-0.12072834415201973	-0.0267226226941506	-0.08278101476971078	-0.012091293406502944	-0.03843028375901625	-0.0034639869278043638	-0.00318967203211451
R_CTBTt2rpp	-0.0006104025055529844	-0.0009578186375009539	-0.0006453414412761899	-0.0017886129170782972	-0.0008284949781294168	-0.0012342620433856144	-0.0012519455741029641	-0.0011031358792370494
R_CTECOAI6	0.0024887977324611343	0.004090120859293722	0.00323407621879257	0.0041754804399740655	0.004025189967977128	0.003604100447872585	0.0030037394073762487	0.0033874748065203237
R_ARBTNabcpp	0.01925356174653206	0.02334497845435301	0.01858122364026788	0.024906116353383426	0.024906633480994082	0.021795922384380627	0.021989126381616982	0.024150138453229605
R_CTECOAI7	0.003456014672447272	0.006844541020026657	0.005319178614035192	0.006718224578093636	0.006106604377301178	0.005636200358253518	0.004466754232992476	0.004907978529727797
R_CTECOAI8	0.005513053880542129	0.01129767659789535	0.007228458723161469	0.009993236998120922	0.008448448043272355	0.00822358035534783	0.006627975122076135	0.007049720630822542
R_DAAD	2.626192556923449e-07	5.122164770885793e-06	1.0479051032984956e-06	3.7331058846135407e-06	1.6313932999250975e-06	2.9661533281834497e-06	1.6685781599585155e-06	9.168355758185223e-07
R_DADA	0.0003845321034775639	0.001058261610123159	0.0017815439915121927	0.0016220629953603574	0.001537779496772767	0.001489602927980278	0.0008469845491862447	0.0007001101818135593
R_DADK	-0.0060979556168931906	-0.019107159100046456	-0.02197688167776579	-0.028618379867633825	-0.017879710936163196	-0.018594496768479463	-0.008877216516350428	-0.00875315511321362
R_DADNt2pp	1.99592330979154e-08	1.9939012313724564e-08	1.9943586589991568e-08	1.993944916639902e-08	1.9949772279952767e-08	1.9979195713268153e-08	1.9938903337425315e-08	1.9939282449843503e-08
