Reaction	Acetate	Fructose	Galactose	Gluconate	Glucose	Glycerol	Pyruvate	Succinate
R_EX_fusa_e	0.0181228323897146	0.0181228323897146	0.0181228323897146	0.0181228323897146	0.0181228323897146	0.0181228323897146	0.0181228323897146	0.0181228323897146
R_ACANTHAT	0.0185026500644383	0.0185026500644383	0.0185026500644383	0.0185026500644383	0.0185026500644383	0.0185026500644383	0.0185026500644383	0.0185026500644383
R_3OAR181	0.0050605498468651	0.0050605498468651	0.0050605498468651	0.0050605498468651	0.0050605498468651	0.0050605498468651	0.0050605498468651	0.0050605498468651
R_ACBIPGT	1.1950523065598092e-05	1.1950523065598092e-05	1.1950523065598092e-05	1.1950523065598092e-05	1.1950523065598092e-05	1.1950523065598092e-05	1.1950523065598092e-05	1.1950523065598092e-05
R_EX_g1p_e	0.0067298381780644	0.0067298381780644	0.0067298381780644	0.0067298381780644	0.0067298381780644	0.0067298381780644	0.0067298381780644	0.0067298381780644
R_ACCOAC	-0.0290445643900056	-0.0290445643900056	-0.0290445643900056	-0.0290445643900056	-0.0290445643900056	-0.0290445643900056	-0.0290445643900056	-0.0290445643900056
R_3OAR40	3.192086598695955e-06	3.192086598695955e-06	3.192086598695955e-06	3.192086598695955e-06	3.192086598695955e-06	3.192086598695955e-06	3.192086598695955e-06	3.192086598695955e-06
R_EX_g3pc_e	1.6197619988752328e-05	1.6197619988752328e-05	1.6197619988752328e-05	1.6197619988752328e-05	1.6197619988752328e-05	1.6197619988752328e-05	1.6197619988752328e-05	1.6197619988752328e-05
R_3OAR60	2.823619567425519e-06	2.823619567425519e-06	2.823619567425519e-06	2.823619567425519e-06	2.823619567425519e-06	2.823619567425519e-06	2.823619567425519e-06	2.823619567425519e-06
R_ACCOAL	0.0153038983435408	0.0153038983435408	0.0153038983435408	0.0153038983435408	0.0153038983435408	0.0153038983435408	0.0153038983435408	0.0153038983435408
R_ACGAL1PPpp	3.7863798769456246e-08	3.7863798769456246e-08	3.7863798769456246e-08	3.7863798769456246e-08	3.7863798769456246e-08	3.7863798769456246e-08	3.7863798769456246e-08	3.7863798769456246e-08
R_3OAR80	1.9166709780683224e-08	1.9166709780683224e-08	1.9166709780683224e-08	1.9166709780683224e-08	1.9166709780683224e-08	1.9166709780683224e-08	1.9166709780683224e-08	1.9166709780683224e-08
R_EX_g3pe_e	1.869574144763117e-08	1.869574144763117e-08	1.869574144763117e-08	1.869574144763117e-08	1.869574144763117e-08	1.869574144763117e-08	1.869574144763117e-08	1.869574144763117e-08
R_ACGAL1Ptex	-3.5368010269960485e-11	-3.5368010269960485e-11	-3.5368010269960485e-11	-3.5368010269960485e-11	-3.5368010269960485e-11	-3.5368010269960485e-11	-3.5368010269960485e-11	-3.5368010269960485e-11
R_ACGALtex	2.9804641255513465e-07	2.9804641255513465e-07	2.9804641255513465e-07	2.9804641255513465e-07	2.9804641255513465e-07	2.9804641255513465e-07	2.9804641255513465e-07	2.9804641255513465e-07
R_ACGAM1PPpp	2.7501204360140385e-07	2.7501204360140385e-07	2.7501204360140385e-07	2.7501204360140385e-07	2.7501204360140385e-07	2.7501204360140385e-07	2.7501204360140385e-07	2.7501204360140385e-07
R_3OAS100	0.0085628919225513	0.0085628919225513	0.0085628919225513	0.0085628919225513	0.0085628919225513	0.0085628919225513	0.0085628919225513	0.0085628919225513
R_ACGAM1Ptex	0.0042271354816658	0.0042271354816658	0.0042271354816658	0.0042271354816658	0.0042271354816658	0.0042271354816658	0.0042271354816658	0.0042271354816658
R_ACGAMK	0.014115738104507	0.014115738104507	0.014115738104507	0.014115738104507	0.014115738104507	0.014115738104507	0.014115738104507	0.014115738104507
R_ACGAMT	0.0139787167385995	0.0139787167385995	0.0139787167385995	0.0139787167385995	0.0139787167385995	0.0139787167385995	0.0139787167385995	0.0139787167385995
R_3OAS120	2.662991250132193e-06	2.662991250132193e-06	2.662991250132193e-06	2.662991250132193e-06	2.662991250132193e-06	2.662991250132193e-06	2.662991250132193e-06	2.662991250132193e-06
R_3OAS121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_3OAS140	-3.966989497311557e-13	-3.966989497311557e-13	-3.966989497311557e-13	-3.966989497311557e-13	-3.966989497311557e-13	-3.966989497311557e-13	-3.966989497311557e-13	-3.966989497311557e-13
R_ACGAptspp	4.590067955458641e-06	4.590067955458641e-06	4.590067955458641e-06	4.590067955458641e-06	4.590067955458641e-06	4.590067955458641e-06	4.590067955458641e-06	4.590067955458641e-06
R_EX_g3pg_e	4.590067958106298e-06	4.590067958106298e-06	4.590067958106298e-06	4.590067958106298e-06	4.590067958106298e-06	4.590067958106298e-06	4.590067958106298e-06	4.590067958106298e-06
R_ACGAtex	6.963974646001008e-06	6.963974646001008e-06	6.963974646001008e-06	6.963974646001008e-06	6.963974646001008e-06	6.963974646001008e-06	6.963974646001008e-06	6.963974646001008e-06
R_ACGK	-0.0010081392817365	-0.0010081392817365	-0.0010081392817365	-0.0010081392817365	-0.0010081392817365	-0.0010081392817365	-0.0010081392817365	-0.0010081392817365
R_ACGS	-0.0009528599153817	-0.0009528599153817	-0.0009528599153817	-0.0009528599153817	-0.0009528599153817	-0.0009528599153817	-0.0009528599153817	-0.0009528599153817
R_3OAS141	1.1375233101512802e-05	1.1375233101512802e-05	1.1375233101512802e-05	1.1375233101512802e-05	1.1375233101512802e-05	1.1375233101512802e-05	1.1375233101512802e-05	1.1375233101512802e-05
R_3OAS160	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_3OAS161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_ACHBS	4.3916621392324194e-11	4.3916621392324194e-11	4.3916621392324194e-11	4.3916621392324194e-11	4.3916621392324194e-11	4.3916621392324194e-11	4.3916621392324194e-11	4.3916621392324194e-11
R_EX_g3pi_e	4.430584588446807e-11	4.430584588446807e-11	4.430584588446807e-11	4.430584588446807e-11	4.430584588446807e-11	4.430584588446807e-11	4.430584588446807e-11	4.430584588446807e-11
R_3OAS180	2.3667134377369344e-06	2.3667134377369344e-06	2.3667134377369344e-06	2.3667134377369344e-06	2.3667134377369344e-06	2.3667134377369344e-06	2.3667134377369344e-06	2.3667134377369344e-06
R_ACKr	2.366713437737617e-06	2.366713437737617e-06	2.366713437737617e-06	2.366713437737617e-06	2.366713437737617e-06	2.366713437737617e-06	2.366713437737617e-06	2.366713437737617e-06
R_EX_g3ps_e	2.733939950535753e-06	2.733939950535753e-06	2.733939950535753e-06	2.733939950535753e-06	2.733939950535753e-06	2.733939950535753e-06	2.733939950535753e-06	2.733939950535753e-06
R_ACLS	0.0052894507882949	0.0052894507882949	0.0052894507882949	0.0052894507882949	0.0052894507882949	0.0052894507882949	0.0052894507882949	0.0052894507882949
R_ACM6PH	-0.2126223674723633	-0.2126223674723633	-0.2126223674723633	-0.2126223674723633	-0.2126223674723633	-0.2126223674723633	-0.2126223674723633	-0.2126223674723633
R_ACMAMUT	2.372199215540204e-06	2.372199215540204e-06	2.372199215540204e-06	2.372199215540204e-06	2.372199215540204e-06	2.372199215540204e-06	2.372199215540204e-06	2.372199215540204e-06
R_3OAS181	2.372199215543373e-06	2.372199215543373e-06	2.372199215543373e-06	2.372199215543373e-06	2.372199215543373e-06	2.372199215543373e-06	2.372199215543373e-06	2.372199215543373e-06
R_EX_g6p_e	0.0052894507882948	0.0052894507882948	0.0052894507882948	0.0052894507882948	0.0052894507882948	0.0052894507882948	0.0052894507882948	0.0052894507882948
R_3OAS60	0.0012358663717227	0.0012358663717227	0.0012358663717227	0.0012358663717227	0.0012358663717227	0.0012358663717227	0.0012358663717227	0.0012358663717227
R_ACMANAptspp	1.5327792272810232e-06	1.5327792272810232e-06	1.5327792272810232e-06	1.5327792272810232e-06	1.5327792272810232e-06	1.5327792272810232e-06	1.5327792272810232e-06	1.5327792272810232e-06
R_EX_gal_e	1.1295120173941738e-06	1.1295120173941738e-06	1.1295120173941738e-06	1.1295120173941738e-06	1.1295120173941738e-06	1.1295120173941738e-06	1.1295120173941738e-06	1.1295120173941738e-06
R_ACMANAtex	1.886923291155191e-05	1.886923291155191e-05	1.886923291155191e-05	1.886923291155191e-05	1.886923291155191e-05	1.886923291155191e-05	1.886923291155191e-05	1.886923291155191e-05
R_ACMUMptspp	0.0041940799800261	0.0041940799800261	0.0041940799800261	0.0041940799800261	0.0041940799800261	0.0041940799800261	0.0041940799800261	0.0041940799800261
R_3OAS80	-0.0034544914155781	-0.0034544914155781	-0.0034544914155781	-0.0034544914155781	-0.0034544914155781	-0.0034544914155781	-0.0034544914155781	-0.0034544914155781
R_3OXCOAT	-2.60451063123111e-06	-2.60451063123111e-06	-2.60451063123111e-06	-2.60451063123111e-06	-2.60451063123111e-06	-2.60451063123111e-06	-2.60451063123111e-06	-2.60451063123111e-06
R_ACMUMtex	0.0005699612900186	0.0005699612900186	0.0005699612900186	0.0005699612900186	0.0005699612900186	0.0005699612900186	0.0005699612900186	0.0005699612900186
R_EX_gal_bD_e	2.7121860300786584e-06	2.7121860300786584e-06	2.7121860300786584e-06	2.7121860300786584e-06	2.7121860300786584e-06	2.7121860300786584e-06	2.7121860300786584e-06	2.7121860300786584e-06
R_ACNAMt2pp	4.788619654391676e-06	4.788619654391676e-06	4.788619654391676e-06	4.788619654391676e-06	4.788619654391676e-06	4.788619654391676e-06	4.788619654391676e-06	4.788619654391676e-06
R_3PEPTabcpp	2.970365122108418e-06	2.970365122108418e-06	2.970365122108418e-06	2.970365122108418e-06	2.970365122108418e-06	2.970365122108418e-06	2.970365122108418e-06	2.970365122108418e-06
R_3PEPTtex	2.970365122108106e-06	2.970365122108106e-06	2.970365122108106e-06	2.970365122108106e-06	2.970365122108106e-06	2.970365122108106e-06	2.970365122108106e-06	2.970365122108106e-06
R_3UMPtex	2.9313033115170603e-06	2.9313033115170603e-06	2.9313033115170603e-06	2.9313033115170603e-06	2.9313033115170603e-06	2.9313033115170603e-06	2.9313033115170603e-06	2.9313033115170603e-06
R_EX_gal1p_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_42A12BOOXpp	2.183884267693273e-05	2.183884267693273e-05	2.183884267693273e-05	2.183884267693273e-05	2.183884267693273e-05	2.183884267693273e-05	2.183884267693273e-05	2.183884267693273e-05
R_ACNAMtex	4.772609720568033e-06	4.772609720568033e-06	4.772609720568033e-06	4.772609720568033e-06	4.772609720568033e-06	4.772609720568033e-06	4.772609720568033e-06	4.772609720568033e-06
R_ACNML	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_ACOAD1f	-2.043390024970215e-13	-2.043390024970215e-13	-2.043390024970215e-13	-2.043390024970215e-13	-2.043390024970215e-13	-2.043390024970215e-13	-2.043390024970215e-13	-2.043390024970215e-13
R_4HOXPACDtex	2.7523307658643344e-06	2.7523307658643344e-06	2.7523307658643344e-06	2.7523307658643344e-06	2.7523307658643344e-06	2.7523307658643344e-06	2.7523307658643344e-06	2.7523307658643344e-06
R_4HTHRS	4.4290787889663036e-11	4.4290787889663036e-11	4.4290787889663036e-11	4.4290787889663036e-11	4.4290787889663036e-11	4.4290787889663036e-11	4.4290787889663036e-11	4.4290787889663036e-11
R_ACOAD2f	-0.0071215237840885	-0.0071215237840885	-0.0071215237840885	-0.0071215237840885	-0.0071215237840885	-0.0071215237840885	-0.0071215237840885	-0.0071215237840885
R_EX_galct__D_e	1.348186052377758e-06	1.348186052377758e-06	1.348186052377758e-06	1.348186052377758e-06	1.348186052377758e-06	1.348186052377758e-06	1.348186052377758e-06	1.348186052377758e-06
R_ACOAD3f	2.559709777567144e-06	2.559709777567144e-06	2.559709777567144e-06	2.559709777567144e-06	2.559709777567144e-06	2.559709777567144e-06	2.559709777567144e-06	2.559709777567144e-06
R_ACOAD4f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_4PCP	2.759118708790788e-06	2.759118708790788e-06	2.759118708790788e-06	2.759118708790788e-06	2.759118708790788e-06	2.759118708790788e-06	2.759118708790788e-06	2.759118708790788e-06
R_4PCPpp	0.5181829348784797	0.5181829348784797	0.5181829348784797	0.5181829348784797	0.5181829348784797	0.5181829348784797	0.5181829348784797	0.5181829348784797
R_ACOAD5f	4.917527796531791e-05	4.917527796531791e-05	4.917527796531791e-05	4.917527796531791e-05	4.917527796531791e-05	4.917527796531791e-05	4.917527796531791e-05	4.917527796531791e-05
R_4PEPTabcpp	6.266702817573308e-06	6.266702817573308e-06	6.266702817573308e-06	6.266702817573308e-06	6.266702817573308e-06	6.266702817573308e-06	6.266702817573308e-06	6.266702817573308e-06
R_EX_galctn__D_e	0.0019196474048614	0.0019196474048614	0.0019196474048614	0.0019196474048614	0.0019196474048614	0.0019196474048614	0.0019196474048614	0.0019196474048614
R_4PEPTtex	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_5DGLCNR	5.499921757630485e-07	5.499921757630485e-07	5.499921757630485e-07	5.499921757630485e-07	5.499921757630485e-07	5.499921757630485e-07	5.499921757630485e-07	5.499921757630485e-07
R_ACOAD6f	2.758422132526641e-06	2.758422132526641e-06	2.758422132526641e-06	2.758422132526641e-06	2.758422132526641e-06	2.758422132526641e-06	2.758422132526641e-06	2.758422132526641e-06
R_ACOAD7f	4.108256777902452e-07	4.108256777902452e-07	4.108256777902452e-07	4.108256777902452e-07	4.108256777902452e-07	4.108256777902452e-07	4.108256777902452e-07	4.108256777902452e-07
R_ACOAD8f	3.714824372608077e-06	3.714824372608077e-06	3.714824372608077e-06	3.714824372608077e-06	3.714824372608077e-06	3.714824372608077e-06	3.714824372608077e-06	3.714824372608077e-06
R_ACOATA	2.1808972912560626e-07	2.1808972912560626e-07	2.1808972912560626e-07	2.1808972912560626e-07	2.1808972912560626e-07	2.1808972912560626e-07	2.1808972912560626e-07	2.1808972912560626e-07
R_5DGLCNt2rpp	1.2706663993242008e-05	1.2706663993242008e-05	1.2706663993242008e-05	1.2706663993242008e-05	1.2706663993242008e-05	1.2706663993242008e-05	1.2706663993242008e-05	1.2706663993242008e-05
R_5DGLCNtex	4.534738429306963e-06	4.534738429306963e-06	4.534738429306963e-06	4.534738429306963e-06	4.534738429306963e-06	4.534738429306963e-06	4.534738429306963e-06	4.534738429306963e-06
R_ACODA	1.817066735843796e-13	1.817066735843796e-13	1.817066735843796e-13	1.817066735843796e-13	1.817066735843796e-13	1.817066735843796e-13	1.817066735843796e-13	1.817066735843796e-13
R_EX_galctn__L_e	1.5091188218438975e-06	1.5091188218438975e-06	1.5091188218438975e-06	1.5091188218438975e-06	1.5091188218438975e-06	1.5091188218438975e-06	1.5091188218438975e-06	1.5091188218438975e-06
R_ACOLIPAabctex	-5.492020752738536e-13	-5.492020752738536e-13	-5.492020752738536e-13	-5.492020752738536e-13	-5.492020752738536e-13	-5.492020752738536e-13	-5.492020752738536e-13	-5.492020752738536e-13
R_ACONIs	2.9367986939744777e-06	2.9367986939744777e-06	2.9367986939744777e-06	2.9367986939744777e-06	2.9367986939744777e-06	2.9367986939744777e-06	2.9367986939744777e-06	2.9367986939744777e-06
R_EX_galt_e	1.2543067108837029e-05	1.2543067108837029e-05	1.2543067108837029e-05	1.2543067108837029e-05	1.2543067108837029e-05	1.2543067108837029e-05	1.2543067108837029e-05	1.2543067108837029e-05
R_ACONMT	2.900364328483208e-06	2.900364328483208e-06	2.900364328483208e-06	2.900364328483208e-06	2.900364328483208e-06	2.900364328483208e-06	2.900364328483208e-06	2.900364328483208e-06
R_ACONTa	1.59901593975023e-13	1.59901593975023e-13	1.59901593975023e-13	1.59901593975023e-13	1.59901593975023e-13	1.59901593975023e-13	1.59901593975023e-13	1.59901593975023e-13
R_ACONTb	2.9168583264686724e-06	2.9168583264686724e-06	2.9168583264686724e-06	2.9168583264686724e-06	2.9168583264686724e-06	2.9168583264686724e-06	2.9168583264686724e-06	2.9168583264686724e-06
R_ACOTA	0.0063481609206964	0.0063481609206964	0.0063481609206964	0.0063481609206964	0.0063481609206964	0.0063481609206964	0.0063481609206964	0.0063481609206964
R_ACPPAT120	-9.485806758333364e-07	-9.485806758333364e-07	-9.485806758333364e-07	-9.485806758333364e-07	-9.485806758333364e-07	-9.485806758333364e-07	-9.485806758333364e-07	-9.485806758333364e-07
R_AGM4PCPpp	1.2706663993248144e-05	1.2706663993248144e-05	1.2706663993248144e-05	1.2706663993248144e-05	1.2706663993248144e-05	1.2706663993248144e-05	1.2706663993248144e-05	1.2706663993248144e-05
R_AGM4PH	-7.900919302651285e-07	-7.900919302651285e-07	-7.900919302651285e-07	-7.900919302651285e-07	-7.900919302651285e-07	-7.900919302651285e-07	-7.900919302651285e-07	-7.900919302651285e-07
R_AGM4Pt2pp	1.4733658975029563e-06	1.4733658975029563e-06	1.4733658975029563e-06	1.4733658975029563e-06	1.4733658975029563e-06	1.4733658975029563e-06	1.4733658975029563e-06	1.4733658975029563e-06
R_AGMH	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_ACPPAT140	3.466467286918071e-06	3.466467286918071e-06	3.466467286918071e-06	3.466467286918071e-06	3.466467286918071e-06	3.466467286918071e-06	3.466467286918071e-06	3.466467286918071e-06
R_EX_galur_e	-1.0425131917353447e-06	-1.0425131917353447e-06	-1.0425131917353447e-06	-1.0425131917353447e-06	-1.0425131917353447e-06	-1.0425131917353447e-06	-1.0425131917353447e-06	-1.0425131917353447e-06
R_ACPPAT141	3.786258061716415e-08	3.786258061716415e-08	3.786258061716415e-08	3.786258061716415e-08	3.786258061716415e-08	3.786258061716415e-08	3.786258061716415e-08	3.786258061716415e-08
R_ACPPAT160	2.907352540573253e-06	2.907352540573253e-06	2.907352540573253e-06	2.907352540573253e-06	2.907352540573253e-06	2.907352540573253e-06	2.907352540573253e-06	2.907352540573253e-06
R_AGMHE	1.3770195981492023e-05	1.3770195981492023e-05	1.3770195981492023e-05	1.3770195981492023e-05	1.3770195981492023e-05	1.3770195981492023e-05	1.3770195981492023e-05	1.3770195981492023e-05
R_AGMT	1.1855879173344094e-05	1.1855879173344094e-05	1.1855879173344094e-05	1.1855879173344094e-05	1.1855879173344094e-05	1.1855879173344094e-05	1.1855879173344094e-05	1.1855879173344094e-05
R_ACPPAT161	3.014078317574263e-06	3.014078317574263e-06	3.014078317574263e-06	3.014078317574263e-06	3.014078317574263e-06	3.014078317574263e-06	3.014078317574263e-06	3.014078317574263e-06
R_AGMt2pp	0.000541002889741	0.000541002889741	0.000541002889741	0.000541002889741	0.000541002889741	0.000541002889741	0.000541002889741	0.000541002889741
R_EX_gam_e	5.814576959837512e-05	5.814576959837512e-05	5.814576959837512e-05	5.814576959837512e-05	5.814576959837512e-05	5.814576959837512e-05	5.814576959837512e-05	5.814576959837512e-05
R_AGMtex	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_ACPPAT180	3.3274893553770325e-06	3.3274893553770325e-06	3.3274893553770325e-06	3.3274893553770325e-06	3.3274893553770325e-06	3.3274893553770325e-06	3.3274893553770325e-06	3.3274893553770325e-06
R_ACPPAT181	5.232577532859094e-07	5.232577532859094e-07	5.232577532859094e-07	5.232577532859094e-07	5.232577532859094e-07	5.232577532859094e-07	5.232577532859094e-07	5.232577532859094e-07
R_ACPS1	1.5531297358430504e-06	1.5531297358430504e-06	1.5531297358430504e-06	1.5531297358430504e-06	1.5531297358430504e-06	1.5531297358430504e-06	1.5531297358430504e-06	1.5531297358430504e-06
R_AGPAT120	4.462156732877636e-06	4.462156732877636e-06	4.462156732877636e-06	4.462156732877636e-06	4.462156732877636e-06	4.462156732877636e-06	4.462156732877636e-06	4.462156732877636e-06
R_AGPAT140	5.167097424069549e-06	5.167097424069549e-06	5.167097424069549e-06	5.167097424069549e-06	5.167097424069549e-06	5.167097424069549e-06	5.167097424069549e-06	5.167097424069549e-06
R_EX_gam6p_e	1.0689186212773756e-05	1.0689186212773756e-05	1.0689186212773756e-05	1.0689186212773756e-05	1.0689186212773756e-05	1.0689186212773756e-05	1.0689186212773756e-05	1.0689186212773756e-05
R_ACS	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_ACSERtex	2.620412149036529e-06	2.620412149036529e-06	2.620412149036529e-06	2.620412149036529e-06	2.620412149036529e-06	2.620412149036529e-06	2.620412149036529e-06	2.620412149036529e-06
R_AGPAT141	2.9691184801320107e-06	2.9691184801320107e-06	2.9691184801320107e-06	2.9691184801320107e-06	2.9691184801320107e-06	2.9691184801320107e-06	2.9691184801320107e-06	2.9691184801320107e-06
R_EX_gbbtn_e	3.4494842018011538e-06	3.4494842018011538e-06	3.4494842018011538e-06	3.4494842018011538e-06	3.4494842018011538e-06	3.4494842018011538e-06	3.4494842018011538e-06	3.4494842018011538e-06
R_ACSERtpp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_AGPAT160	6.074644682960514e-06	6.074644682960514e-06	6.074644682960514e-06	6.074644682960514e-06	6.074644682960514e-06	6.074644682960514e-06	6.074644682960514e-06	6.074644682960514e-06
R_EX_gdp_e	5.932755142485039e-06	5.932755142485039e-06	5.932755142485039e-06	5.932755142485039e-06	5.932755142485039e-06	5.932755142485039e-06	5.932755142485039e-06	5.932755142485039e-06
R_AGPAT161	0.0050383150298758	0.0050383150298758	0.0050383150298758	0.0050383150298758	0.0050383150298758	0.0050383150298758	0.0050383150298758	0.0050383150298758
R_AGPAT180	3.731552975800548e-06	3.731552975800548e-06	3.731552975800548e-06	3.731552975800548e-06	3.731552975800548e-06	3.731552975800548e-06	3.731552975800548e-06	3.731552975800548e-06
R_AGPAT181	8.177459844011664e-06	8.177459844011664e-06	8.177459844011664e-06	8.177459844011664e-06	8.177459844011664e-06	8.177459844011664e-06	8.177459844011664e-06	8.177459844011664e-06
R_AGPR	0.0001408179138996	0.0001408179138996	0.0001408179138996	0.0001408179138996	0.0001408179138996	0.0001408179138996	0.0001408179138996	0.0001408179138996
R_ACt2rpp	3.440765764525529e-06	3.440765764525529e-06	3.440765764525529e-06	3.440765764525529e-06	3.440765764525529e-06	3.440765764525529e-06	3.440765764525529e-06	3.440765764525529e-06
R_ACt4pp	1.5849845255141758e-06	1.5849845255141758e-06	1.5849845255141758e-06	1.5849845255141758e-06	1.5849845255141758e-06	1.5849845255141758e-06	1.5849845255141758e-06	1.5849845255141758e-06
R_ACtex	1.5372677061011758e-06	1.5372677061011758e-06	1.5372677061011758e-06	1.5372677061011758e-06	1.5372677061011758e-06	1.5372677061011758e-06	1.5372677061011758e-06	1.5372677061011758e-06
R_ADA	0.0020218553089192	0.0020218553089192	0.0020218553089192	0.0020218553089192	0.0020218553089192	0.0020218553089192	0.0020218553089192	0.0020218553089192
R_ADCL	1.2706663993246631e-05	1.2706663993246631e-05	1.2706663993246631e-05	1.2706663993246631e-05	1.2706663993246631e-05	1.2706663993246631e-05	1.2706663993246631e-05	1.2706663993246631e-05
R_AGt3	0.0034397717808611	0.0034397717808611	0.0034397717808611	0.0034397717808611	0.0034397717808611	0.0034397717808611	0.0034397717808611	0.0034397717808611
R_AHCYSNS	7.323640899999388e-06	7.323640899999388e-06	7.323640899999388e-06	7.323640899999388e-06	7.323640899999388e-06	7.323640899999388e-06	7.323640899999388e-06	7.323640899999388e-06
R_ADCS	1.631720431941616e-06	1.631720431941616e-06	1.631720431941616e-06	1.631720431941616e-06	1.631720431941616e-06	1.631720431941616e-06	1.631720431941616e-06	1.631720431941616e-06
R_AICART	3.5185536315763662e-06	3.5185536315763662e-06	3.5185536315763662e-06	3.5185536315763662e-06	3.5185536315763662e-06	3.5185536315763662e-06	3.5185536315763662e-06	3.5185536315763662e-06
R_AMALT3	2.956487964146088e-06	2.956487964146088e-06	2.956487964146088e-06	2.956487964146088e-06	2.956487964146088e-06	2.956487964146088e-06	2.956487964146088e-06	2.956487964146088e-06
R_AIRC2	2.2417194849956534e-06	2.2417194849956534e-06	2.2417194849956534e-06	2.2417194849956534e-06	2.2417194849956534e-06	2.2417194849956534e-06	2.2417194849956534e-06	2.2417194849956534e-06
R_AIRC3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_AKGDH	5.036151680621316e-06	5.036151680621316e-06	5.036151680621316e-06	5.036151680621316e-06	5.036151680621316e-06	5.036151680621316e-06	5.036151680621316e-06	5.036151680621316e-06
R_AKGt2rpp	3.3667998873175325e-06	3.3667998873175325e-06	3.3667998873175325e-06	3.3667998873175325e-06	3.3667998873175325e-06	3.3667998873175325e-06	3.3667998873175325e-06	3.3667998873175325e-06
R_AKGtex	3.657519418644885e-06	3.657519418644885e-06	3.657519418644885e-06	3.657519418644885e-06	3.657519418644885e-06	3.657519418644885e-06	3.657519418644885e-06	3.657519418644885e-06
R_ALAALAD	4.059469686175293e-06	4.059469686175293e-06	4.059469686175293e-06	4.059469686175293e-06	4.059469686175293e-06	4.059469686175293e-06	4.059469686175293e-06	4.059469686175293e-06
R_ALAALAabcpp	1.2706663993253148e-05	1.2706663993253148e-05	1.2706663993253148e-05	1.2706663993253148e-05	1.2706663993253148e-05	1.2706663993253148e-05	1.2706663993253148e-05	1.2706663993253148e-05
R_ADD	1.4859297490357094e-05	1.4859297490357094e-05	1.4859297490357094e-05	1.4859297490357094e-05	1.4859297490357094e-05	1.4859297490357094e-05	1.4859297490357094e-05	1.4859297490357094e-05
R_ADEt2rpp	3.71482437259127e-06	3.71482437259127e-06	3.71482437259127e-06	3.71482437259127e-06	3.71482437259127e-06	3.71482437259127e-06	3.71482437259127e-06	3.71482437259127e-06
R_ADEtex	3.714824372611395e-06	3.714824372611395e-06	3.714824372611395e-06	3.714824372611395e-06	3.714824372611395e-06	3.714824372611395e-06	3.714824372611395e-06	3.714824372611395e-06
R_ADK1	3.7148243725911886e-06	3.7148243725911886e-06	3.7148243725911886e-06	3.7148243725911886e-06	3.7148243725911886e-06	3.7148243725911886e-06	3.7148243725911886e-06	3.7148243725911886e-06
R_ADK3	3.714824372600755e-06	3.714824372600755e-06	3.714824372600755e-06	3.714824372600755e-06	3.714824372600755e-06	3.714824372600755e-06	3.714824372600755e-06	3.714824372600755e-06
R_ADK4	3.714824372600839e-06	3.714824372600839e-06	3.714824372600839e-06	3.714824372600839e-06	3.714824372600839e-06	3.714824372600839e-06	3.714824372600839e-06	3.714824372600839e-06
R_ADMDC	3.714824372558026e-06	3.714824372558026e-06	3.714824372558026e-06	3.714824372558026e-06	3.714824372558026e-06	3.714824372558026e-06	3.714824372558026e-06	3.714824372558026e-06
R_ADNCYC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_ADNK1	4.9120293294717286e-05	4.9120293294717286e-05	4.9120293294717286e-05	4.9120293294717286e-05	4.9120293294717286e-05	4.9120293294717286e-05	4.9120293294717286e-05	4.9120293294717286e-05
R_ALAALAr	9.38180729738e-06	9.38180729738e-06	9.38180729738e-06	9.38180729738e-06	9.38180729738e-06	9.38180729738e-06	9.38180729738e-06	9.38180729738e-06
R_ALAALAtex	4.681473596171011e-05	4.681473596171011e-05	4.681473596171011e-05	4.681473596171011e-05	4.681473596171011e-05	4.681473596171011e-05	4.681473596171011e-05	4.681473596171011e-05
R_ALAGLUE	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_ALAR	1.260541525696705e-05	1.260541525696705e-05	1.260541525696705e-05	1.260541525696705e-05	1.260541525696705e-05	1.260541525696705e-05	1.260541525696705e-05	1.260541525696705e-05
R_ADNUC	2.9252570341370685e-06	2.9252570341370685e-06	2.9252570341370685e-06	2.9252570341370685e-06	2.9252570341370685e-06	2.9252570341370685e-06	2.9252570341370685e-06	2.9252570341370685e-06
R_ADNt2pp_copy1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_ADNt2pp_copy2	0.005015574593099	0.005015574593099	0.005015574593099	0.005015574593099	0.005015574593099	0.005015574593099	0.005015574593099	0.005015574593099
