Reaction	Acetate	Fructose	Galactose	Gluconate	Glucose	Glycerol	Pyruvate	Succinate
R_GLYC3Pabcpp	1.2706663993235562e-05	1.2706663993235562e-05	1.2706663993235562e-05	1.2706663993235562e-05	1.2706663993235562e-05	1.2706663993235562e-05	1.2706663993235562e-05	1.2706663993235562e-05
R_FECRMR1	4.441657222569435e-06	4.441657222569435e-06	4.441657222569435e-06	4.441657222569435e-06	4.441657222569435e-06	4.441657222569435e-06	4.441657222569435e-06	4.441657222569435e-06
R_GLYC3Pt6pp	2.42549007065194e-06	2.42549007065194e-06	2.42549007065194e-06	2.42549007065194e-06	2.42549007065194e-06	2.42549007065194e-06	2.42549007065194e-06	2.42549007065194e-06
R_GLYC3Ptex	5.022282196266597e-06	5.022282196266597e-06	5.022282196266597e-06	5.022282196266597e-06	5.022282196266597e-06	5.022282196266597e-06	5.022282196266597e-06	5.022282196266597e-06
R_GTPDPDP	2.439440652607124e-06	2.439440652607124e-06	2.439440652607124e-06	2.439440652607124e-06	2.439440652607124e-06	2.439440652607124e-06	2.439440652607124e-06	2.439440652607124e-06
R_GLYCAt2rpp	2.442938002855039e-06	2.442938002855039e-06	2.442938002855039e-06	2.442938002855039e-06	2.442938002855039e-06	2.442938002855039e-06	2.442938002855039e-06	2.442938002855039e-06
R_GTPDPK	7.451998104636136e-05	7.451998104636136e-05	7.451998104636136e-05	7.451998104636136e-05	7.451998104636136e-05	7.451998104636136e-05	7.451998104636136e-05	7.451998104636136e-05
R_FECRMR2	5.025849548444652e-05	5.025849548444652e-05	5.025849548444652e-05	5.025849548444652e-05	5.025849548444652e-05	5.025849548444652e-05	5.025849548444652e-05	5.025849548444652e-05
R_GTPHs	5.391724565642926e-05	5.391724565642926e-05	5.391724565642926e-05	5.391724565642926e-05	5.391724565642926e-05	5.391724565642926e-05	5.391724565642926e-05	5.391724565642926e-05
R_GLYCAtex	4.561895596355509e-05	4.561895596355509e-05	4.561895596355509e-05	4.561895596355509e-05	4.561895596355509e-05	4.561895596355509e-05	4.561895596355509e-05	4.561895596355509e-05
R_GLYCDx	2.2111764501251573e-05	2.2111764501251573e-05	2.2111764501251573e-05	2.2111764501251573e-05	2.2111764501251573e-05	2.2111764501251573e-05	2.2111764501251573e-05	2.2111764501251573e-05
R_GLYCK	6.573436701635982e-06	6.573436701635982e-06	6.573436701635982e-06	6.573436701635982e-06	6.573436701635982e-06	6.573436701635982e-06	6.573436701635982e-06	6.573436701635982e-06
R_GTPtex	9.441251857519048e-05	9.441251857519048e-05	9.441251857519048e-05	9.441251857519048e-05	9.441251857519048e-05	9.441251857519048e-05	9.441251857519048e-05	9.441251857519048e-05
R_GUACYC	0.0005651658143672	0.0005651658143672	0.0005651658143672	0.0005651658143672	0.0005651658143672	0.0005651658143672	0.0005651658143672	0.0005651658143672
R_GLYCK2	-0.0030207078226905	-0.0030207078226905	-0.0030207078226905	-0.0030207078226905	-0.0030207078226905	-0.0030207078226905	-0.0030207078226905	-0.0030207078226905
R_FECRMR3	0.0001370091462584	0.0001370091462584	0.0001370091462584	0.0001370091462584	0.0001370091462584	0.0001370091462584	0.0001370091462584	0.0001370091462584
R_GLYCL	-0.0054894228143364	-0.0054894228143364	-0.0054894228143364	-0.0054894228143364	-0.0054894228143364	-0.0054894228143364	-0.0054894228143364	-0.0054894228143364
R_GLYCLTDx	-0.005489422814337	-0.005489422814337	-0.005489422814337	-0.005489422814337	-0.005489422814337	-0.005489422814337	-0.005489422814337	-0.005489422814337
R_GLYCLTDy	9.887530732050168e-06	9.887530732050168e-06	9.887530732050168e-06	9.887530732050168e-06	9.887530732050168e-06	9.887530732050168e-06	9.887530732050168e-06	9.887530732050168e-06
R_GUAD	3.6930804340065927e-06	3.6930804340065927e-06	3.6930804340065927e-06	3.6930804340065927e-06	3.6930804340065927e-06	3.6930804340065927e-06	3.6930804340065927e-06	3.6930804340065927e-06
R_GUAPRT	-0.0008599650134805	-0.0008599650134805	-0.0008599650134805	-0.0008599650134805	-0.0008599650134805	-0.0008599650134805	-0.0008599650134805	-0.0008599650134805
R_GUAt2pp	0.0072215113381636	0.0072215113381636	0.0072215113381636	0.0072215113381636	0.0072215113381636	0.0072215113381636	0.0072215113381636	0.0072215113381636
R_GUAtex	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_GUAtpp	5.0361516806232005e-06	5.0361516806232005e-06	5.0361516806232005e-06	5.0361516806232005e-06	5.0361516806232005e-06	5.0361516806232005e-06	5.0361516806232005e-06	5.0361516806232005e-06
R_GUI1	8.06947620730702e-06	8.06947620730702e-06	8.06947620730702e-06	8.06947620730702e-06	8.06947620730702e-06	8.06947620730702e-06	8.06947620730702e-06	8.06947620730702e-06
R_GUI2	-0.005489466285083	-0.005489466285083	-0.005489466285083	-0.005489466285083	-0.005489466285083	-0.005489466285083	-0.005489466285083	-0.005489466285083
R_GUR1PPpp	-6.136216732382117e-05	-6.136216732382117e-05	-6.136216732382117e-05	-6.136216732382117e-05	-6.136216732382117e-05	-6.136216732382117e-05	-6.136216732382117e-05	-6.136216732382117e-05
R_H2O2tex	0.000799089816221	0.000799089816221	0.000799089816221	0.000799089816221	0.000799089816221	0.000799089816221	0.000799089816221	0.000799089816221
R_H2Otex	0.0002090494655163	0.0002090494655163	0.0002090494655163	0.0002090494655163	0.0002090494655163	0.0002090494655163	0.0002090494655163	0.0002090494655163
R_H2Otpp	1.2474260336696178e-05	1.2474260336696178e-05	1.2474260336696178e-05	1.2474260336696178e-05	1.2474260336696178e-05	1.2474260336696178e-05	1.2474260336696178e-05	1.2474260336696178e-05
R_H2SO	0.072935765133943	0.072935765133943	0.072935765133943	0.072935765133943	0.072935765133943	0.072935765133943	0.072935765133943	0.072935765133943
R_GLYCLTt2rpp	-0.0002038820974933	-0.0002038820974933	-0.0002038820974933	-0.0002038820974933	-0.0002038820974933	-0.0002038820974933	-0.0002038820974933	-0.0002038820974933
R_GLYCLTt4pp	0.0001751378341624	0.0001751378341624	0.0001751378341624	0.0001751378341624	0.0001751378341624	0.0001751378341624	0.0001751378341624	0.0001751378341624
R_GLYCLTtex	3.786278834875654e-08	3.786278834875654e-08	3.786278834875654e-08	3.786278834875654e-08	3.786278834875654e-08	3.786278834875654e-08	3.786278834875654e-08	3.786278834875654e-08
R_GLYCTO2	3.7863093619101536e-08	3.7863093619101536e-08	3.7863093619101536e-08	3.7863093619101536e-08	3.7863093619101536e-08	3.7863093619101536e-08	3.7863093619101536e-08	3.7863093619101536e-08
R_GLYCTO3	5.084438964846888e-06	5.084438964846888e-06	5.084438964846888e-06	5.084438964846888e-06	5.084438964846888e-06	5.084438964846888e-06	5.084438964846888e-06	5.084438964846888e-06
R_GLYCTO4	1.4064649183612645e-05	1.4064649183612645e-05	1.4064649183612645e-05	1.4064649183612645e-05	1.4064649183612645e-05	1.4064649183612645e-05	1.4064649183612645e-05	1.4064649183612645e-05
R_GLYCtex	1.295238783250286e-05	1.295238783250286e-05	1.295238783250286e-05	1.295238783250286e-05	1.295238783250286e-05	1.295238783250286e-05	1.295238783250286e-05	1.295238783250286e-05
R_GLYCtpp	1.4636014372903638e-05	1.4636014372903638e-05	1.4636014372903638e-05	1.4636014372903638e-05	1.4636014372903638e-05	1.4636014372903638e-05	1.4636014372903638e-05	1.4636014372903638e-05
R_GLYK	0.0092478140531094	0.0092478140531094	0.0092478140531094	0.0092478140531094	0.0092478140531094	0.0092478140531094	0.0092478140531094	0.0092478140531094
R_H2St1pp	3.7863533509169e-08	3.7863533509169e-08	3.7863533509169e-08	3.7863533509169e-08	3.7863533509169e-08	3.7863533509169e-08	3.7863533509169e-08	3.7863533509169e-08
R_H2Stex	3.7863797987992536e-08	3.7863797987992536e-08	3.7863797987992536e-08	3.7863797987992536e-08	3.7863797987992536e-08	3.7863797987992536e-08	3.7863797987992536e-08	3.7863797987992536e-08
R_H2tex	1.3053381209934904e-05	1.3053381209934904e-05	1.3053381209934904e-05	1.3053381209934904e-05	1.3053381209934904e-05	1.3053381209934904e-05	1.3053381209934904e-05	1.3053381209934904e-05
R_FECRMUtex	1.4859297490359247e-05	1.4859297490359247e-05	1.4859297490359247e-05	1.4859297490359247e-05	1.4859297490359247e-05	1.4859297490359247e-05	1.4859297490359247e-05	1.4859297490359247e-05
R_H2tpp	1.0324729249227589e-05	1.0324729249227589e-05	1.0324729249227589e-05	1.0324729249227589e-05	1.0324729249227589e-05	1.0324729249227589e-05	1.0324729249227589e-05	1.0324729249227589e-05
R_FECRMUtpp	1.0324729249227036e-05	1.0324729249227036e-05	1.0324729249227036e-05	1.0324729249227036e-05	1.0324729249227036e-05	1.0324729249227036e-05	1.0324729249227036e-05	1.0324729249227036e-05
R_HACD1	1.485929749035714e-05	1.485929749035714e-05	1.485929749035714e-05	1.485929749035714e-05	1.485929749035714e-05	1.485929749035714e-05	1.485929749035714e-05	1.485929749035714e-05
R_HACD2	1.6942761205749446e-05	1.6942761205749446e-05	1.6942761205749446e-05	1.6942761205749446e-05	1.6942761205749446e-05	1.6942761205749446e-05	1.6942761205749446e-05	1.6942761205749446e-05
R_HACD3	4.175471724651002e-06	4.175471724651002e-06	4.175471724651002e-06	4.175471724651002e-06	4.175471724651002e-06	4.175471724651002e-06	4.175471724651002e-06	4.175471724651002e-06
R_HACD4	2.6980623847315688e-06	2.6980623847315688e-06	2.6980623847315688e-06	2.6980623847315688e-06	2.6980623847315688e-06	2.6980623847315688e-06	2.6980623847315688e-06	2.6980623847315688e-06
R_HACD5	2.369287989640295e-06	2.369287989640295e-06	2.369287989640295e-06	2.369287989640295e-06	2.369287989640295e-06	2.369287989640295e-06	2.369287989640295e-06	2.369287989640295e-06
R_HACD6	5.321364120307802e-06	5.321364120307802e-06	5.321364120307802e-06	5.321364120307802e-06	5.321364120307802e-06	5.321364120307802e-06	5.321364120307802e-06	5.321364120307802e-06
R_GLYOX	5.321364120319925e-06	5.321364120319925e-06	5.321364120319925e-06	5.321364120319925e-06	5.321364120319925e-06	5.321364120319925e-06	5.321364120319925e-06	5.321364120319925e-06
R_GLYOX3	0.0007212512429428	0.0007212512429428	0.0007212512429428	0.0007212512429428	0.0007212512429428	0.0007212512429428	0.0007212512429428	0.0007212512429428
R_GLYTRS	2.425240362856264e-06	2.425240362856264e-06	2.425240362856264e-06	2.425240362856264e-06	2.425240362856264e-06	2.425240362856264e-06	2.425240362856264e-06	2.425240362856264e-06
R_GLYt2pp_copy1	3.5007757263060222e-06	3.5007757263060222e-06	3.5007757263060222e-06	3.5007757263060222e-06	3.5007757263060222e-06	3.5007757263060222e-06	3.5007757263060222e-06	3.5007757263060222e-06
R_GLYt2pp_copy2	3.541079932239291e-06	3.541079932239291e-06	3.541079932239291e-06	3.541079932239291e-06	3.541079932239291e-06	3.541079932239291e-06	3.541079932239291e-06	3.541079932239291e-06
R_HACD7	3.6450544643546767e-11	3.6450544643546767e-11	3.6450544643546767e-11	3.6450544643546767e-11	3.6450544643546767e-11	3.6450544643546767e-11	3.6450544643546767e-11	3.6450544643546767e-11
R_HACD8	0.0070573546791896	0.0070573546791896	0.0070573546791896	0.0070573546791896	0.0070573546791896	0.0070573546791896	0.0070573546791896	0.0070573546791896
R_HADPCOADH3	1.7463071473555297e-05	1.7463071473555297e-05	1.7463071473555297e-05	1.7463071473555297e-05	1.7463071473555297e-05	1.7463071473555297e-05	1.7463071473555297e-05	1.7463071473555297e-05
R_HBZOPT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_HCINNMt2rpp	9.758059525562248e-06	9.758059525562248e-06	9.758059525562248e-06	9.758059525562248e-06	9.758059525562248e-06	9.758059525562248e-06	9.758059525562248e-06	9.758059525562248e-06
R_FECRMabcpp	9.758059525562733e-06	9.758059525562733e-06	9.758059525562733e-06	9.758059525562733e-06	9.758059525562733e-06	9.758059525562733e-06	9.758059525562733e-06	9.758059525562733e-06
R_HCINNMtex	0.0136720168451187	0.0136720168451187	0.0136720168451187	0.0136720168451187	0.0136720168451187	0.0136720168451187	0.0136720168451187	0.0136720168451187
R_HCO3E	2.371174560952169e-06	2.371174560952169e-06	2.371174560952169e-06	2.371174560952169e-06	2.371174560952169e-06	2.371174560952169e-06	2.371174560952169e-06	2.371174560952169e-06
R_HCYSMT	0.0086615114889653	0.0086615114889653	0.0086615114889653	0.0086615114889653	0.0086615114889653	0.0086615114889653	0.0086615114889653	0.0086615114889653
R_GLYt4pp	4.469858863807152e-06	4.469858863807152e-06	4.469858863807152e-06	4.469858863807152e-06	4.469858863807152e-06	4.469858863807152e-06	4.469858863807152e-06	4.469858863807152e-06
R_GLYtex	4.285667935056681e-06	4.285667935056681e-06	4.285667935056681e-06	4.285667935056681e-06	4.285667935056681e-06	4.285667935056681e-06	4.285667935056681e-06	4.285667935056681e-06
R_GMAND	1.0152122366036177e-05	1.0152122366036177e-05	1.0152122366036177e-05	1.0152122366036177e-05	1.0152122366036177e-05	1.0152122366036177e-05	1.0152122366036177e-05	1.0152122366036177e-05
R_HCYSMT2	0.0007263250365439	0.0007263250365439	0.0007263250365439	0.0007263250365439	0.0007263250365439	0.0007263250365439	0.0007263250365439	0.0007263250365439
R_GMHEPAT	5.073793601038687e-06	5.073793601038687e-06	5.073793601038687e-06	5.073793601038687e-06	5.073793601038687e-06	5.073793601038687e-06	5.073793601038687e-06	5.073793601038687e-06
R_FECRMexs	9.676445394170942e-06	9.676445394170942e-06	9.676445394170942e-06	9.676445394170942e-06	9.676445394170942e-06	9.676445394170942e-06	9.676445394170942e-06	9.676445394170942e-06
R_GMHEPK	7.07708023466649e-06	7.07708023466649e-06	7.07708023466649e-06	7.07708023466649e-06	7.07708023466649e-06	7.07708023466649e-06	7.07708023466649e-06	7.07708023466649e-06
R_HDCAtexi	0.0001175444946384	0.0001175444946384	0.0001175444946384	0.0001175444946384	0.0001175444946384	0.0001175444946384	0.0001175444946384	0.0001175444946384
R_HDCEAtexi	0.0359747414205631	0.0359747414205631	0.0359747414205631	0.0359747414205631	0.0359747414205631	0.0359747414205631	0.0359747414205631	0.0359747414205631
R_HEMEOS	7.0371459324759e-05	7.0371459324759e-05	7.0371459324759e-05	7.0371459324759e-05	7.0371459324759e-05	7.0371459324759e-05	7.0371459324759e-05	7.0371459324759e-05
R_HEPK1	5.665460684496022e-05	5.665460684496022e-05	5.665460684496022e-05	5.665460684496022e-05	5.665460684496022e-05	5.665460684496022e-05	5.665460684496022e-05	5.665460684496022e-05
R_GMHEPPA	-7.555021686478261e-05	-7.555021686478261e-05	-7.555021686478261e-05	-7.555021686478261e-05	-7.555021686478261e-05	-7.555021686478261e-05	-7.555021686478261e-05	-7.555021686478261e-05
R_GMPR	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_HEPK2	0.0038890398056241	0.0038890398056241	0.0038890398056241	0.0038890398056241	0.0038890398056241	0.0038890398056241	0.0038890398056241	0.0038890398056241
R_HEPT1	5.204304905028784e-06	5.204304905028784e-06	5.204304905028784e-06	5.204304905028784e-06	5.204304905028784e-06	5.204304905028784e-06	5.204304905028784e-06	5.204304905028784e-06
R_FECRMtonex	2.7448832680837453e-06	2.7448832680837453e-06	2.7448832680837453e-06	2.7448832680837453e-06	2.7448832680837453e-06	2.7448832680837453e-06	2.7448832680837453e-06	2.7448832680837453e-06
R_GMPS2	2.632047540135831e-12	2.632047540135831e-12	2.632047540135831e-12	2.632047540135831e-12	2.632047540135831e-12	2.632047540135831e-12	2.632047540135831e-12	2.632047540135831e-12
R_FEENTERR1	3.7863170529861474e-08	3.7863170529861474e-08	3.7863170529861474e-08	3.7863170529861474e-08	3.7863170529861474e-08	3.7863170529861474e-08	3.7863170529861474e-08	3.7863170529861474e-08
R_GMPtex	0.0133517942523935	0.0133517942523935	0.0133517942523935	0.0133517942523935	0.0133517942523935	0.0133517942523935	0.0133517942523935	0.0133517942523935
R_GND	2.207616652072855e-05	2.207616652072855e-05	2.207616652072855e-05	2.207616652072855e-05	2.207616652072855e-05	2.207616652072855e-05	2.207616652072855e-05	2.207616652072855e-05
R_GNK	-0.0134376830316015	-0.0134376830316015	-0.0134376830316015	-0.0134376830316015	-0.0134376830316015	-0.0134376830316015	-0.0134376830316015	-0.0134376830316015
R_HEPT2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_HEPT3	9.421388535269222e-06	9.421388535269222e-06	9.421388535269222e-06	9.421388535269222e-06	9.421388535269222e-06	9.421388535269222e-06	9.421388535269222e-06	9.421388535269222e-06
R_HEPT4	6.212518812334938e-06	6.212518812334938e-06	6.212518812334938e-06	6.212518812334938e-06	6.212518812334938e-06	6.212518812334938e-06	6.212518812334938e-06	6.212518812334938e-06
R_HETZK	4.3899892019731845e-11	4.3899892019731845e-11	4.3899892019731845e-11	4.3899892019731845e-11	4.3899892019731845e-11	4.3899892019731845e-11	4.3899892019731845e-11	4.3899892019731845e-11
R_HEX1	1.1375233083564702e-05	1.1375233083564702e-05	1.1375233083564702e-05	1.1375233083564702e-05	1.1375233083564702e-05	1.1375233083564702e-05	1.1375233083564702e-05	1.1375233083564702e-05
R_HEX4	2.487850675132962e-06	2.487850675132962e-06	2.487850675132962e-06	2.487850675132962e-06	2.487850675132962e-06	2.487850675132962e-06	2.487850675132962e-06	2.487850675132962e-06
R_HEX7	4.899541789131332e-14	4.899541789131332e-14	4.899541789131332e-14	4.899541789131332e-14	4.899541789131332e-14	4.899541789131332e-14	4.899541789131332e-14	4.899541789131332e-14
R_GOFUCR	4.425904542347557e-11	4.425904542347557e-11	4.425904542347557e-11	4.425904542347557e-11	4.425904542347557e-11	4.425904542347557e-11	4.425904542347557e-11	4.425904542347557e-11
R_GP4GH	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_GPDDA1	2.5541505395451893e-05	2.5541505395451893e-05	2.5541505395451893e-05	2.5541505395451893e-05	2.5541505395451893e-05	2.5541505395451893e-05	2.5541505395451893e-05	2.5541505395451893e-05
R_HEXt2rpp	3.2899378806570674e-06	3.2899378806570674e-06	3.2899378806570674e-06	3.2899378806570674e-06	3.2899378806570674e-06	3.2899378806570674e-06	3.2899378806570674e-06	3.2899378806570674e-06
R_FEENTERR2	3.323869967587712e-06	3.323869967587712e-06	3.323869967587712e-06	3.323869967587712e-06	3.323869967587712e-06	3.323869967587712e-06	3.323869967587712e-06	3.323869967587712e-06
R_GPDDA1pp	2.5090995438162217e-06	2.5090995438162217e-06	2.5090995438162217e-06	2.5090995438162217e-06	2.5090995438162217e-06	2.5090995438162217e-06	2.5090995438162217e-06	2.5090995438162217e-06
R_GPDDA2	2.499308187490388e-06	2.499308187490388e-06	2.499308187490388e-06	2.499308187490388e-06	2.499308187490388e-06	2.499308187490388e-06	2.499308187490388e-06	2.499308187490388e-06
R_FEENTERR3	1.2706663993235285e-05	1.2706663993235285e-05	1.2706663993235285e-05	1.2706663993235285e-05	1.2706663993235285e-05	1.2706663993235285e-05	1.2706663993235285e-05	1.2706663993235285e-05
R_GPDDA2pp	1.2706663993242305e-05	1.2706663993242305e-05	1.2706663993242305e-05	1.2706663993242305e-05	1.2706663993242305e-05	1.2706663993242305e-05	1.2706663993242305e-05	1.2706663993242305e-05
R_HG2abcpp	0.0231768893158791	0.0231768893158791	0.0231768893158791	0.0231768893158791	0.0231768893158791	0.0231768893158791	0.0231768893158791	0.0231768893158791
R_HG2t3pp	0.0156286530185868	0.0156286530185868	0.0156286530185868	0.0156286530185868	0.0156286530185868	0.0156286530185868	0.0156286530185868	0.0156286530185868
R_FEENTERabcpp	0.1744323479820463	0.1744323479820463	0.1744323479820463	0.1744323479820463	0.1744323479820463	0.1744323479820463	0.1744323479820463	0.1744323479820463
R_HG2tex	-0.0336068999165496	-0.0336068999165496	-0.0336068999165496	-0.0336068999165496	-0.0336068999165496	-0.0336068999165496	-0.0336068999165496	-0.0336068999165496
R_GPDDA3	1.270666399324042e-05	1.270666399324042e-05	1.270666399324042e-05	1.270666399324042e-05	1.270666399324042e-05	1.270666399324042e-05	1.270666399324042e-05	1.270666399324042e-05
R_GPDDA3pp	1.2706663993249552e-05	1.2706663993249552e-05	1.2706663993249552e-05	1.2706663993249552e-05	1.2706663993249552e-05	1.2706663993249552e-05	1.2706663993249552e-05	1.2706663993249552e-05
R_HISTD	2.5541505395452188e-05	2.5541505395452188e-05	2.5541505395452188e-05	2.5541505395452188e-05	2.5541505395452188e-05	2.5541505395452188e-05	2.5541505395452188e-05	2.5541505395452188e-05
R_FEENTERexs	0.0001622524280901	0.0001622524280901	0.0001622524280901	0.0001622524280901	0.0001622524280901	0.0001622524280901	0.0001622524280901	0.0001622524280901
R_HISTP	3.760388246124264e-06	3.760388246124264e-06	3.760388246124264e-06	3.760388246124264e-06	3.760388246124264e-06	3.760388246124264e-06	3.760388246124264e-06	3.760388246124264e-06
R_HISTRS	3.6820424328936535e-06	3.6820424328936535e-06	3.6820424328936535e-06	3.6820424328936535e-06	3.6820424328936535e-06	3.6820424328936535e-06	3.6820424328936535e-06	3.6820424328936535e-06
R_GPDDA4	5.315627561109116e-06	5.315627561109116e-06	5.315627561109116e-06	5.315627561109116e-06	5.315627561109116e-06	5.315627561109116e-06	5.315627561109116e-06	5.315627561109116e-06
R_HISabcpp	5.09584942688488e-06	5.09584942688488e-06	5.09584942688488e-06	5.09584942688488e-06	5.09584942688488e-06	5.09584942688488e-06	5.09584942688488e-06	5.09584942688488e-06
R_FEENTERtex	5.41200673352434e-06	5.41200673352434e-06	5.41200673352434e-06	5.41200673352434e-06	5.41200673352434e-06	5.41200673352434e-06	5.41200673352434e-06	5.41200673352434e-06
R_GPDDA4pp	5.252770885246808e-06	5.252770885246808e-06	5.252770885246808e-06	5.252770885246808e-06	5.252770885246808e-06	5.252770885246808e-06	5.252770885246808e-06	5.252770885246808e-06
R_FEENTERtonex	7.042491010121527e-06	7.042491010121527e-06	7.042491010121527e-06	7.042491010121527e-06	7.042491010121527e-06	7.042491010121527e-06	7.042491010121527e-06	7.042491010121527e-06
R_GPDDA5	6.75872692681504e-06	6.75872692681504e-06	6.75872692681504e-06	6.75872692681504e-06	6.75872692681504e-06	6.75872692681504e-06	6.75872692681504e-06	6.75872692681504e-06
R_GPDDA5pp	3.6852443913442152e-06	3.6852443913442152e-06	3.6852443913442152e-06	3.6852443913442152e-06	3.6852443913442152e-06	3.6852443913442152e-06	3.6852443913442152e-06	3.6852443913442152e-06
R_HISt2rpp	3.565150516835566e-06	3.565150516835566e-06	3.565150516835566e-06	3.565150516835566e-06	3.565150516835566e-06	3.565150516835566e-06	3.565150516835566e-06	3.565150516835566e-06
R_HIStex	5.882582550830596e-06	5.882582550830596e-06	5.882582550830596e-06	5.882582550830596e-06	5.882582550830596e-06	5.882582550830596e-06	5.882582550830596e-06	5.882582550830596e-06
R_HKNDDH	5.657776924248126e-06	5.657776924248126e-06	5.657776924248126e-06	5.657776924248126e-06	5.657776924248126e-06	5.657776924248126e-06	5.657776924248126e-06	5.657776924248126e-06
R_HKNTDH	5.8825825506365095e-06	5.8825825506365095e-06	5.8825825506365095e-06	5.8825825506365095e-06	5.8825825506365095e-06	5.8825825506365095e-06	5.8825825506365095e-06	5.8825825506365095e-06
R_HMBS	5.657776923768914e-06	5.657776923768914e-06	5.657776923768914e-06	5.657776923768914e-06	5.657776923768914e-06	5.657776923768914e-06	5.657776923768914e-06	5.657776923768914e-06
R_HMPK1	0.0136115495787669	0.0136115495787669	0.0136115495787669	0.0136115495787669	0.0136115495787669	0.0136115495787669	0.0136115495787669	0.0136115495787669
R_HOMt2pp	6.835364803031205e-06	6.835364803031205e-06	6.835364803031205e-06	6.835364803031205e-06	6.835364803031205e-06	6.835364803031205e-06	6.835364803031205e-06	6.835364803031205e-06
R_GRTT	0.0061779941307603	0.0061779941307603	0.0061779941307603	0.0061779941307603	0.0061779941307603	0.0061779941307603	0.0061779941307603	0.0061779941307603
R_GRXR	7.423094467544023e-06	7.423094467544023e-06	7.423094467544023e-06	7.423094467544023e-06	7.423094467544023e-06	7.423094467544023e-06	7.423094467544023e-06	7.423094467544023e-06
R_FEENTERtpp	2.5541505395451643e-05	2.5541505395451643e-05	2.5541505395451643e-05	2.5541505395451643e-05	2.5541505395451643e-05	2.5541505395451643e-05	2.5541505395451643e-05	2.5541505395451643e-05
R_GSNK	3.73155297580177e-06	3.73155297580177e-06	3.73155297580177e-06	3.73155297580177e-06	3.73155297580177e-06	3.73155297580177e-06	3.73155297580177e-06	3.73155297580177e-06
R_HOMtex	3.4407657645234656e-06	3.4407657645234656e-06	3.4407657645234656e-06	3.4407657645234656e-06	3.4407657645234656e-06	3.4407657645234656e-06	3.4407657645234656e-06	3.4407657645234656e-06
R_GSNt2pp	1.2706663993236182e-05	1.2706663993236182e-05	1.2706663993236182e-05	1.2706663993236182e-05	1.2706663993236182e-05	1.2706663993236182e-05	1.2706663993236182e-05	1.2706663993236182e-05
R_FEOXAMR1	1.2706663993245417e-05	1.2706663993245417e-05	1.2706663993245417e-05	1.2706663993245417e-05	1.2706663993245417e-05	1.2706663993245417e-05	1.2706663993245417e-05	1.2706663993245417e-05
R_GSNtex	1.8806140098431615e-06	1.8806140098431615e-06	1.8806140098431615e-06	1.8806140098431615e-06	1.8806140098431615e-06	1.8806140098431615e-06	1.8806140098431615e-06	1.8806140098431615e-06
R_FEOXAMR2	1.2706663993248353e-05	1.2706663993248353e-05	1.2706663993248353e-05	1.2706663993248353e-05	1.2706663993248353e-05	1.2706663993248353e-05	1.2706663993248353e-05	1.2706663993248353e-05
R_FEOXAMR3	5.211787817160626e-06	5.211787817160626e-06	5.211787817160626e-06	5.211787817160626e-06	5.211787817160626e-06	5.211787817160626e-06	5.211787817160626e-06	5.211787817160626e-06
R_GSPMDA	1.40582288845225e-05	1.40582288845225e-05	1.40582288845225e-05	1.40582288845225e-05	1.40582288845225e-05	1.40582288845225e-05	1.40582288845225e-05	1.40582288845225e-05
R_FEOXAMUtex	1.2706663993251944e-05	1.2706663993251944e-05	1.2706663993251944e-05	1.2706663993251944e-05	1.2706663993251944e-05	1.2706663993251944e-05	1.2706663993251944e-05	1.2706663993251944e-05
R_GSPMDS	7.361744943355265e-07	7.361744943355265e-07	7.361744943355265e-07	7.361744943355265e-07	7.361744943355265e-07	7.361744943355265e-07	7.361744943355265e-07	7.361744943355265e-07
R_FEOXAMUtpp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_GTHOXtex	5.084438966676328e-06	5.084438966676328e-06	5.084438966676328e-06	5.084438966676328e-06	5.084438966676328e-06	5.084438966676328e-06	5.084438966676328e-06	5.084438966676328e-06
R_HOPNTAL	1.4064649183612187e-05	1.4064649183612187e-05	1.4064649183612187e-05	1.4064649183612187e-05	1.4064649183612187e-05	1.4064649183612187e-05	1.4064649183612187e-05	1.4064649183612187e-05
R_GTHOr	1.2605415256965148e-05	1.2605415256965148e-05	1.2605415256965148e-05	1.2605415256965148e-05	1.2605415256965148e-05	1.2605415256965148e-05	1.2605415256965148e-05	1.2605415256965148e-05
R_FEOXAMabcpp	0.0019419929384028	0.0019419929384028	0.0019419929384028	0.0019419929384028	0.0019419929384028	0.0019419929384028	0.0019419929384028	0.0019419929384028
R_GTHPi	2.7316757874703887e-06	2.7316757874703887e-06	2.7316757874703887e-06	2.7316757874703887e-06	2.7316757874703887e-06	2.7316757874703887e-06	2.7316757874703887e-06	2.7316757874703887e-06
R_HPPK2	1.2706663993240157e-05	1.2706663993240157e-05	1.2706663993240157e-05	1.2706663993240157e-05	1.2706663993240157e-05	1.2706663993240157e-05	1.2706663993240157e-05	1.2706663993240157e-05
R_GTHRDHpp	1.2706663993246604e-05	1.2706663993246604e-05	1.2706663993246604e-05	1.2706663993246604e-05	1.2706663993246604e-05	1.2706663993246604e-05	1.2706663993246604e-05	1.2706663993246604e-05
