Reaction	Glycerol	Succinate	Acetate	Fructose	Galactose	Gluconate	Glucose	Pyruvate
R_ABUTD	4.701227581821943e-05	7.498139555091221e-05	7.884443330634414e-05	6.409313989985251e-05	0.0001198002833239	8.725424301332695e-05	5.9759392791443504e-05	9.078732657801489e-05
R_3HAD40	0.0004288194822247	0.0002547875913592	0.0003139764203896	0.000820133781337	0.0005631730327815	0.0005821968085178	0.0007592269633087	0.0002589934493234
R_3HAD60	0.0004288194822245	0.0002547875913591	0.0003139764203896	0.0008201337813369	0.0005631730327814	0.0005821968085182	0.0007592269633086	0.0002589934493236
R_3HAD80	0.0004288194822245	0.000254787591359	0.0003139764203896	0.000820133781337	0.0005631730327813	0.000582196808518	0.0007592269633087	0.0002589934493235
R_3HCINNMH	3.11972811599e-06	1.1294386087060556e-06	1.0792288697218148e-06	5.678794276105724e-07	-2.3760347783242878e-06	-2.194454190045892e-06	-2.939160341067745e-06	-3.830088783622694e-07
R_3HPPPNH	-1.0860546676280972e-06	-7.694209758548865e-06	-6.292783898434379e-06	-9.463770058911355e-06	-1.0347073068462543e-05	-1.2961211957620092e-05	-1.0240974152487231e-05	-5.456990815002409e-06
R_ABUTt2pp	0.0006062833042868	0.0003957405189528	0.0005005384874715	0.0003485325945656	0.0009865094883368	0.0003599767811302	0.0003195139249737	0.0006131815272123
R_EX_feenter_e	3.17949616824818e-06	4.848892665508007e-06	3.6211109841288832e-06	5.05997901461515e-06	6.151944300304387e-06	8.09763200326105e-06	6.841087289160521e-06	4.783461828765129e-06
R_ABUTtex	1.0788338031426923e-05	1.4906895351662897e-05	1.4206841706623783e-05	1.576388958916819e-05	1.829573920211769e-05	1.9239790039003724e-05	1.4304558853900362e-05	1.4827413150543534e-05
R_3HPPtex	-0.0002399320509244	4.576425296540232e-06	-5.534153042517642e-06	-6.181809435429342e-05	-4.293639087176587e-05	-0.0001314408452938	-0.0002174931055301	5.461195099983052e-06
R_3HPPtpp	0.0002399320509243	-4.576425296349621e-06	5.534153042389356e-06	6.181809435407827e-05	4.293639087189677e-05	0.0001314408452937	0.00021749310553	-5.461195099743944e-06
R_ACACCT	9.166776824051105e-06	1.1512403151388154e-05	1.209327780512854e-05	1.3762079410264966e-05	1.4779606669697433e-05	1.0848291012733214e-05	8.819154791707753e-06	1.1140026136250816e-05
R_ACACT1r	0.0006345238327504	1.0666260749355588e-05	-0.0001467424504008	0.0012950441471811	0.0007332376510652	0.001109751607902	0.0012901102336118	-3.017749083844209e-05
R_3KGK	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_ACACT2r	0.0006351224536708	9.89236121322866e-06	-0.0001416084831875	0.0012959310120004	0.0007326941251838	0.0011040917744711	0.0012857124884301	-2.9156068807258306e-05
R_EX_feoxam_e	5.227514157751029e-06	7.683397202273938e-06	6.347771869458706e-06	8.511015433216171e-06	1.016499107883437e-05	1.1084294368658295e-05	9.266063799633488e-06	7.288099723857519e-06
R_ACACT3r	-0.0003893504328561	-0.000196697097293	-0.0002905897935226	-0.0007297829260476	-0.0004880606077138	-0.0005094414308251	-0.0006802348608495	-0.0002025959709841
R_ACACT4r	-0.0004031425483986	-0.0002164375687046	-0.000297675441136	-0.0007387660018937	-0.0005075604551546	-0.000534827281876	-0.0006950417128391	-0.0002115788258247
R_3NTD2pp	2.0010157793749048e-05	1.9901922858174795e-05	2.205895456264235e-05	1.8136706181536225e-05	3.06800251477865e-05	2.7351575287749743e-05	2.3044199076313738e-05	1.8787415532219512e-05
R_3NTD4pp	2.2705266246043635e-05	3.0391072068958624e-05	2.633305857080205e-05	3.0756832787257694e-05	3.0469880329330103e-05	3.916177413154529e-05	3.0401748730028253e-05	2.713008215439684e-05
R_EX_feoxam_un_e	-5.227514157785429e-06	-7.683397202212884e-06	-6.347771869477444e-06	-8.511015433126325e-06	-1.0164991078842344e-05	-1.108429436856066e-05	-9.266063799801682e-06	-7.288099723724689e-06
R_ACACT5r	-0.0004172977059205	-0.0002359843037432	-0.0003105463927791	-0.0007541136445184	-0.0005236838021444	-0.0005570833345385	-0.0007126759885647	-0.0002263307368341
R_EX_for_e	0.0066037679571947	0.0070207627246087	0.0062405766835467	0.0063684679313481	0.0070130843365308	0.0071801517186896	0.0055379983031697	0.0068959092507339
R_ACACT6r	-0.0004182263110074	-0.0002373320086566	-0.000311388097637	-0.0007568834433198	-0.0005243623056302	-0.0005585737281514	-0.0007145837478163	-0.0002282764434986
R_3NTD7pp	2.305689899960376e-05	3.250952477359736e-05	2.9082099267628945e-05	3.34216390653729e-05	3.719734311109602e-05	4.283648548507832e-05	3.266935277801921e-05	2.8812259363800275e-05
R_3NTD9pp	2.074238934934053e-05	2.6265397949985942e-05	2.737611937062001e-05	2.96847341083779e-05	3.1891780841522365e-05	3.749043397329846e-05	2.9783473250070784e-05	2.347570067877031e-05
R_EX_fru_e	-6.231319948282696e-07	-1.3097678850038235e-05	-1.4039032729194194e-05	-0.0068117022591849	-5.367897961631439e-06	9.887520546059226e-07	3.4837488810393866e-06	-7.869320169020059e-06
R_3OAR100	0.000421306597481	0.0002430214773941	0.0002964711404024	0.0007972435157285	0.0005471348555121	0.0005693264886547	0.0007438379466532	0.0002398682242132
R_ACACT7r	-0.0004000030140275	-0.0002215883247618	-0.0002882555610462	-0.0007323488385621	-0.0005049313388818	-0.0005394269407822	-0.0007008591585247	-0.0002051657570835
R_EX_frulys_e	-8.082974601925259e-06	-1.19074509797247e-05	-1.0697013888573672e-05	-9.71145094225658e-06	-1.2932913753652012e-05	-1.4412172313154124e-05	-8.361893158687592e-06	-9.914482785375836e-06
R_ACACT8r	0.0001335561485221	9.719601799457188e-05	0.000133763232101	0.0001898274027739	0.0001587094211432	0.0002216805445597	0.0002500988214022	6.80294918214237e-05
R_ACACt2pp	9.16677682405914e-06	1.1512403151394898e-05	1.209327780514165e-05	1.3762079410273231e-05	1.477960666972978e-05	1.0848291012683556e-05	8.819154791708691e-06	1.1140026136160271e-05
R_ACACtex	9.166776824026668e-06	1.151240315138552e-05	1.2093277805359792e-05	1.3762079410055417e-05	1.4779606669450274e-05	1.0848291012964528e-05	8.819154791492312e-06	1.11400261364053e-05
R_3OAR120	7.000494275315183e-06	6.900699354710216e-06	7.347521110319388e-06	3.9733609984975854e-05	1.671536266860396e-05	1.2750743075617271e-05	1.6836064678317497e-05	2.2574664498679203e-05
R_3OAR121	0.0004171907827286	0.0002395957974571	0.0002900792476077	0.0007565995838997	0.0005277611644685	0.0005593157187651	0.0007290411241417	0.0002180905349091
R_3OAR140	1.2133059207726504e-05	1.497347702167709e-05	1.1753643021597536e-05	4.891124614605016e-05	2.7195363419114937e-05	2.1851001187591507e-05	2.8013714177942826e-05	2.8377704121070046e-05
R_ACALD	0.0032507967457794	0.0031715692672645	0.0014379517312739	0.0033069523065166	-0.0009189696685354	0.0041844204423195	0.0056297981372786	0.0035122224954598
R_3OAR141	0.0004171907827287	0.0002395957974572	0.0002900792476078	0.0007565995839001	0.0005277611644687	0.0005593157187644	0.0007290411241415	0.000218090534909
R_EX_fruur_e	-7.188943586085762e-06	-1.1930078252531827e-05	-1.070969117747348e-05	-9.692163605356266e-06	-1.3836688536722598e-05	-9.42786306860196e-06	-8.265840233174824e-06	-1.2298095529500277e-05
R_3OAR160	7.2286856395605e-06	6.766442326808925e-06	1.7367913121440343e-05	1.685957414837222e-05	1.2448581939068087e-05	1.1796229537498064e-05	4.201985645595208e-06	1.6561752003657268e-05
R_ACALDtex	2.4747091676921573e-06	7.558466423758514e-06	1.0701903288681812e-05	6.05195376360973e-06	1.2301768380545974e-05	-6.032430327110316e-06	-1.1418830305941208e-05	7.059401475079108e-06
R_EX_fuc__L_e	-7.182163208325895e-06	-1.5011122582226336e-05	-1.3320545766881024e-05	-6.827659655024443e-06	-1.4659173100283574e-05	-6.633909620501767e-06	-2.3122127454416502e-06	-1.374891550597013e-05
R_3OAR161	0.0003994169340932	0.0002246967699366	0.0002696268309726	0.0007318388133318	0.0005090737784014	0.0005407824116292	0.0007143049698084	0.0001960654099211
R_EX_fum_e	-7.242915408493205e-06	-1.2752478006552188e-05	-7.217024426661269e-06	-1.2287341085478632e-05	-9.511116792629491e-06	-4.746048775245734e-06	-5.355481518802804e-06	-1.7976821499871262e-06
R_ACALDtpp	2.4747091676704733e-06	7.558466423909435e-06	1.070190328856472e-05	6.0519537634700846e-06	1.2301768380553349e-05	-6.03243032686919e-06	-1.1418830306025342e-05	7.05940147508995e-06
R_3OAR180	7.39268986855654e-06	7.644310667364457e-06	1.487871655878395e-05	1.6734282223106883e-05	1.3000470436317496e-05	1.243497780431882e-05	6.433979761546332e-06	1.5273990635866416e-05
R_EX_fusa_e	5.804765797459068e-17	9.343789516937504e-18	-2.696365861681001e-17	9.286883549202876e-18	4.8389968959534676e-18	-9.097105146037187e-17	-7.018091524400557e-17	3.588623463178393e-17
R_ACANTHAT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_3OAR181	0.0001255651022647	8.868681447471006e-05	0.0001181189319129	0.0001722415895186	0.0001447269756658	0.0002082041446786	0.0002428097648782	5.198707059762952e-05
R_ACBIPGT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_g1p_e	-1.0396740610813455e-05	-1.302052070172636e-05	-1.408268784139976e-05	-1.341312881840121e-05	-1.7021201701897214e-05	-1.0540753628164982e-05	-5.40835807787336e-06	-1.3841235238563448e-05
R_ACCOAC	0.0030863871873396	0.0018406702480996	0.0022381489929028	0.005770317197796	0.003988253613404	0.0042170735838808	0.0054730556853084	0.0017721262643206
R_3OAR40	0.0004288194822246	0.0002547875913588	0.0003139764203899	0.000820133781337	0.0005631730327814	0.0005821968085173	0.0007592269633093	0.0002589934493228
R_EX_g3pc_e	-1.1518744628891767e-05	-1.5222911643512166e-05	-1.3528646253737215e-05	-1.4717849093770678e-05	-1.5510980706538987e-05	-1.829061073419245e-05	-1.3824345955627496e-05	-1.3791826916151967e-05
R_3OAR60	0.0004288194822245	0.0002547875913589	0.0003139764203896	0.0008201337813366	0.0005631730327814	0.0005821968085179	0.0007592269633092	0.0002589934493225
R_ACCOAL	0.0104321494139331	0.0125426017361032	0.012540454984584	0.0076264647172172	0.0124621618724399	0.0054857304194351	0.0028498934500634	0.0134056353453958
R_ACGAL1PPpp	1.6231583933534245e-05	1.338740336814022e-05	1.5276558754528195e-05	2.007776087728811e-05	1.6610714710987782e-05	2.2931970659785385e-05	1.9209266973981803e-05	1.1323171887861242e-05
R_3OAR80	0.0004288194822246	0.0002547875913587	0.0003139764203897	0.0008201337813366	0.0005631730327812	0.000582196808518	0.0007592269633094	0.0002589934493226
R_EX_g3pe_e	-1.1687180004897567e-05	-1.384209517052262e-05	-1.314254165222604e-05	-1.3582451839509984e-05	-1.3473231434088676e-05	-1.5803405557335023e-05	-1.21064694785118e-05	-1.1855374057395909e-05
R_ACGAL1Ptex	6.7885117226579306e-06	3.62892331431941e-06	5.862555526051083e-06	7.469406874398288e-06	1.174938838639783e-05	1.2663271518824348e-05	8.602040844490899e-06	3.710822829003369e-06
R_ACGALtex	-1.6231583933663807e-05	-1.3387403368238238e-05	-1.527655875461359e-05	-2.007776087704916e-05	-1.6610714711193242e-05	-2.2931970659612052e-05	-1.920926697408787e-05	-1.1323171887851756e-05
R_ACGAM1PPpp	1.2636983084362948e-05	2.171308682371597e-05	2.382893799540089e-05	1.7025282890946376e-05	1.6759559722530867e-05	2.1633459450157937e-05	1.809869970024759e-05	7.679072654561751e-06
R_3OAS100	0.000421306597481	0.0002430214773945	0.0002964711404024	0.0007972435157288	0.0005471348555117	0.0005693264886558	0.0007438379466524	0.0002398682242137
R_ACGAM1Ptex	3.964254651447896e-06	1.5729740105462076e-05	1.3273334124125348e-05	1.021894637812104e-06	1.3581075973066736e-05	1.4584102752748795e-05	7.77742727581937e-06	1.7670017914833691e-06
R_ACGAMK	2.74818465503698e-05	3.729968467004192e-05	3.576489566399407e-05	3.4108273230789264e-05	4.151829130017422e-05	4.7579414749966514e-05	3.2125946050800214e-05	3.3136411076343534e-05
R_ACGAMT	-6.806440598935052e-06	-7.850242741713495e-06	-8.539184576852614e-06	-9.964685491220344e-06	-1.0101293147050856e-05	-1.1411431856106991e-05	-8.314700342772704e-06	-7.916654295045598e-06
R_3OAS120	7.00049427551258e-06	6.900699354904925e-06	7.347521110293763e-06	3.973360998536407e-05	1.6715362668732497e-05	1.2750743075399758e-05	1.6836064677800285e-05	2.257466449899906e-05
R_3OAS121	0.0004171907827286	0.0002395957974571	0.0002900792476077	0.0007565995838998	0.0005277611644688	0.000559315718765	0.0007290411241414	0.0002180905349092
R_3OAS140	1.2133059207673058e-05	1.4973477022072136e-05	1.1753643021728506e-05	4.891124614660767e-05	2.7195363419161775e-05	2.18510011877878e-05	2.801371417751909e-05	2.8377704121725467e-05
R_ACGAptspp	1.82309802100064e-05	3.1932960577453366e-05	3.842574771972061e-05	2.109533289640269e-05	3.226039868687292e-05	3.999848656326686e-05	3.056159023600888e-05	1.7882732297104248e-05
R_EX_g3pg_e	-1.1619935074530732e-05	-1.6893250093908035e-05	-1.4365089800580031e-05	-1.541680316568828e-05	-1.809871897656645e-05	-1.993889768697129e-05	-1.4850667371345153e-05	-1.499023241939408e-05
R_ACGAtex	5.593997125484529e-06	1.021987375387362e-05	1.459680972444588e-05	4.0700500052656685e-06	1.5500838964239982e-05	1.8365027112839105e-05	1.2462890535913653e-05	1.0203659642486762e-05
R_ACGK	-4.438728394427388e-06	4.092052160727963e-06	-3.2312507296409564e-06	2.604333018584811e-05	4.825159398293547e-05	2.251985423727351e-06	8.184369841797448e-06	1.227239295019427e-05
R_ACGS	-4.438728394413208e-06	4.092052160567683e-06	-3.2312507297180825e-06	2.604333018579954e-05	4.825159398307664e-05	2.25198542352372e-06	8.18436984207186e-06	1.2272392950075824e-05
R_3OAS141	0.0004171907827286	0.0002395957974571	0.0002900792476076	0.0007565995839002	0.0005277611644686	0.0005593157187647	0.0007290411241415	0.0002180905349091
R_3OAS160	7.228685639476858e-06	6.7664423266684536e-06	1.7367913121453414e-05	1.6859574148668105e-05	1.2448581939220348e-05	1.1796229537812813e-05	4.201985645199753e-06	1.6561752004088855e-05
R_3OAS161	0.0003994169340933	0.0002246967699366	0.0002696268309729	0.0007318388133321	0.0005090737784015	0.0005407824116293	0.000714304969808	0.0001960654099214
R_ACHBS	-9.105602558324603e-06	-1.3852840643043127e-05	-1.1764848830788976e-05	-1.3751351531648211e-05	-1.6671860902992337e-05	-1.828912128708243e-05	-1.3638433158083533e-05	-1.23648052968428e-05
R_EX_g3pi_e	-1.151874462901957e-05	-1.5222911643466344e-05	-1.3528646253727109e-05	-1.471784909377483e-05	-1.5510980706523246e-05	-1.829061073396173e-05	-1.3824345955664086e-05	-1.3791826916146452e-05
R_3OAS180	7.392689868569523e-06	7.644310667676344e-06	1.4878716558806516e-05	1.673428222304399e-05	1.3000470436201171e-05	1.2434977804313936e-05	6.433979761070676e-06	1.5273990636085896e-05
R_ACKr	-0.0042651956429137	-0.0054031061384275	-0.0017576668581944	-0.0019762977138276	-0.0009341508769333	-0.0035936901932287	-0.0005590900859999	-0.0047461203883314
R_EX_g3ps_e	-1.1599411693221958e-05	-1.4573818768115186e-05	-1.3842942628865664e-05	-1.518885964673555e-05	-1.27149090051413e-05	-1.6440695264114763e-05	-1.3239382116284782e-05	-1.3685204439697168e-05
R_ACLS	1.1932576457676736e-05	-6.100511723488467e-08	1.3548166291527613e-05	-7.136353827353971e-07	4.7828733975725504e-05	1.677214359549532e-05	1.782753462600365e-05	6.131586744497552e-06
R_ACM6PH	1.585006055103192e-05	2.0629940404345445e-05	2.106603697115488e-05	1.8015451699461973e-05	2.2539796616268097e-05	2.6816129123806823e-05	1.686098181875603e-05	1.835047105016682e-05
R_ACMAMUT	-6.806440598934256e-06	-7.850242742240779e-06	-8.539184577278206e-06	-9.964685490918036e-06	-1.010129314744929e-05	-1.1411431856785709e-05	-8.31470034268643e-06	-7.916654295240583e-06
R_3OAS181	0.0001255651022646	8.868681447450378e-05	0.0001181189319128	0.0001722415895186	0.000144726975666	0.0002082041446785	0.0002428097648784	5.198707059747919e-05
R_EX_g6p_e	-9.545921867371406e-06	-1.439519092514293e-05	-1.321559392747019e-05	-1.4515163225465144e-05	-1.5985831946762874e-05	-1.882252908053591e-05	-1.3714256610453751e-05	-1.3823191039282444e-05
R_3OAS60	0.0004288194822245	0.0002547875913588	0.0003139764203898	0.0008201337813371	0.0005631730327817	0.0005821968085183	0.0007592269633088	0.000258993449323
R_ACMANAptspp	6.95765765987488e-06	9.389966791160156e-06	9.918485271023811e-06	8.11528614027143e-06	6.632417051787697e-06	6.97904449527206e-06	8.56202285921485e-06	3.7622307029200577e-06
R_EX_gal_e	-6.315728031762493e-06	8.171758377083137e-06	-8.601889737607635e-06	1.4364144170293384e-05	-0.0042339037217497	8.852054955816722e-06	3.2220524969627786e-05	5.34390359243508e-06
R_ACMANAtex	6.957657659921457e-06	9.389966790965263e-06	9.918485270807298e-06	8.115286140190914e-06	6.632417051767592e-06	6.979044495120101e-06	8.562022859627538e-06	3.762230702607228e-06
R_ACMUMptspp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_3OAS80	0.0004288194822245	0.0002547875913589	0.0003139764203895	0.0008201337813367	0.0005631730327812	0.0005821968085183	0.0007592269633087	0.0002589934493232
R_3OXCOAT	7.020809079639598e-06	5.655500211844532e-06	1.2437672723977567e-05	1.2134213655223375e-05	1.1543591697049844e-05	3.796354787863667e-05	1.0894431425127146e-05	3.635304847184006e-06
R_ACMUMtex	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_gal_bD_e	-9.031785057057218e-06	-1.534051207747777e-05	-1.0592623080764916e-05	-1.0659096174033924e-05	-1.59588830947391e-05	-1.6023628761686687e-05	-1.0755153045447673e-05	-1.2982833741078267e-05
R_ACNAMt2pp	9.268186691834037e-06	1.0258507300065304e-05	1.1861064980325949e-05	1.2991614421257558e-05	1.3072930978857312e-05	1.3148705611894331e-05	1.1924968910415802e-05	9.931692404990696e-06
R_3PEPTabcpp	5.446208340923745e-06	1.0909548563421243e-05	1.0535334717670218e-05	8.190293552324584e-06	1.1774530678953985e-05	5.603073479565715e-06	4.831946388050446e-06	1.0381836565214016e-05
R_3PEPTtex	1.0620719226125952e-05	1.3144385659830116e-05	1.2824558752191906e-05	1.508377426045343e-05	1.5737296283485636e-05	1.940072824414829e-05	1.5362727441042834e-05	1.041988088540391e-05
R_3UMPtex	1.0237220554626392e-05	1.032174286999532e-05	1.303032651986391e-05	1.1783877197878156e-05	1.334945039788149e-05	1.617696506842764e-05	1.248115614727735e-05	1.2124927489809425e-05
R_EX_gal1p_e	-9.077053497878809e-06	-1.4436298934506176e-05	-1.2623123858288884e-05	-1.2453224260303184e-05	-1.1354336776201271e-05	-1.736797025978545e-05	-4.746860713984731e-06	-1.00283920033379e-05
R_42A12BOOXpp	3.805760012588668e-07	-2.803420050363441e-07	-1.9018660734761214e-07	3.0476122798494428e-06	-1.686808492127216e-06	3.930921986985147e-06	6.227264991777576e-07	-1.936530404144346e-06
R_ACNAMtex	9.268186691918643e-06	1.0258507299888696e-05	1.186106498021755e-05	1.2991614421337117e-05	1.3072930978477726e-05	1.3148705611983058e-05	1.1924968910330402e-05	9.931692405075463e-06
R_ACNML	9.268186691839724e-06	1.0258507300065471e-05	1.1861064980300345e-05	1.2991614421275136e-05	1.30729309788612e-05	1.3148705611878488e-05	1.1924968910435912e-05	9.9316924049803e-06
R_ACOAD1f	-0.0006436906095747	-2.217866390082004e-05	0.0001346491725955	-0.0013088062265916	-0.0007480172577349	-0.0011205998989147	-0.0012989293884036	1.9037464702257104e-05
R_4HOXPACDtex	-3.805760012964843e-07	2.803420048810845e-07	1.9018660733782777e-07	-3.0476122793929306e-06	1.6868084921350943e-06	-3.930921986680658e-06	-6.227264988181713e-07	1.936530404290926e-06
R_4HTHRS	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_ACOAD2f	-0.0006351224536709	-9.892361213184856e-06	0.0001416084831874	-0.0012959310120006	-0.0007326941251839	-0.0011040917744709	-0.0012857124884301	2.915606880730297e-05
R_EX_galct__D_e	-8.429352506241655e-06	-1.151098203961928e-05	-1.1877565205395553e-05	-1.300582839419007e-05	-1.4256760032972788e-05	-6.628353088342234e-06	-1.0920422815879694e-05	-1.1347721192124703e-05
R_ACOAD3f	0.0003893504328563	0.000196697097293	0.0002905897935225	0.0007297829260478	0.0004880606077139	0.0005094414308251	0.0006802348608496	0.0002025959709841
R_ACOAD4f	0.0004031425483986	0.0002164375687046	0.0002976754411362	0.0007387660018937	0.0005075604551545	0.0005348272818761	0.0006950417128391	0.0002115788258247
R_4PCP	3.07139405733893e-06	-2.968314705999896e-07	9.664930434798556e-07	3.703444835319296e-06	6.46992867783138e-07	8.594643138430605e-06	5.657199255304074e-06	-6.270816722462138e-07
R_4PCPpp	3.0642016622960386e-06	9.124766613523107e-06	7.55483796136602e-06	4.4546802714782975e-06	9.851216303119089e-06	9.416868877788148e-07	1.0319656038768615e-06	9.426984312423313e-06
R_ACOAD5f	0.0004172977059207	0.0002359843037431	0.000310546392779	0.0007541136445183	0.0005236838021442	0.0005570833345384	0.0007126759885646	0.000226330736834
R_4PEPTabcpp	9.949019583180773e-07	-3.213425808383544e-06	-2.2306794603314123e-06	1.7691891703727002e-06	-4.146588358533037e-06	6.589963616490685e-06	4.271921824026577e-06	-3.5655488532723894e-06
R_EX_galctn__D_e	-3.1554425825743565e-06	-1.0636586390750972e-05	-1.0126663087163923e-05	-1.971657090471928e-06	-8.686996083053819e-06	4.075218014000397e-06	-2.506206635485255e-07	-1.0939030092351687e-05
R_4PEPTtex	1.201893730733844e-05	1.687166894645542e-05	1.4937424963716583e-05	1.71424926665234e-05	1.9194678182565816e-05	2.1517853746884363e-05	1.6427795598544792e-05	1.5068139836760253e-05
R_5DGLCNR	9.017805640320134e-07	1.3838431497062433e-05	2.7876724120540906e-05	-2.1447261894932783e-05	-1.724742911907856e-05	-0.0006490468102695	-3.5807349381682986e-05	4.081107713342983e-07
R_ACOAD6f	0.0004004524623717	0.0002224329811363	0.0002909356810015	0.0007321226727516	0.0005056749195633	0.0005400404210158	0.0006998475934826	0.0002062513185116
R_ACOAD7f	0.0001365057184056	0.0001008365277241	0.0001402124483009	0.0001944059349475	0.0001633107356885	0.0002266221423717	0.0002521316176464	7.334888180017107e-05
R_ACOAD8f	7.392689868599908e-06	7.644310666980215e-06	1.4878716560500676e-05	1.6734282222845482e-05	1.3000470435900512e-05	1.243497780462554e-05	6.433979762084747e-06	1.527399063524929e-05
R_ACOATA	0.0004371414035803	0.0002644842126418	0.0003257720491841	0.0008410422888026	0.0005899850652837	0.0006047781076499	0.0007759602012893	0.000272837082413
R_5DGLCNt2rpp	4.642086403208387e-06	2.1171985512451544e-06	1.3795139921990484e-05	2.3388889006587584e-06	8.102286247202439e-07	-2.3852004238704427e-05	-6.80618766486351e-06	-4.322757391008272e-06
R_5DGLCNtex	4.642086403189305e-06	2.117198551081223e-06	1.3795139921869704e-05	2.338888900492442e-06	8.102286248104495e-07	-2.38520042388779e-05	-6.806187664916419e-06	-4.322757390977372e-06
R_ACODA	-8.455188459129407e-06	-1.3143065830365304e-05	-9.662040517689828e-06	-1.2432727609713746e-05	1.290696185582562e-05	-1.6640892225104234e-05	-1.2802581929043634e-05	-3.632885237396126e-06
R_EX_galctn__L_e	-6.706860224079738e-06	-1.3701509971904303e-05	-1.224289144180388e-05	-9.665994371901742e-06	-1.1826189980008948e-05	-9.85801682893978e-06	-8.125701672281021e-06	-1.3393431420489148e-05
R_ACOLIPAabctex	-2.570518404306364e-06	-5.42195413467919e-06	-4.262620303838103e-06	-4.468188392798243e-06	-5.002271363943247e-06	-5.22648611523744e-06	-4.054655519196943e-06	-3.918665919930835e-06
R_ACONIs	-1.908195823574488e-17	-7.37257477290143e-18	1.1709383462843448e-17	-1.5612511283791264e-17	-1.8214596497756478e-17	1.214306433183765e-17	-1.734723475976807e-18	5.637851296924623e-18
R_EX_galt_e	-5.947207184824821e-06	-1.571714877091677e-05	-1.2563233816127126e-05	-1.1089303298665773e-06	-1.1645932047377274e-05	-9.64811352877919e-06	-5.450966998076165e-06	-1.3300001138493172e-05
R_ACONMT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_ACONTa	0.0048887214946488	0.0048579667956289	0.0069561245794615	0.0050486637282803	0.005214967358704	0.0053463875223738	0.0037025868245322	0.0061155958482457
R_ACONTb	0.0048887214946489	0.004857966795629	0.0069561245794616	0.0050486637282803	0.0052149673587043	0.0053463875223736	0.0037025868245322	0.0061155958482457
R_ACOTA	8.455188459164601e-06	1.3143065830480138e-05	9.66204051773209e-06	1.2432727609801124e-05	-1.2906961855902246e-05	1.6640892225227785e-05	1.2802581928714545e-05	3.6328852376799753e-06
R_ACPPAT120	2.6324462580061503e-05	3.706509272773502e-05	7.84746295604353e-06	6.586430855467192e-06	3.472204494237471e-05	6.571398509392436e-05	4.9634404626445725e-05	5.199571912875707e-06
R_AGM4PCPpp	6.877324253825911e-06	1.6199709332199977e-05	1.2584053345789071e-05	1.0525881669692664e-05	1.588078635651622e-05	9.457721341054123e-06	8.130047903801909e-06	1.453074553019754e-05
R_AGM4PH	4.395838777208707e-06	3.111655939984369e-06	4.410834531430621e-06	4.8365868633642e-06	4.676219845703536e-06	8.579775494568698e-06	5.193327775771096e-06	2.881215908330592e-06
R_AGM4Pt2pp	7.195755380627902e-06	-4.1785208425821575e-08	4.332835580390517e-06	7.222278280278372e-06	4.351363957302802e-06	1.6319774962008808e-05	9.428996307091165e-06	3.99093686587476e-07
R_AGMH	5.502688657379395e-06	7.284714218953041e-06	7.658262744748606e-06	6.1649059001466365e-06	7.3747074038953635e-06	9.118865194708776e-06	5.421718217136298e-06	6.69913202336551e-06
R_ACPPAT140	2.685995594335849e-05	3.813570782562164e-05	9.289770453665476e-06	7.623102420326243e-06	3.548569795279796e-05	6.666737109377611e-05	5.006615053767929e-05	6.369010804009867e-06
R_EX_galur_e	-4.7310817499303455e-06	-8.6447773086325e-06	-9.733563091992987e-06	-8.733236121899859e-06	-7.863177301341283e-06	-1.6526085293020195e-06	-3.9344040508105e-06	-1.172799174120698e-05
R_ACPPAT141	3.421281479505466e-05	4.5321453905345285e-05	1.661353607633934e-05	1.7535277123047956e-05	4.4599546923411085e-05	7.445148174161308e-05	5.7131158500112096e-05	1.4601043578002151e-05
R_ACPPAT160	2.666732449672102e-05	3.731420999276406e-05	9.225655622671254e-06	7.841313214827616e-06	3.486185088535094e-05	6.62113073300495e-05	4.9621892696752895e-05	6.471052712895215e-06
R_AGMHE	-7.252724814501189e-06	-9.151760571200862e-06	-1.0919652206153949e-05	-9.90862964250525e-06	-1.2959723544457024e-05	-1.2200812887441048e-05	-1.0197030618859452e-05	-9.421765972391326e-06
R_AGMT	1.2504386956937344e-05	3.769173658606727e-05	3.181295047325604e-05	1.994931872490935e-05	4.358529842130592e-05	3.1999444948354755e-05	1.9007071913735345e-05	3.860904910348423e-05
R_ACPPAT161	0.0001470121233167	9.486776962650784e-05	6.89169095671385e-05	0.0002438973513986	0.0001953848515747	0.0002056594377375	0.000261784107255	5.924463421898928e-05
R_AGMt2pp	-4.399349818398503e-06	-6.055683474644394e-06	-4.8111940730532654e-06	-5.674825260844586e-06	-8.747097863035263e-06	-8.005100196824183e-06	-6.807742013273548e-06	-4.340147952519384e-06
R_EX_gam_e	-2.3858562623883763e-06	-4.120273847209628e-06	-4.347356844356898e-06	-9.110887772144316e-07	-1.8082988953170392e-06	-1.5874048696674548e-06	-3.675756643769764e-06	-5.912637530559719e-06
