Reaction	Glycerol	Succinate	Acetate	Fructose	Galactose	Gluconate	Glucose	Pyruvate
R_GALUi	1.0917292766703842e-06	-7.387356755508808e-07	1.1807440856129887e-05	1.4101207438048164e-06	8.449062248434143e-06	3.346918046218674e-06	-1.412103753683362e-06	7.270806787883565e-06
R_GLCptspp	4.5686711010788666e-05	0.0001007521919928	7.141889362891722e-05	1.414421927811088e-05	2.2717684053518165e-05	4.99844560010486e-05	0.0081037394740573	4.0348351233557776e-05
R_FE3HOXR1	9.954411711778204e-06	1.5392206067899914e-05	2.1293425067670072e-05	7.491082188775321e-06	8.482165198372124e-06	3.805157004575037e-06	2.3799762365023294e-06	1.3595497028989176e-05
R_GLCt2pp	2.710683276373827e-05	2.9127609871346405e-05	3.509735129684091e-05	8.921509669266382e-05	1.3268286474999886e-05	6.21770889021356e-05	0.0001869341459781	6.47940563348205e-05
R_GALabcpp	-8.175503712662762e-06	-1.221826172284324e-05	-1.0627072373935477e-05	-1.2808614775880424e-05	-1.2257721820568442e-05	-1.4994992925446552e-05	-1.2392255556321775e-05	-1.1499338564467908e-05
R_FE3HOXR2	1.5850531867085565e-06	1.164206024850777e-06	-1.5286824679499569e-06	4.671804304068919e-06	-9.8073404903929e-07	5.663900107803867e-06	6.10356097959906e-06	1.4038147014227676e-07
R_GLCtex_copy1	-0.0136767152997626	-0.0136063360086523	-0.0136166472479743	-0.0137011233343137	-0.0136191502756229	-0.0007534764240403	0.0027912780618976	-0.0115835207794121
R_FE3HOXR3	-3.0069486151886624e-06	-4.701266978245247e-06	-4.0617464855730055e-06	-4.52379140478219e-06	-5.669067809325139e-06	-5.448765423011239e-06	-4.347921926075623e-06	-4.238979788646705e-06
R_GLCtex_copy2	0.0136862801761001	0.0136224200663806	0.0136304699525636	0.0137145919890284	0.0136355240812864	0.0007655951497469	0.0054317343170643	0.0115977106928886
R_GLDBRAN2	0.007851491173803	0.00802880233309	0.0115759754136078	0.0092450213523629	0.0069566146924946	0.0065167417764403	0.0067157557542891	0.0109101090594628
R_FE3HOXUtex	1.706503256658219e-05	2.3710290228888423e-05	3.1405992228400864e-05	1.527819017609956e-05	3.664726679940371e-06	8.040583378552322e-06	8.27123058022791e-06	1.8993797420627403e-05
R_GLGC	0.0056543948054943	0.0043982934833109	0.0042610987178588	0.0048262680908252	0.0036564667244512	0.0055716610467631	0.0054247866317029	0.0056627317915464
R_FE3HOXUtpp	1.7065032566595796e-05	2.3710290228875883e-05	3.1405992228395375e-05	1.5278190176058012e-05	3.6647266799269286e-06	8.040583378536606e-06	8.271230580281164e-06	1.899379742060951e-05
R_GLNS	0.0075166498881169	0.0051469056930722	0.0053231698458609	0.0101259261507088	0.0082668475816596	0.0085930589230002	0.0104918104321127	0.0075619505555241
R_FE3HOXabcpp	1.7065032566586485e-05	2.371029022880925e-05	3.140599222841708e-05	1.527819017604604e-05	3.664726679921428e-06	8.040583378612532e-06	8.27123058029303e-06	1.899379742054717e-05
R_GLNTRS	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_FE3HOXexs	2.232081261153497e-05	3.147655090563838e-05	3.780921022702403e-05	2.3898806788150224e-05	1.3903614558472166e-05	1.9132840215434607e-05	1.7606298507548026e-05	2.6372770242571904e-05
R_GLNabcpp	6.833932201510361e-06	3.0558907926995987e-06	1.4214093259379157e-06	3.212011747635904e-06	-3.803531974785948e-06	6.755456452633453e-06	3.4779658257595586e-06	-2.892145575887753e-07
R_GLNtex	9.704004265677356e-06	1.2380951310599075e-05	1.3447816679709734e-05	1.5751503752943485e-05	1.626557129373596e-05	1.8633102857053278e-05	1.4491961606959147e-05	1.1917446560538725e-05
R_GLTPD	5.947207184806708e-06	1.571714877086558e-05	1.2563233816230424e-05	1.108930329892649e-06	1.164593204742645e-05	9.648113528975403e-06	5.450966998046466e-06	1.3300001138784325e-05
R_GLU5K	-5.21029616035001e-06	-1.0204424420593443e-05	-7.18375502250665e-06	-1.1861137419790862e-05	-1.3060813632423478e-05	-1.3277556186837365e-05	-1.0022136836488583e-05	-9.304555707522154e-06
R_GLUABUTt7pp	0.0005954949662554	0.0003808336236015	0.0004863316457648	0.0003327687049767	0.0009682137491347	0.0003407369910912	0.0003052093661198	0.0005983541140617
R_GALt2pp	4.0975045396842826e-05	4.819946395172809e-05	5.476727769338588e-05	2.749507115909202e-05	0.0042904544134481	4.60983373291653e-05	1.1147263945156086e-05	4.7129038145933205e-05
R_GALtex	6.315728031863754e-06	-8.17175837698747e-06	8.60188973784981e-06	-1.43641441702827e-05	0.0042339037217497	-8.852054955744981e-06	-3.222052496975464e-05	-5.343903592580634e-06
R_GAM6Pt6_2pp	5.085939512941641e-06	1.1354743357695164e-05	1.13949076163911e-05	9.553120723922947e-06	9.602165198936428e-06	1.2689377043969756e-05	1.0337933408164649e-05	6.291462901141932e-06
R_GAMAN6Ptex	5.085939512879112e-06	1.135474335798442e-05	1.1394907616264773e-05	9.553120723905515e-06	9.602165198754896e-06	1.2689377043996477e-05	1.0337933407961186e-05	6.291462901354683e-06
R_GAMptspp	2.385856262344905e-06	4.120273847252115e-06	4.347356844495752e-06	9.110887771403292e-07	1.8082988953314152e-06	1.5874048695916657e-06	3.675756643513675e-06	5.912637530748635e-06
R_GAMtex	2.3858562623810253e-06	4.120273846955347e-06	4.347356844180972e-06	9.110887770474864e-07	1.808298895331073e-06	1.5874048696212784e-06	3.675756643686801e-06	5.912637530837428e-06
R_GAPD	0.0086861021411312	0.0016345090594093	0.0017273982472351	0.0125794238208329	0.0085333333147805	0.0085762711793143	0.0135820783255627	0.0008804618425158
R_GLUCYS	-2.356939669211877e-06	-4.183590738995761e-06	-4.30320054707422e-06	-4.710830951475191e-06	-6.171954161140074e-06	-4.757762389997723e-06	-5.171107179576168e-06	-2.6338994765965108e-06
R_GLUDC	-5.653614388700163e-06	-1.4011889601172126e-05	0.0005555451611692	-1.4095467783788562e-05	-3.5998608826309542e-06	-1.319790472938686e-05	-1.2275704263106104e-05	2.324205342480967e-05
R_GLUDy	0.000923442439767	-0.001502042443627	0.0010793927680393	0.0020039623343399	0.0024341273154977	0.0008765911973333	-0.0001153682006724	0.0008819458410567
R_GLUN	-3.3780861247181827e-06	-4.096451049492579e-06	-2.405056765169806e-06	-7.818447218847294e-06	-4.070769907998386e-06	-5.860237718181755e-06	-2.592554388050172e-06	-7.5486719929766e-06
R_GLUNpp	2.870072064165779e-06	9.325060518068971e-06	1.2026407354109382e-05	1.2539492005089764e-05	2.006910326862828e-05	1.1877646404786278e-05	1.1013995780975671e-05	1.220666111838329e-05
R_GLUPRT	-1.0660908088304418e-05	-1.4312187589009028e-05	-1.3338570745986785e-05	-1.4954760421621271e-05	-1.647799318966073e-05	-1.861642901229276e-05	-1.4518849792098949e-05	-1.2535749823594251e-05
R_GLUR	6.407137963642621e-06	9.886177732801316e-06	8.430301184042793e-06	1.0817518924329491e-05	1.1942433566186888e-05	1.218768464700216e-05	9.99496179108876e-06	9.500290048270951e-06
R_GARFT	-1.237502417419413e-05	-3.823448452311071e-05	-1.922146452524448e-05	-0.0001150966898789	-6.11900175696116e-05	-5.922555961442207e-05	-0.0001996855771555	-4.213718341337935e-05
R_FE3HOXtonex	1.706503256659328e-05	2.3710290228877652e-05	3.140599222840514e-05	1.5278190176040912e-05	3.664726679978873e-06	8.040583378582134e-06	8.271230580217525e-06	1.899379742061911e-05
R_GART	1.714116085849397e-06	2.3922296934191877e-05	5.882893779352073e-06	0.0001001419294573	4.471202437993562e-05	4.060913060215004e-05	0.0001851667273634	2.960143358982465e-05
R_GLUSy	0.0075121677534559	0.0051320520407738	0.0053461340184109	0.0088590116693634	0.0083041033461571	0.0084531981624685	0.0102957664258078	0.0067658206018527
R_GLUTRR	-1.1498466704283688e-05	-1.649503248585362e-05	-1.4459887340412904e-05	-1.6473429366925908e-05	-1.8910517202526937e-05	-2.0525842190365543e-05	-1.5629420715637084e-05	-1.4614974152176554e-05
R_GLUTRS	-1.1498466704330629e-05	-1.6495032485760237e-05	-1.4459887340425845e-05	-1.647342936687482e-05	-1.891051720256957e-05	-2.05258421902006e-05	-1.5629420715796337e-05	-1.461497415181268e-05
R_GLUabcpp	-8.529016536801309e-06	-1.2488703930034388e-05	-1.0998257060912042e-05	-1.2859729884292974e-05	-1.4461399152293108e-05	-1.553663763939539e-05	-1.2398829100067829e-05	-1.1673421152931702e-05
R_GBBTNtex	-4.163336342344337e-17	6.938893903907228e-18	5.551115123125783e-17	4.8572257327350605e-17	1.5959455978986623e-16	-2.220446049250313e-16	2.7755575615628914e-16	-1.0408340855860844e-16
R_GCALDD	-4.469945774552036e-06	-2.001535331078272e-06	2.7540602003654846e-06	-1.1017776217068651e-05	-8.457778460056403e-08	-1.454945138288001e-05	-1.29393882783892e-05	-1.0213016489284837e-07
R_GDMANE	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_GLUt2rpp	-0.0005793741916168	-0.0003415423560244	-0.0004472137750783	-0.0003312846380896	-0.0009036994796638	-0.0005259171506571	-0.0006482919031205	-0.0005619259173021
R_FE3Ri	0.0003668952828188	0.0007750932016828	0.0014352032247158	0.0004456116857472	0.0005829428741283	4.65040740430146e-05	0.0003812506718563	0.0008321249635823
R_GLUt4pp	1.4838221634195274e-05	9.01320581765458e-06	8.334312673971909e-06	5.1823972449584496e-05	7.553831414111329e-07	0.0002482636431386	0.0003921944147368	1.2654166555550504e-05
R_GLUtex	1.002628917702586e-05	1.3781706587757958e-05	1.3647182971178453e-05	1.551258204386674e-05	1.7602940621065655e-05	1.9273725683520423e-05	1.4807365320557151e-05	1.254207153943837e-05
R_GDPDPK	-1.8079280783140191e-06	-3.904502325421842e-06	-3.851648002443064e-06	-2.8262136041417666e-06	-5.975009585513855e-06	-1.0505245479533796e-06	-8.917991317201056e-07	-3.483128381441696e-06
R_GDPMNH	3.390716740923047e-06	4.342623953783855e-06	4.400906836663454e-06	4.1951947099556245e-06	3.9329287030477385e-06	4.394253584084728e-06	3.212422667133508e-06	3.786293226415151e-06
R_GLXCL	-8.298262125776714e-06	-1.2867023342456512e-05	-1.1822816991750476e-05	-1.3101274979002862e-05	-1.628421627736245e-05	-1.08826812861871e-05	-8.349523602983532e-06	-9.083822821264709e-06
R_FE3abcpp	-5.061307152458726e-06	-5.728917686902989e-06	-2.2150892260706653e-06	-1.0215404430069046e-05	-1.29897060457609e-05	-1.3480003567309864e-05	-1.0713622237221975e-05	-7.10422592255759e-06
R_GLYALDtex	9.656084344937532e-06	1.4870741927998364e-05	1.264788397797173e-05	1.17134220157869e-05	1.5282531965303547e-05	1.6042819661478414e-05	1.0733867908237216e-05	1.3089823703134327e-05
R_GDPMNP	-7.429722051078913e-06	-1.1467050744085138e-05	-9.431267580856276e-06	-1.1099160663657667e-05	-1.318353003378349e-05	-1.4020734383809184e-05	-1.1103841495835056e-05	-1.0184406277225708e-05
R_GDPTPDP	-2.260112926445433e-06	-4.432405643029273e-06	-4.215998321426725e-06	-3.5741126692678868e-06	-6.3701416277509e-06	-2.17304709626474e-06	-1.931005468605991e-06	-4.02009073653301e-06
R_GLYALDtpp	9.656084345048556e-06	1.4870741928102015e-05	1.2647883977944842e-05	1.1713422015735293e-05	1.528253196533347e-05	1.604281966173743e-05	1.0733867908117843e-05	1.3089823703044123e-05
R_GDPtex	-3.923110693457299e-07	3.0345924476732344e-07	-9.44492304165434e-07	2.4433967414361213e-06	2.338523593471697e-06	8.256817495486124e-07	4.33531321976377e-06	6.080654033485677e-07
R_FE3tex	-0.0001161372089335	-0.0001792302581503	-0.0002220612838594	-0.0020564449195981	-0.0009748919862297	-0.0017515756160894	-0.0033485532676893	-0.0001924008451933
R_GF6PTA	1.4015746441863358e-05	2.821081621058929e-05	2.0492945410181534e-05	0.0009677063358024	1.6166001618437075e-05	8.34862597637867e-05	7.929848615526428e-05	0.0008054033961218
R_GGGABADr	-6.893281684271506e-06	-1.00202336104048e-05	-8.111002366993202e-06	-8.964976898734626e-06	-1.262614972904726e-05	-1.0894559453124245e-05	-8.590538339837495e-06	-8.651252675842742e-06
R_GGGABAH	-6.8932816842302e-06	-1.0020233610343905e-05	-8.111002367022969e-06	-8.964976898846467e-06	-1.2626149729053084e-05	-1.089455945322223e-05	-8.590538339854632e-06	-8.651252675811537e-06
R_GGPTRCO	-6.89328168422287e-06	-1.0020233610359358e-05	-8.111002367000333e-06	-8.964976898850858e-06	-1.2626149729051558e-05	-1.089455945320768e-05	-8.590538339812685e-06	-8.65125267584568e-06
R_GLYAT	0.0034965601254259	0.0028817565668562	0.0033591184616103	0.0017085160137811	0.0044398618645376	0.002787431452822	0.0031194330213867	0.003272540520037
R_GLYBabcpp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_GLYBt2pp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_GLYBtex	-1.3183898417423734e-16	6.938893903907228e-18	9.714451465470121e-17	-1.0408340855860844e-16	5.551115123125783e-17	-7.63278329429795e-17	-9.020562075079396e-17	5.551115123125783e-17
R_GLYC2Pabcpp	5.099664485659916e-06	-4.395735795760628e-06	-3.7162426436834593e-06	-1.237645193620602e-06	-8.189689217575167e-06	-5.607565436782161e-06	-2.683830219162189e-06	-5.675870071777489e-06
R_GLYC2Ptex	7.992806824383414e-06	1.2187937043203756e-05	1.1045417413091396e-05	1.0612181851978042e-05	1.2135318026969266e-05	1.3419105980315428e-05	9.819587119416773e-06	1.170166288231439e-05
R_GLYC3Pabcpp	-1.0517413877023542e-05	-1.2718468909312504e-05	-1.0769421679453169e-05	-1.227771855291587e-05	-1.4688163472014326e-05	-1.607882409330092e-05	-1.2598793387211243e-05	-1.1182771821347144e-05
R_FECRMR1	9.954411711797936e-06	1.5392206067912453e-05	2.129342506770096e-05	7.491082188792219e-06	8.482165198252783e-06	3.805157004541948e-06	2.3799762364287446e-06	1.3595497029038658e-05
R_GLYC3Pt6pp	0.0003374207683488	0.0002473099142624	0.0002773416689747	0.0005177977317041	0.0004096629787934	0.0004252976032183	0.0004727235375155	0.0002505588276733
R_GLYC3Ptex	1.1296557265269567e-05	1.4842566191129725e-05	1.3332806903611216e-05	1.4322777128004949e-05	1.652477020826909e-05	1.853449684464936e-05	1.4238900103082095e-05	1.398908633677698e-05
R_GTPDPDP	-6.527320306196532e-06	-9.213198951596012e-06	-7.299335576006612e-06	-9.312709898697875e-06	-9.65434136853977e-06	-1.3435336300404888e-05	-1.0359588037990175e-05	-7.880862759261344e-06
R_GLYCAt2rpp	-9.384483806177007e-06	-4.670023343982259e-07	4.975447159334895e-06	3.825149959412345e-07	-1.6849263429554796e-05	-3.3309150329981186e-05	-2.9378035737214554e-06	5.267817813680805e-06
R_GTPDPK	-8.787433232652963e-06	-1.3645604594686282e-05	-1.1515333897350672e-05	-1.2886822567853063e-05	-1.602448299631742e-05	-1.5608383396599055e-05	-1.2290593506478634e-05	-1.1900953495985062e-05
R_FECRMR2	1.5850531866896717e-06	1.1642060248977946e-06	-1.5286824679511552e-06	4.671804304075514e-06	-9.80734049142796e-07	5.663900107777047e-06	6.103560979642092e-06	1.4038147012772828e-07
R_GTPHs	-9.123707588250295e-06	-1.3583259433917842e-05	-1.0970665723643976e-05	-1.1216431185572596e-05	-1.5760670050183725e-05	-1.5958127776214057e-05	-1.2456317237852882e-05	-1.0907521724621436e-05
R_GLYCAtex	-9.384483806204602e-06	-4.670023342270846e-07	4.9754471595220284e-06	3.825149956851459e-07	-1.68492634292014e-05	-3.3309150330194937e-05	-2.93780357371598e-06	5.267817813701947e-06
R_GLYCDx	-6.778870918047453e-06	-9.846996702003773e-06	-5.42177429026167e-06	-8.452142878394601e-06	-1.0280288507440984e-05	-5.097494385266463e-06	-7.775220507219708e-06	-7.119837953453498e-06
R_GLYCK	-2.7104143012442267e-06	8.00140058084618e-06	4.600152366781891e-06	-6.0272548059936325e-06	-7.915086912853894e-06	-1.2693981054975256e-05	-5.753953109473431e-06	7.552965858857181e-06
R_GTPtex	3.92311069276341e-07	-3.034592440318007e-07	9.444923043319676e-07	-2.4433967413042823e-06	-2.338523593312103e-06	-8.256817491947288e-07	-4.335313219618053e-06	-6.080654033208122e-07
R_GUACYC	-7.453934241901835e-06	-1.1758810391777606e-05	-9.278876159256198e-06	-1.0575363099811162e-05	-1.4012139820493734e-05	-1.3936193921926995e-05	-1.0903575908988744e-05	-9.630454589581162e-06
R_GLYCK2	8.935932968121614e-06	1.452497261017604e-05	2.3643316606358545e-05	2.817822867603425e-05	1.688840281270167e-05	-3.889243125002919e-06	2.5149077056921685e-05	2.328899146946057e-05
R_FECRMR3	-3.006948615170349e-06	-4.701266978188066e-06	-4.061746485561897e-06	-4.523791404739591e-06	-5.669067809249117e-06	-5.448765423031153e-06	-4.347921926196071e-06	-4.238979788666019e-06
R_GLYCL	1.2057334036205168e-05	2.040783577060483e-05	9.33027220947064e-06	9.853138821999234e-07	-4.072774487200701e-06	-1.730138143466657e-05	0.000416729502474	1.569549392482343e-05
R_GLYCLTDx	0.0024517544754636	0.0009093893198012	0.0001784555998263	0.0031863381900841	0.0009019896096148	0.0044324644258639	0.0038580846289124	0.0008709773598838
R_GLYCLTDy	-6.96826500984859e-06	-1.1893948721107316e-05	-9.52069235010568e-06	-1.245658754655526e-05	-1.351740940075318e-05	-1.3025808387016076e-05	-1.005113283409562e-05	-1.055846510967658e-05
R_GUAD	7.297525176190043e-05	5.168467604923432e-05	9.948496688592287e-05	0.0001466922801244	0.0001354100184029	6.14663719867832e-05	6.116863391612944e-05	5.828069878295897e-05
R_GUAPRT	2.272854180963679e-05	5.783018660917204e-06	4.248372615571001e-06	0.0004345482359431	3.588137269413462e-05	4.8644714326330966e-05	0.0005935423176917	1.605830082543093e-05
R_GUAt2pp	8.133449488198919e-05	6.399496449601054e-05	0.0001891014502307	0.0008405724303994	9.130581897211864e-05	0.000261845567365	0.000565207286201	0.0019436417580785
R_GUAtex	-1.0362100347945102e-06	-1.3230134076336764e-05	9.039529789766493e-06	1.3736867123683924e-05	1.0633382163617283e-05	-1.948804628423232e-05	5.316429912816285e-06	-1.2039325825967048e-05
R_GUAtpp	-8.237070491681157e-05	-7.722509857230895e-05	-0.0001800619204409	-0.0008268355632757	-8.067243680845437e-05	-0.0002813336136493	-0.0005598908562884	-0.0019556810839043
R_GUI1	2.492171973652029e-05	3.3122436654524075e-05	3.1492131812597664e-05	3.037045412092234e-05	4.0470113818484826e-05	3.562633337582865e-05	2.969786275948925e-05	3.309338841876123e-05
R_GUI2	4.73108174986784e-06	8.644777308806331e-06	9.733563091874394e-06	8.733236121992428e-06	7.863177301301884e-06	1.652608529267819e-06	3.934404050681293e-06	1.1727991741354409e-05
R_GUR1PPpp	1.7899961166925354e-05	2.133892123425509e-05	2.086647101126506e-05	2.084496926045281e-05	2.683143003015416e-05	2.6659541311337375e-05	2.159370509616109e-05	2.098248220966865e-05
R_H2O2tex	-7.107029322370173e-06	7.557024175527949e-07	-4.5483498314694e-06	-1.1007214929442675e-05	-2.488809723692753e-06	-3.036688449593178e-05	-7.101244275296848e-06	3.370352355085149e-06
R_H2Otex	-0.0125584537585737	-0.005438153487353	-0.0072866387329224	-0.0089284188470443	-0.007034396255089	-0.0091478344008063	-0.0086222458519253	-0.0048075020887722
R_H2Otpp	-0.0132134302992027	-0.0060652375624339	-0.0079912388816709	-0.0089845459965354	-0.0074585651552135	-0.0092116823882486	-0.007992465799695	-0.0054250173440597
R_H2SO	-1.1940855847011803e-05	-1.7199070828558526e-05	-1.4799425470677246e-05	-1.722180103052201e-05	-1.988775097607235e-05	-2.154968727551305e-05	-1.6482432069479332e-05	-1.5470775826188757e-05
R_GLYCLTt2rpp	-0.0078978212598537	-0.0084315239387752	-0.0108120269833821	-0.0042152717332128	-0.0114763069906443	-0.0044147170253396	-0.0037659263761669	-0.0058594975731776
R_GLYCLTt4pp	0.0054785186303151	0.0075981138993762	0.0108159370236595	0.0011073809886893	0.0108138623983664	2.3027288227235544e-05	2.483388976629148e-05	0.0050416927863424
R_GLYCLTtex	-0.0024193026295385	-0.0008334100393989	3.910040277443905e-06	-0.0031078907445235	-0.0006624445922781	-0.0043916897371119	-0.0037410924864007	-0.0008178047868354
R_GLYCTO2	1.225891547039559e-05	4.958217793304968e-05	0.0001258324859805	3.894960705479159e-05	0.0001535165812353	1.4785893002482074e-05	9.359104930704576e-05	3.133907667600049e-05
R_GLYCTO3	5.764118790637797e-06	8.402283065518318e-06	2.5649614005066325e-05	9.123128402943792e-06	4.519602122143668e-05	2.772615413300124e-07	2.012793285619511e-06	4.62955523034453e-06
R_GLYCTO4	2.9906008794660923e-06	4.099335351320962e-06	2.4116907967591447e-05	6.90034633895499e-06	2.723042769461017e-05	-1.8637255617010984e-06	-1.602221192530606e-06	6.543345866816956e-06
R_GLYCtex	0.0089490527967779	1.5329454945069154e-05	1.2346399849878786e-05	6.173389608579716e-06	1.3452376116891708e-05	1.4175863702302338e-05	7.134423135407575e-06	1.3157090665058546e-05
R_GLYCtpp	-0.0089514660431654	-3.1306145142425464e-05	-2.194503651586173e-05	-9.42914471270236e-06	-1.4135247739475824e-05	-1.3703688495925962e-05	-6.908839457694244e-06	-2.9875086108613683e-05
R_GLYK	0.0089648938995897	2.613581891458273e-05	2.666304089467518e-05	1.8111593724075055e-05	3.550527650049766e-06	-4.2298769803991385e-07	-9.481356206509076e-07	3.29767317982581e-05
R_H2St1pp	3.5438640972983724e-05	3.2294128466531744e-05	4.864682552792028e-05	5.459088902481e-05	5.5019260702596334e-05	6.110702260696537e-05	8.486763857212001e-05	2.73681391719281e-05
R_H2Stex	-3.543864097282912e-05	-3.229412846613572e-05	-4.864682552786076e-05	-5.459088902480536e-05	-5.501926070268504e-05	-6.110702260726103e-05	-8.486763857235013e-05	-2.736813917180586e-05
R_H2tex	-2.8829180112294184e-05	-1.4757332426236502e-05	-1.8934677895363072e-05	-3.8082223472742094e-05	-3.3681568987649346e-05	-4.354302343025085e-05	-3.239114445936081e-05	-7.735326383428998e-06
R_FECRMUtex	1.706503256660446e-05	2.37102902288365e-05	3.140599222840876e-05	1.527819017606014e-05	3.664726679842735e-06	8.040583378496512e-06	8.271230580196674e-06	1.8993797420618428e-05
R_H2tpp	-2.548909673490661e-05	-1.5068153236780927e-05	-1.6879647264620833e-05	-3.3854208038192404e-05	-3.135371748258942e-05	-3.86623340924994e-05	-2.7462590183490853e-05	-7.735300851162159e-06
R_FECRMUtpp	1.706503256659879e-05	2.3710290228872783e-05	3.140599222840524e-05	1.527819017603091e-05	3.6647266798405618e-06	8.040583378499768e-06	8.271230580208592e-06	1.8993797420613044e-05
R_HACD1	0.0006436906095745	2.2178663900772333e-05	-0.0001346491725955	0.0013088062265915	0.0007480172577349	0.0011205998989147	0.0012989293884036	-1.9037464702205065e-05
R_HACD2	0.0006351224536708	9.892361213187026e-06	-0.0001416084831874	0.0012959310120004	0.0007326941251838	0.0011040917744711	0.0012857124884301	-2.915606880731815e-05
R_HACD3	-0.0003893504328563	-0.000196697097293	-0.0002905897935228	-0.0007297829260478	-0.000488060607714	-0.000509441430825	-0.0006802348608496	-0.0002025959709841
R_HACD4	-0.0004031425483987	-0.0002164375687044	-0.000297675441136	-0.0007387660018937	-0.0005075604551544	-0.0005348272818761	-0.000695041712839	-0.0002115788258246
R_HACD5	-0.0004172977059205	-0.0002359843037432	-0.0003105463927792	-0.0007541136445182	-0.0005236838021445	-0.0005570833345384	-0.0007126759885646	-0.000226330736834
R_HACD6	-0.0004182263110074	-0.0002373320086566	-0.000311388097637	-0.0007568834433197	-0.0005243623056305	-0.0005585737281514	-0.0007145837478163	-0.0002282764434987
R_GLYOX	7.600381414998769e-06	1.0425748768102155e-05	5.876688254905002e-06	-2.89109850832764e-06	-8.664316128277844e-07	5.362398323058736e-07	5.212560896391596e-07	1.1033883481966383e-05
R_GLYOX3	-8.20156369099638e-06	-1.046784989649142e-05	-9.61800520204044e-06	-1.2920168707441072e-05	-1.5252148563595085e-05	-1.5765989587161776e-05	-1.213926408768968e-05	-1.0639232307788626e-05
R_GLYTRS	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_GLYt2pp_copy1	0.0059969414003953	0.0067838562497459	0.0066090593037558	0.0051042347480846	0.0060960127833109	0.0039470891624767	0.0037730704190469	0.0066323082073943
R_GLYt2pp_copy2	-0.0060680225034439	-0.0069682349773315	-0.0066653481896813	-0.0051582165626563	-0.0061597405437266	-0.0050101519298205	-0.0042599880940477	-0.006711216910459
R_HACD7	-0.0004000030140276	-0.0002215883247619	-0.0002882555610461	-0.0007323488385621	-0.0005049313388817	-0.0005394269407823	-0.0007008591585246	-0.0002051657570836
R_HACD8	-0.0001335561485221	-9.719601799470894e-05	-0.000133763232101	-0.0001898274027741	-0.0001587094211432	-0.0002216805445598	-0.0002500988214022	-6.802949182131181e-05
R_HADPCOADH3	7.020809079573355e-06	5.655500211794971e-06	1.2437672723875808e-05	1.2134213655303752e-05	1.1543591697113758e-05	3.796354787843475e-05	1.0894431425116234e-05	3.6353048470853344e-06
R_HBZOPT	-5.576253094350605e-09	-8.091404790220892e-09	-7.093231566730041e-09	-7.974554687683352e-09	-9.22722688084451e-09	-9.987072244837861e-09	-7.64608933195243e-09	-7.218997850163826e-09
R_HCINNMt2rpp	3.1197281159672536e-06	1.1294386087538045e-06	1.0792288697884312e-06	5.678794276501513e-07	-2.3760347783052414e-06	-2.1944541900315723e-06	-2.9391603410868503e-06	-3.830088783602997e-07
R_FECRMabcpp	1.706503256657102e-05	2.371029022888308e-05	3.1405992228417086e-05	1.5278190176014817e-05	3.6647266798576896e-06	8.040583378509186e-06	8.271230580311713e-06	1.8993797420567145e-05
R_HCINNMtex	3.1197281157094303e-06	1.1294386089502615e-06	1.079228869521609e-06	5.678794279401211e-07	-2.3760347785325986e-06	-2.194454189856365e-06	-2.9391603409700817e-06	-3.830088783143837e-07
R_HCO3E	0.0030749912680875	0.0018131148715281	0.0022159702677945	0.0057609384605234	0.0039680985951446	0.0042032254498663	0.0054609274874029	0.0017470369847951
R_HCYSMT	2.2371957979228733e-05	1.30982384214855e-05	3.1507648133200845e-05	7.11798899466038e-05	3.657259556753905e-05	5.72763695791999e-05	6.82691555976867e-05	4.246289156923881e-05
R_GLYt4pp	-1.2385010594169172e-06	-7.332637233431774e-06	-4.313833285465201e-06	7.521987684138018e-07	-9.420471577029316e-06	7.674913583350402e-06	9.97902625774979e-06	-4.892109184652645e-06
R_GLYtex	-7.231960410785526e-05	-0.0001917113648191	-6.060271921107252e-05	-5.322961580332686e-05	-7.314823199289222e-05	-0.0010553878537607	-0.0004769386487429	-8.380081224948488e-05
R_GMAND	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_HCYSMT2	-9.754744637216554e-06	-1.1695996674126186e-05	-1.11314454364674e-05	-1.4353659256475189e-05	-1.6005789294055895e-05	-1.7573268827344567e-05	-1.3432144505846424e-05	-1.162739946194762e-05
R_GMHEPAT	-7.25272481452566e-06	-9.151760571252984e-06	-1.0919652206181404e-05	-9.908629642451991e-06	-1.2959723544413785e-05	-1.220081288750068e-05	-1.0197030618702314e-05	-9.421765972442424e-06
R_FECRMexs	2.2320812611561587e-05	3.147655090562764e-05	3.780921022702393e-05	2.3898806788139853e-05	1.3903614558447443e-05	1.913284021539027e-05	1.76062985075201e-05	2.637277024255276e-05
R_GMHEPK	-7.252724814541593e-06	-9.151760571279494e-06	-1.0919652206152426e-05	-9.908629642477778e-06	-1.2959723544419256e-05	-1.2200812887491813e-05	-1.019703061871756e-05	-9.421765972488148e-06
R_HDCAtexi	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_HDCEAtexi	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
