Reaction	Acetate	Fructose	Galactose	Gluconate	Glucose	Glycerol	Pyruvate	Succinate
R_EX_gmp_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_gsn_e	1.5718530056122331e-06	1.5718530056122331e-06	1.5718530056122331e-06	1.5718530056122331e-06	1.5718530056122331e-06	1.5718530056122331e-06	1.5718530056122331e-06	1.5718530056122331e-06
R_EX_gthox_e	1.5718530056108802e-06	1.5718530056108802e-06	1.5718530056108802e-06	1.5718530056108802e-06	1.5718530056108802e-06	1.5718530056108802e-06	1.5718530056108802e-06	1.5718530056108802e-06
R_EX_gthrd_e	1.3055503711728404e-05	1.3055503711728404e-05	1.3055503711728404e-05	1.3055503711728404e-05	1.3055503711728404e-05	1.3055503711728404e-05	1.3055503711728404e-05	1.3055503711728404e-05
R_EX_gtp_e	8.107603729048363e-06	8.107603729048363e-06	8.107603729048363e-06	8.107603729048363e-06	8.107603729048363e-06	8.107603729048363e-06	8.107603729048363e-06	8.107603729048363e-06
R_EX_gua_e	4.947899982648376e-06	4.947899982648376e-06	4.947899982648376e-06	4.947899982648376e-06	4.947899982648376e-06	4.947899982648376e-06	4.947899982648376e-06	4.947899982648376e-06
R_EX_h_e	0.0007075580997434	0.0007075580997434	0.0007075580997434	0.0007075580997434	0.0007075580997434	0.0007075580997434	0.0007075580997434	0.0007075580997434
R_EX_h2_e	0.0004617269930455	0.0004617269930455	0.0004617269930455	0.0004617269930455	0.0004617269930455	0.0004617269930455	0.0004617269930455	0.0004617269930455
R_EX_h2o_e	0.0002458311066977	0.0002458311066977	0.0002458311066977	0.0002458311066977	0.0002458311066977	0.0002458311066977	0.0002458311066977	0.0002458311066977
R_EX_h2o2_e	0.0006018257239448	0.0006018257239448	0.0006018257239448	0.0006018257239448	0.0006018257239448	0.0006018257239448	0.0006018257239448	0.0006018257239448
R_EX_h2s_e	0.0003941614757339	0.0003941614757339	0.0003941614757339	0.0003941614757339	0.0003941614757339	0.0003941614757339	0.0003941614757339	0.0003941614757339
R_EX_hacolipa_e	0.0002076642482109	0.0002076642482109	0.0002076642482109	0.0002076642482109	0.0002076642482109	0.0002076642482109	0.0002076642482109	0.0002076642482109
R_EX_halipa_e	1.4368014454135438e-05	1.4368014454135438e-05	1.4368014454135438e-05	1.4368014454135438e-05	1.4368014454135438e-05	1.4368014454135438e-05	1.4368014454135438e-05	1.4368014454135438e-05
R_EX_hdca_e	8.908182601522546e-06	8.908182601522546e-06	8.908182601522546e-06	8.908182601522546e-06	8.908182601522546e-06	8.908182601522546e-06	8.908182601522546e-06	8.908182601522546e-06
R_EX_hdcea_e	5.459831852684535e-06	5.459831852684535e-06	5.459831852684535e-06	5.459831852684535e-06	5.459831852684535e-06	5.459831852684535e-06	5.459831852684535e-06	5.459831852684535e-06
R_EX_hg2_e	1.4259334288051816e-05	1.4259334288051816e-05	1.4259334288051816e-05	1.4259334288051816e-05	1.4259334288051816e-05	1.4259334288051816e-05	1.4259334288051816e-05	1.4259334288051816e-05
R_EX_his__L_e	8.841816006843744e-06	8.841816006843744e-06	8.841816006843744e-06	8.841816006843744e-06	8.841816006843744e-06	8.841816006843744e-06	8.841816006843744e-06	8.841816006843744e-06
R_EX_2ddglcn_e	5.417518281328798e-06	5.417518281328798e-06	5.417518281328798e-06	5.417518281328798e-06	5.417518281328798e-06	5.417518281328798e-06	5.417518281328798e-06	5.417518281328798e-06
R_EX_34dhpac_e	0.0020550573535794	0.0020550573535794	0.0020550573535794	0.0020550573535794	0.0020550573535794	0.0020550573535794	0.0020550573535794	0.0020550573535794
R_EX_3amp_e	2.9643917833338e-06	2.9643917833338e-06	2.9643917833338e-06	2.9643917833338e-06	2.9643917833338e-06	2.9643917833338e-06	2.9643917833338e-06	2.9643917833338e-06
R_EX_3cmp_e	0.0020686818229209	0.0020686818229209	0.0020686818229209	0.0020686818229209	0.0020686818229209	0.0020686818229209	0.0020686818229209	0.0020686818229209
R_EX_3gmp_e	1.658886114085183e-05	1.658886114085183e-05	1.658886114085183e-05	1.658886114085183e-05	1.658886114085183e-05	1.658886114085183e-05	1.658886114085183e-05	1.658886114085183e-05
R_EX_3hcinnm_e	2.140309570011208e-11	2.140309570011208e-11	2.140309570011208e-11	2.140309570011208e-11	2.140309570011208e-11	2.140309570011208e-11	2.140309570011208e-11	2.140309570011208e-11
R_EX_3hpp_e	4.2601125668216096e-11	4.2601125668216096e-11	4.2601125668216096e-11	4.2601125668216096e-11	4.2601125668216096e-11	4.2601125668216096e-11	4.2601125668216096e-11	4.2601125668216096e-11
R_EX_3hpppn_e	2.0828393414954925e-11	2.0828393414954925e-11	2.0828393414954925e-11	2.0828393414954925e-11	2.0828393414954925e-11	2.0828393414954925e-11	2.0828393414954925e-11	2.0828393414954925e-11
R_EX_hom__L_e	3.670384943587291e-06	3.670384943587291e-06	3.670384943587291e-06	3.670384943587291e-06	3.670384943587291e-06	3.670384943587291e-06	3.670384943587291e-06	3.670384943587291e-06
R_EX_hxa_e	3.670384943604925e-06	3.670384943604925e-06	3.670384943604925e-06	3.670384943604925e-06	3.670384943604925e-06	3.670384943604925e-06	3.670384943604925e-06	3.670384943604925e-06
R_EX_hxan_e	4.349454870157057e-06	4.349454870157057e-06	4.349454870157057e-06	4.349454870157057e-06	4.349454870157057e-06	4.349454870157057e-06	4.349454870157057e-06	4.349454870157057e-06
R_EX_idon__L_e	4.349454870110538e-06	4.349454870110538e-06	4.349454870110538e-06	4.349454870110538e-06	4.349454870110538e-06	4.349454870110538e-06	4.349454870110538e-06	4.349454870110538e-06
R_EX_3ump_e	3.652479244697338e-06	3.652479244697338e-06	3.652479244697338e-06	3.652479244697338e-06	3.652479244697338e-06	3.652479244697338e-06	3.652479244697338e-06	3.652479244697338e-06
R_EX_4abut_e	3.6524792446763616e-06	3.6524792446763616e-06	3.6524792446763616e-06	3.6524792446763616e-06	3.6524792446763616e-06	3.6524792446763616e-06	3.6524792446763616e-06	3.6524792446763616e-06
R_EX_4hoxpacd_e	1.3710954007654773e-05	1.3710954007654773e-05	1.3710954007654773e-05	1.3710954007654773e-05	1.3710954007654773e-05	1.3710954007654773e-05	1.3710954007654773e-05	1.3710954007654773e-05
R_EX_5dglcn_e	8.505668721274402e-06	8.505668721274402e-06	8.505668721274402e-06	8.505668721274402e-06	8.505668721274402e-06	8.505668721274402e-06	8.505668721274402e-06	8.505668721274402e-06
R_EX_5mtr_e	5.205285286352889e-06	5.205285286352889e-06	5.205285286352889e-06	5.205285286352889e-06	5.205285286352889e-06	5.205285286352889e-06	5.205285286352889e-06	5.205285286352889e-06
R_EX_LalaDglu_e	1.364611884980738e-05	1.364611884980738e-05	1.364611884980738e-05	1.364611884980738e-05	1.364611884980738e-05	1.364611884980738e-05	1.364611884980738e-05	1.364611884980738e-05
R_EX_ile__L_e	8.464611963422263e-06	8.464611963422263e-06	8.464611963422263e-06	8.464611963422263e-06	8.464611963422263e-06	8.464611963422263e-06	8.464611963422263e-06	8.464611963422263e-06
R_EX_imp_e	5.181506886397033e-06	5.181506886397033e-06	5.181506886397033e-06	5.181506886397033e-06	5.181506886397033e-06	5.181506886397033e-06	5.181506886397033e-06	5.181506886397033e-06
R_EX_indole_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_inost_e	0.0017874571661605	0.0017874571661605	0.0017874571661605	0.0017874571661605	0.0017874571661605	0.0017874571661605	0.0017874571661605	0.0017874571661605
R_EX_ins_e	0.0017874571660969	0.0017874571660969	0.0017874571660969	0.0017874571660969	0.0017874571660969	0.0017874571660969	0.0017874571660969	0.0017874571660969
R_EX_isetac_e	2.4633611738515398e-11	2.4633611738515398e-11	2.4633611738515398e-11	2.4633611738515398e-11	2.4633611738515398e-11	2.4633611738515398e-11	2.4633611738515398e-11	2.4633611738515398e-11
R_EX_k_e	2.391193578867204e-11	2.391193578867204e-11	2.391193578867204e-11	2.391193578867204e-11	2.391193578867204e-11	2.391193578867204e-11	2.391193578867204e-11	2.391193578867204e-11
R_EX_LalaDgluMdap_e	1.012223529412936e-06	1.012223529412936e-06	1.012223529412936e-06	1.012223529412936e-06	1.012223529412936e-06	1.012223529412936e-06	1.012223529412936e-06	1.012223529412936e-06
R_EX_LalaDgluMdapDala_e	1.0122235294079094e-06	1.0122235294079094e-06	1.0122235294079094e-06	1.0122235294079094e-06	1.0122235294079094e-06	1.0122235294079094e-06	1.0122235294079094e-06	1.0122235294079094e-06
R_EX_LalaLglu_e	0.0012820663254977	0.0012820663254977	0.0012820663254977	0.0012820663254977	0.0012820663254977	0.0012820663254977	0.0012820663254977	0.0012820663254977
R_EX_kdo2lipid4_e	-0.0012820663254979	-0.0012820663254979	-0.0012820663254979	-0.0012820663254979	-0.0012820663254979	-0.0012820663254979	-0.0012820663254979	-0.0012820663254979
R_EX_ac_e	8.867641052238279e-07	8.867641052238279e-07	8.867641052238279e-07	8.867641052238279e-07	8.867641052238279e-07	8.867641052238279e-07	8.867641052238279e-07	8.867641052238279e-07
R_EX_crn_e	8.867641086005679e-07	8.867641086005679e-07	8.867641086005679e-07	8.867641086005679e-07	8.867641086005679e-07	8.867641086005679e-07	8.867641086005679e-07	8.867641086005679e-07
R_EX_acac_e	6.277171628969128e-06	6.277171628969128e-06	6.277171628969128e-06	6.277171628969128e-06	6.277171628969128e-06	6.277171628969128e-06	6.277171628969128e-06	6.277171628969128e-06
R_EX_acald_e	6.277171629020578e-06	6.277171629020578e-06	6.277171629020578e-06	6.277171629020578e-06	6.277171629020578e-06	6.277171629020578e-06	6.277171629020578e-06	6.277171629020578e-06
R_EX_lac__D_e	0.0014334138772973	0.0014334138772973	0.0014334138772973	0.0014334138772973	0.0014334138772973	0.0014334138772973	0.0014334138772973	0.0014334138772973
R_EX_lac__L_e	0.0014334139713079	0.0014334139713079	0.0014334139713079	0.0014334139713079	0.0014334139713079	0.0014334139713079	0.0014334139713079	0.0014334139713079
R_EX_crn__D_e	9.094378700634508e-11	9.094378700634508e-11	9.094378700634508e-11	9.094378700634508e-11	9.094378700634508e-11	9.094378700634508e-11	9.094378700634508e-11	9.094378700634508e-11
R_EX_lcts_e	9.100346441420033e-11	9.100346441420033e-11	9.100346441420033e-11	9.100346441420033e-11	9.100346441420033e-11	9.100346441420033e-11	9.100346441420033e-11	9.100346441420033e-11
R_EX_acgal_e	1.0122235293743938e-06	1.0122235293743938e-06	1.0122235293743938e-06	1.0122235293743938e-06	1.0122235293743938e-06	1.0122235293743938e-06	1.0122235293743938e-06	1.0122235293743938e-06
R_EX_acgal1p_e	6.188477005546248e-06	6.188477005546248e-06	6.188477005546248e-06	6.188477005546248e-06	6.188477005546248e-06	6.188477005546248e-06	6.188477005546248e-06	6.188477005546248e-06
R_EX_acgam_e	6.188477000867109e-06	6.188477000867109e-06	6.188477000867109e-06	6.188477000867109e-06	6.188477000867109e-06	6.188477000867109e-06	6.188477000867109e-06	6.188477000867109e-06
R_EX_leu__L_e	8.392696544936377e-06	8.392696544936377e-06	8.392696544936377e-06	8.392696544936377e-06	8.392696544936377e-06	8.392696544936377e-06	8.392696544936377e-06	8.392696544936377e-06
R_EX_csn_e	7.505932436431662e-06	7.505932436431662e-06	7.505932436431662e-06	7.505932436431662e-06	7.505932436431662e-06	7.505932436431662e-06	7.505932436431662e-06	7.505932436431662e-06
R_EX_acgam1p_e	0.0041818485784518	0.0041818485784518	0.0041818485784518	0.0041818485784518	0.0041818485784518	0.0041818485784518	0.0041818485784518	0.0041818485784518
R_EX_acmana_e	-0.0041818485784517	-0.0041818485784517	-0.0041818485784517	-0.0041818485784517	-0.0041818485784517	-0.0041818485784517	-0.0041818485784517	-0.0041818485784517
R_EX_acmum_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_lipa_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_cu_e	2.797565514905021e-06	2.797565514905021e-06	2.797565514905021e-06	2.797565514905021e-06	2.797565514905021e-06	2.797565514905021e-06	2.797565514905021e-06	2.797565514905021e-06
R_EX_lipa_cold_e	6.208202669811874e-06	6.208202669811874e-06	6.208202669811874e-06	6.208202669811874e-06	6.208202669811874e-06	6.208202669811874e-06	6.208202669811874e-06	6.208202669811874e-06
R_EX_acnam_e	6.2082026800384186e-06	6.2082026800384186e-06	6.2082026800384186e-06	6.2082026800384186e-06	6.2082026800384186e-06	6.2082026800384186e-06	6.2082026800384186e-06	6.2082026800384186e-06
R_EX_acolipa_e	-0.0041818485784551	-0.0041818485784551	-0.0041818485784551	-0.0041818485784551	-0.0041818485784551	-0.0041818485784551	-0.0041818485784551	-0.0041818485784551
R_EX_cu2_e	0.0041818485784463	0.0041818485784463	0.0041818485784463	0.0041818485784463	0.0041818485784463	0.0041818485784463	0.0041818485784463	0.0041818485784463
R_EX_acser_e	1.2851077816662646e-06	1.2851077816662646e-06	1.2851077816662646e-06	1.2851077816662646e-06	1.2851077816662646e-06	1.2851077816662646e-06	1.2851077816662646e-06	1.2851077816662646e-06
R_EX_ade_e	1.2168696971778437e-06	1.2168696971778437e-06	1.2168696971778437e-06	1.2168696971778437e-06	1.2168696971778437e-06	1.2168696971778437e-06	1.2168696971778437e-06	1.2168696971778437e-06
R_EX_adn_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_adocbl_e	0.004181848578449	0.004181848578449	0.004181848578449	0.004181848578449	0.004181848578449	0.004181848578449	0.004181848578449	0.004181848578449
R_EX_ag_e	6.208202669928062e-06	6.208202669928062e-06	6.208202669928062e-06	6.208202669928062e-06	6.208202669928062e-06	6.208202669928062e-06	6.208202669928062e-06	6.208202669928062e-06
R_EX_lipoate_e	0.0034448261286169	0.0034448261286169	0.0034448261286169	0.0034448261286169	0.0034448261286169	0.0034448261286169	0.0034448261286169	0.0034448261286169
R_EX_lys__L_e	0.0034448261286223	0.0034448261286223	0.0034448261286223	0.0034448261286223	0.0034448261286223	0.0034448261286223	0.0034448261286223	0.0034448261286223
R_EX_lyx__L_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_mal__D_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_agm_e	0.0081153144048344	0.0081153144048344	0.0081153144048344	0.0081153144048344	0.0081153144048344	0.0081153144048344	0.0081153144048344	0.0081153144048344
R_EX_akg_e	-0.0081153144048311	-0.0081153144048311	-0.0081153144048311	-0.0081153144048311	-0.0081153144048311	-0.0081153144048311	-0.0081153144048311	-0.0081153144048311
R_EX_cyan_e	4.1177128593155775e-11	4.1177128593155775e-11	4.1177128593155775e-11	4.1177128593155775e-11	4.1177128593155775e-11	4.1177128593155775e-11	4.1177128593155775e-11	4.1177128593155775e-11
R_EX_ala_B_e	4.137929363630177e-11	4.137929363630177e-11	4.137929363630177e-11	4.137929363630177e-11	4.137929363630177e-11	4.137929363630177e-11	4.137929363630177e-11	4.137929363630177e-11
R_EX_ala__D_e	2.858304068186296e-05	2.858304068186296e-05	2.858304068186296e-05	2.858304068186296e-05	2.858304068186296e-05	2.858304068186296e-05	2.858304068186296e-05	2.858304068186296e-05
R_EX_ala__L_e	0.0375029360371323	0.0375029360371323	0.0375029360371323	0.0375029360371323	0.0375029360371323	0.0375029360371323	0.0375029360371323	0.0375029360371323
R_EX_alaala_e	1.1091458097306812e-05	1.1091458097306812e-05	1.1091458097306812e-05	1.1091458097306812e-05	1.1091458097306812e-05	1.1091458097306812e-05	1.1091458097306812e-05	1.1091458097306812e-05
R_EX_all__D_e	0.0375204276197151	0.0375204276197151	0.0375204276197151	0.0375204276197151	0.0375204276197151	0.0375204276197151	0.0375204276197151	0.0375204276197151
R_EX_alltn_e	0.0026966077476592	0.0026966077476592	0.0026966077476592	0.0026966077476592	0.0026966077476592	0.0026966077476592	0.0026966077476592	0.0026966077476592
R_EX_amp_e	0.0026966077476538	0.0026966077476538	0.0026966077476538	0.0026966077476538	0.0026966077476538	0.0026966077476538	0.0026966077476538	0.0026966077476538
R_EX_anhgm_e	0.0375204276197182	0.0375204276197182	0.0375204276197182	0.0375204276197182	0.0375204276197182	0.0375204276197182	0.0375204276197182	0.0375204276197182
R_EX_arab__L_e	0.0035402148825581	0.0035402148825581	0.0035402148825581	0.0035402148825581	0.0035402148825581	0.0035402148825581	0.0035402148825581	0.0035402148825581
R_EX_mal__L_e	0.0035388929073066	0.0035388929073066	0.0035388929073066	0.0035388929073066	0.0035388929073066	0.0035388929073066	0.0035388929073066	0.0035388929073066
R_EX_malt_e	-1.3219752506253568e-06	-1.3219752506253568e-06	-1.3219752506253568e-06	-1.3219752506253568e-06	-1.3219752506253568e-06	-1.3219752506253568e-06	-1.3219752506253568e-06	-1.3219752506253568e-06
R_EX_malthx_e	0.0035388929073133	0.0035388929073133	0.0035388929073133	0.0035388929073133	0.0035388929073133	0.0035388929073133	0.0035388929073133	0.0035388929073133
R_EX_maltpt_e	1.858723098417496e-08	1.858723098417496e-08	1.858723098417496e-08	1.858723098417496e-08	1.858723098417496e-08	1.858723098417496e-08	1.858723098417496e-08	1.858723098417496e-08
R_EX_malttr_e	1.8585540317714148e-08	1.8585540317714148e-08	1.8585540317714148e-08	1.8585540317714148e-08	1.8585540317714148e-08	1.8585540317714148e-08	1.8585540317714148e-08	1.8585540317714148e-08
R_EX_maltttr_e	0.0041618401552549	0.0041618401552549	0.0041618401552549	0.0041618401552549	0.0041618401552549	0.0041618401552549	0.0041618401552549	0.0041618401552549
R_EX_man_e	0.0041618401552548	0.0041618401552548	0.0041618401552548	0.0041618401552548	0.0041618401552548	0.0041618401552548	0.0041618401552548	0.0041618401552548
R_EX_cynt_e	4.1533227946357695e-05	4.1533227946357695e-05	4.1533227946357695e-05	4.1533227946357695e-05	4.1533227946357695e-05	4.1533227946357695e-05	4.1533227946357695e-05	4.1533227946357695e-05
R_EX_man6p_e	3.8785756289857646e-05	3.8785756289857646e-05	3.8785756289857646e-05	3.8785756289857646e-05	3.8785756289857646e-05	3.8785756289857646e-05	3.8785756289857646e-05	3.8785756289857646e-05
R_EX_manglyc_e	0.0012073837587738	0.0012073837587738	0.0012073837587738	0.0012073837587738	0.0012073837587738	0.0012073837587738	0.0012073837587738	0.0012073837587738
R_EX_melib_e	0.0014178452746641	0.0014178452746641	0.0014178452746641	0.0014178452746641	0.0014178452746641	0.0014178452746641	0.0014178452746641	0.0014178452746641
R_EX_cys__D_e	2.335261411156377e-05	2.335261411156377e-05	2.335261411156377e-05	2.335261411156377e-05	2.335261411156377e-05	2.335261411156377e-05	2.335261411156377e-05	2.335261411156377e-05
R_EX_meoh_e	2.49507205293165e-05	2.49507205293165e-05	2.49507205293165e-05	2.49507205293165e-05	2.49507205293165e-05	2.49507205293165e-05	2.49507205293165e-05	2.49507205293165e-05
R_EX_met__D_e	0.0007549724117972	0.0007549724117972	0.0007549724117972	0.0007549724117972	0.0007549724117972	0.0007549724117972	0.0007549724117972	0.0007549724117972
R_EX_arbt_e	1.3697860900823833e-05	1.3697860900823833e-05	1.3697860900823833e-05	1.3697860900823833e-05	1.3697860900823833e-05	1.3697860900823833e-05	1.3697860900823833e-05	1.3697860900823833e-05
R_EX_arbtn_e	1.1638001951546122e-05	1.1638001951546122e-05	1.1638001951546122e-05	1.1638001951546122e-05	1.1638001951546122e-05	1.1638001951546122e-05	1.1638001951546122e-05	1.1638001951546122e-05
R_EX_arbtn_fe3_e	1.944696431585845e-05	1.944696431585845e-05	1.944696431585845e-05	1.944696431585845e-05	1.944696431585845e-05	1.944696431585845e-05	1.944696431585845e-05	1.944696431585845e-05
R_EX_met__L_e	1.7853635153764527e-05	1.7853635153764527e-05	1.7853635153764527e-05	1.7853635153764527e-05	1.7853635153764527e-05	1.7853635153764527e-05	1.7853635153764527e-05	1.7853635153764527e-05
