Reaction	Acetate	Fructose	Galactose	Gluconate	Glucose	Glycerol	Pyruvate	Succinate
R_23PDE2pp	1.9446964315883536e-05	1.9446964315883536e-05	1.9446964315883536e-05	1.9446964315883536e-05	1.9446964315883536e-05	1.9446964315883536e-05	1.9446964315883536e-05	1.9446964315883536e-05
R_23PDE4pp	1.944696431063785e-05	1.944696431063785e-05	1.944696431063785e-05	1.944696431063785e-05	1.944696431063785e-05	1.944696431063785e-05	1.944696431063785e-05	1.944696431063785e-05
R_EX_tartr__L_e	0.0033039510991185	0.0033039510991185	0.0033039510991185	0.0033039510991185	0.0033039510991185	0.0033039510991185	0.0033039510991185	0.0033039510991185
R_EX_taur_e	0.0033039510991579	0.0033039510991579	0.0033039510991579	0.0033039510991579	0.0033039510991579	0.0033039510991579	0.0033039510991579	0.0033039510991579
R_EX_tcynt_e	3.7267875905076473e-06	3.7267875905076473e-06	3.7267875905076473e-06	3.7267875905076473e-06	3.7267875905076473e-06	3.7267875905076473e-06	3.7267875905076473e-06	3.7267875905076473e-06
R_23PDE7pp	2.7001235011978345e-06	2.7001235011978345e-06	2.7001235011978345e-06	2.7001235011978345e-06	2.7001235011978345e-06	2.7001235011978345e-06	2.7001235011978345e-06	2.7001235011978345e-06
R_23PDE9pp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_doxrbcn_e	1.0266640893013431e-06	1.0266640893013431e-06	1.0266640893013431e-06	1.0266640893013431e-06	1.0266640893013431e-06	1.0266640893013431e-06	1.0266640893013431e-06	1.0266640893013431e-06
R_26DAHtex	0.0025544845267779	0.0025544845267779	0.0025544845267779	0.0025544845267779	0.0025544845267779	0.0025544845267779	0.0025544845267779	0.0025544845267779
R_2AGPA120tipp	0.0025544845267699	0.0025544845267699	0.0025544845267699	0.0025544845267699	0.0025544845267699	0.0025544845267699	0.0025544845267699	0.0025544845267699
R_EX_thm_e	1.2099990872188308e-05	1.2099990872188308e-05	1.2099990872188308e-05	1.2099990872188308e-05	1.2099990872188308e-05	1.2099990872188308e-05	1.2099990872188308e-05	1.2099990872188308e-05
R_EX_thr__L_e	1.2099990875627e-05	1.2099990875627e-05	1.2099990875627e-05	1.2099990875627e-05	1.2099990875627e-05	1.2099990875627e-05	1.2099990875627e-05	1.2099990875627e-05
R_EX_dtmp_e	3.3123146658771524e-06	3.3123146658771524e-06	3.3123146658771524e-06	3.3123146658771524e-06	3.3123146658771524e-06	3.3123146658771524e-06	3.3123146658771524e-06	3.3123146658771524e-06
R_EX_thrp_e	5.0955385930829934e-06	5.0955385930829934e-06	5.0955385930829934e-06	5.0955385930829934e-06	5.0955385930829934e-06	5.0955385930829934e-06	5.0955385930829934e-06	5.0955385930829934e-06
R_2AGPA140tipp	2.562615630727646e-06	2.562615630727646e-06	2.562615630727646e-06	2.562615630727646e-06	2.562615630727646e-06	2.562615630727646e-06	2.562615630727646e-06	2.562615630727646e-06
R_2AGPA141tipp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_thym_e	2.532922962341731e-06	2.532922962341731e-06	2.532922962341731e-06	2.532922962341731e-06	2.532922962341731e-06	2.532922962341731e-06	2.532922962341731e-06	2.532922962341731e-06
R_EX_dump_e	-2.0755749549628e-13	-2.0755749549628e-13	-2.0755749549628e-13	-2.0755749549628e-13	-2.0755749549628e-13	-2.0755749549628e-13	-2.0755749549628e-13	-2.0755749549628e-13
R_EX_thymd_e	7.167725634462328e-06	7.167725634462328e-06	7.167725634462328e-06	7.167725634462328e-06	7.167725634462328e-06	7.167725634462328e-06	7.167725634462328e-06	7.167725634462328e-06
R_2AGPA160tipp	0.0007374695289783	0.0007374695289783	0.0007374695289783	0.0007374695289783	0.0007374695289783	0.0007374695289783	0.0007374695289783	0.0007374695289783
R_2AGPA161tipp	5.097386009931557e-06	5.097386009931557e-06	5.097386009931557e-06	5.097386009931557e-06	5.097386009931557e-06	5.097386009931557e-06	5.097386009931557e-06	5.097386009931557e-06
R_EX_tma_e	2.585815354878711e-06	2.585815354878711e-06	2.585815354878711e-06	2.585815354878711e-06	2.585815354878711e-06	2.585815354878711e-06	2.585815354878711e-06	2.585815354878711e-06
R_EX_duri_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_tmao_e	2.511570655071515e-06	2.511570655071515e-06	2.511570655071515e-06	2.511570655071515e-06	2.511570655071515e-06	2.511570655071515e-06	2.511570655071515e-06	2.511570655071515e-06
R_EX_tre_e	0.0033024058292023	0.0033024058292023	0.0033024058292023	0.0033024058292023	0.0033024058292023	0.0033024058292023	0.0033024058292023	0.0033024058292023
R_EX_trp__L_e	0.0033024058291812	0.0033024058291812	0.0033024058291812	0.0033024058291812	0.0033024058291812	0.0033024058291812	0.0033024058291812	0.0033024058291812
R_2AGPA180tipp	2.867410358342961e-05	2.867410358342961e-05	2.867410358342961e-05	2.867410358342961e-05	2.867410358342961e-05	2.867410358342961e-05	2.867410358342961e-05	2.867410358342961e-05
R_2AGPA181tipp	-6.293208542580437e-06	-6.293208542580437e-06	-6.293208542580437e-06	-6.293208542580437e-06	-6.293208542580437e-06	-6.293208542580437e-06	-6.293208542580437e-06	-6.293208542580437e-06
R_2AGPE120tipp	-1.637669055502204e-05	-1.637669055502204e-05	-1.637669055502204e-05	-1.637669055502204e-05	-1.637669055502204e-05	-1.637669055502204e-05	-1.637669055502204e-05	-1.637669055502204e-05
R_2AGPE140tipp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_2AGPE141tipp	2.216940590812789e-05	2.216940590812789e-05	2.216940590812789e-05	2.216940590812789e-05	2.216940590812789e-05	2.216940590812789e-05	2.216940590812789e-05	2.216940590812789e-05
R_2AGPE160tipp	2.331152450675533e-05	2.331152450675533e-05	2.331152450675533e-05	2.331152450675533e-05	2.331152450675533e-05	2.331152450675533e-05	2.331152450675533e-05	2.331152450675533e-05
R_EX_tsul_e	2.3626732623333435e-11	2.3626732623333435e-11	2.3626732623333435e-11	2.3626732623333435e-11	2.3626732623333435e-11	2.3626732623333435e-11	2.3626732623333435e-11	2.3626732623333435e-11
R_EX_eca4colipa_e	1.3240233845606838e-10	1.3240233845606838e-10	1.3240233845606838e-10	1.3240233845606838e-10	1.3240233845606838e-10	1.3240233845606838e-10	1.3240233845606838e-10	1.3240233845606838e-10
R_EX_ttdca_e	1.4798113007544838e-05	1.4798113007544838e-05	1.4798113007544838e-05	1.4798113007544838e-05	1.4798113007544838e-05	1.4798113007544838e-05	1.4798113007544838e-05	1.4798113007544838e-05
R_2AGPE161tipp	1.6832061056123191e-06	1.6832061056123191e-06	1.6832061056123191e-06	1.6832061056123191e-06	1.6832061056123191e-06	1.6832061056123191e-06	1.6832061056123191e-06	1.6832061056123191e-06
R_2AGPE180tipp	4.577649942746221e-06	4.577649942746221e-06	4.577649942746221e-06	4.577649942746221e-06	4.577649942746221e-06	4.577649942746221e-06	4.577649942746221e-06	4.577649942746221e-06
R_2AGPE181tipp	2.612006615610868e-06	2.612006615610868e-06	2.612006615610868e-06	2.612006615610868e-06	2.612006615610868e-06	2.612006615610868e-06	2.612006615610868e-06	2.612006615610868e-06
R_2AGPEAT120	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_ttdcea_e	1.965643327135045e-06	1.965643327135045e-06	1.965643327135045e-06	1.965643327135045e-06	1.965643327135045e-06	1.965643327135045e-06	1.965643327135045e-06	1.965643327135045e-06
R_EX_enlipa_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_2AGPEAT140	1.2099990872177935e-05	1.2099990872177935e-05	1.2099990872177935e-05	1.2099990872177935e-05	1.2099990872177935e-05	1.2099990872177935e-05	1.2099990872177935e-05	1.2099990872177935e-05
R_2AGPEAT141	1.209999087341978e-05	1.209999087341978e-05	1.209999087341978e-05	1.209999087341978e-05	1.209999087341978e-05	1.209999087341978e-05	1.209999087341978e-05	1.209999087341978e-05
R_2AGPEAT160	4.718021435691491e-06	4.718021435691491e-06	4.718021435691491e-06	4.718021435691491e-06	4.718021435691491e-06	4.718021435691491e-06	4.718021435691491e-06	4.718021435691491e-06
R_EX_ttrcyc_e	2.6593075130253413e-06	2.6593075130253413e-06	2.6593075130253413e-06	2.6593075130253413e-06	2.6593075130253413e-06	2.6593075130253413e-06	2.6593075130253413e-06	2.6593075130253413e-06
R_EX_enter_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_2AGPEAT161	2.058713922700407e-06	2.058713922700407e-06	2.058713922700407e-06	2.058713922700407e-06	2.058713922700407e-06	2.058713922700407e-06	2.058713922700407e-06	2.058713922700407e-06
R_EX_etha_e	8.40437812177271e-06	8.40437812177271e-06	8.40437812177271e-06	8.40437812177271e-06	8.40437812177271e-06	8.40437812177271e-06	8.40437812177271e-06	8.40437812177271e-06
R_2AGPEAT180	8.404378129767999e-06	8.404378129767999e-06	8.404378129767999e-06	8.404378129767999e-06	8.404378129767999e-06	8.404378129767999e-06	8.404378129767999e-06	8.404378129767999e-06
R_2AGPEAT181	0.0033039510992049	0.0033039510992049	0.0033039510992049	0.0033039510992049	0.0033039510992049	0.0033039510992049	0.0033039510992049	0.0033039510992049
R_EX_tungs_e	0.0033024058292145	0.0033024058292145	0.0033024058292145	0.0033024058292145	0.0033024058292145	0.0033024058292145	0.0033024058292145	0.0033024058292145
R_EX_tym_e	0.0032950588528239	0.0032950588528239	0.0032950588528239	0.0032950588528239	0.0032950588528239	0.0032950588528239	0.0032950588528239	0.0032950588528239
R_2AGPG120tipp	0.003285437757261	0.003285437757261	0.003285437757261	0.003285437757261	0.003285437757261	0.003285437757261	0.003285437757261	0.003285437757261
R_EX_ethso3_e	0.0025640833856241	0.0025640833856241	0.0025640833856241	0.0025640833856241	0.0025640833856241	0.0025640833856241	0.0025640833856241	0.0025640833856241
R_2AGPG140tipp	0.0025544845267718	0.0025544845267718	0.0025544845267718	0.0025544845267718	0.0025544845267718	0.0025544845267718	0.0025544845267718	0.0025544845267718
R_2AGPG141tipp	1.8653996842906816e-05	1.8653996842906816e-05	1.8653996842906816e-05	1.8653996842906816e-05	1.8653996842906816e-05	1.8653996842906816e-05	1.8653996842906816e-05	1.8653996842906816e-05
R_2AGPG160tipp	0.000881553593931	0.000881553593931	0.000881553593931	0.000881553593931	0.000881553593931	0.000881553593931	0.000881553593931	0.000881553593931
R_2AGPG161tipp	0.0027627039962541	0.0027627039962541	0.0027627039962541	0.0027627039962541	0.0027627039962541	0.0027627039962541	0.0027627039962541	0.0027627039962541
R_EX_tyr__L_e	9.087675237491806e-11	9.087675237491806e-11	9.087675237491806e-11	9.087675237491806e-11	9.087675237491806e-11	9.087675237491806e-11	9.087675237491806e-11	9.087675237491806e-11
R_EX_tyrp_e	0.0200245402746859	0.0200245402746859	0.0200245402746859	0.0200245402746859	0.0200245402746859	0.0200245402746859	0.0200245402746859	0.0200245402746859
R_EX_uacgam_e	0.0009206725856818	0.0009206725856818	0.0009206725856818	0.0009206725856818	0.0009206725856818	0.0009206725856818	0.0009206725856818	0.0009206725856818
R_EX_udpacgal_e	2.914552280075533e-15	2.914552280075533e-15	2.914552280075533e-15	2.914552280075533e-15	2.914552280075533e-15	2.914552280075533e-15	2.914552280075533e-15	2.914552280075533e-15
R_EX_udpg_e	5.166032317862712e-05	5.166032317862712e-05	5.166032317862712e-05	5.166032317862712e-05	5.166032317862712e-05	5.166032317862712e-05	5.166032317862712e-05	5.166032317862712e-05
R_2AGPG180tipp	6.051986574430986e-06	6.051986574430986e-06	6.051986574430986e-06	6.051986574430986e-06	6.051986574430986e-06	6.051986574430986e-06	6.051986574430986e-06	6.051986574430986e-06
R_2AGPG181tipp	3.5126118590078397e-06	3.5126118590078397e-06	3.5126118590078397e-06	3.5126118590078397e-06	3.5126118590078397e-06	3.5126118590078397e-06	3.5126118590078397e-06	3.5126118590078397e-06
R_2AGPGAT120	3.725782703190017e-13	3.725782703190017e-13	3.725782703190017e-13	3.725782703190017e-13	3.725782703190017e-13	3.725782703190017e-13	3.725782703190017e-13	3.725782703190017e-13
R_EX_udpgal_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_etoh_e	0.08132250489008	0.08132250489008	0.08132250489008	0.08132250489008	0.08132250489008	0.08132250489008	0.08132250489008	0.08132250489008
R_EX_udpglcur_e	0.102506835635013	0.102506835635013	0.102506835635013	0.102506835635013	0.102506835635013	0.102506835635013	0.102506835635013	0.102506835635013
R_2AGPGAT140	0.0009423021263025	0.0009423021263025	0.0009423021263025	0.0009423021263025	0.0009423021263025	0.0009423021263025	0.0009423021263025	0.0009423021263025
R_2AGPGAT141	0.0023064636227843	0.0023064636227843	0.0023064636227843	0.0023064636227843	0.0023064636227843	0.0023064636227843	0.0023064636227843	0.0023064636227843
R_2AGPGAT160	0.1287655419490554	0.1287655419490554	0.1287655419490554	0.1287655419490554	0.1287655419490554	0.1287655419490554	0.1287655419490554	0.1287655419490554
R_2AGPGAT161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_ump_e	1.7994636394872468e-06	1.7994636394872468e-06	1.7994636394872468e-06	1.7994636394872468e-06	1.7994636394872468e-06	1.7994636394872468e-06	1.7994636394872468e-06	1.7994636394872468e-06
R_2AGPGAT180	4.734993194055075e-06	4.734993194055075e-06	4.734993194055075e-06	4.734993194055075e-06	4.734993194055075e-06	4.734993194055075e-06	4.734993194055075e-06	4.734993194055075e-06
R_EX_f6p_e	2.666956267801311e-06	2.666956267801311e-06	2.666956267801311e-06	2.666956267801311e-06	2.666956267801311e-06	2.666956267801311e-06	2.666956267801311e-06	2.666956267801311e-06
R_2AGPGAT181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_ura_e	2.068036926334496e-06	2.068036926334496e-06	2.068036926334496e-06	2.068036926334496e-06	2.068036926334496e-06	2.068036926334496e-06	2.068036926334496e-06	2.068036926334496e-06
R_2DGULRGx	-1.8653996922529323e-05	-1.8653996922529323e-05	-1.8653996922529323e-05	-1.8653996922529323e-05	-1.8653996922529323e-05	-1.8653996922529323e-05	-1.8653996922529323e-05	-1.8653996922529323e-05
R_EX_urea_e	-1.865399698121415e-05	-1.865399698121415e-05	-1.865399698121415e-05	-1.865399698121415e-05	-1.865399698121415e-05	-1.865399698121415e-05	-1.865399698121415e-05	-1.865399698121415e-05
R_2DGULRGy	4.409971413676156e-06	4.409971413676156e-06	4.409971413676156e-06	4.409971413676156e-06	4.409971413676156e-06	4.409971413676156e-06	4.409971413676156e-06	4.409971413676156e-06
R_EX_fald_e	2.871421071316762e-06	2.871421071316762e-06	2.871421071316762e-06	2.871421071316762e-06	2.871421071316762e-06	2.871421071316762e-06	2.871421071316762e-06	2.871421071316762e-06
R_2DGULRx	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_2DGULRy	1.5385503423523456e-06	1.5385503423523456e-06	1.5385503423523456e-06	1.5385503423523456e-06	1.5385503423523456e-06	1.5385503423523456e-06	1.5385503423523456e-06	1.5385503423523456e-06
R_EX_uri_e	1.1458319472400377e-05	1.1458319472400377e-05	1.1458319472400377e-05	1.1458319472400377e-05	1.1458319472400377e-05	1.1458319472400377e-05	1.1458319472400377e-05	1.1458319472400377e-05
R_2MAHMP	1.1458319474908114e-05	1.1458319474908114e-05	1.1458319474908114e-05	1.1458319474908114e-05	1.1458319474908114e-05	1.1458319474908114e-05	1.1458319474908114e-05	1.1458319474908114e-05
R_34dhpactex	9.568506153520723e-06	9.568506153520723e-06	9.568506153520723e-06	9.568506153520723e-06	9.568506153520723e-06	9.568506153520723e-06	9.568506153520723e-06	9.568506153520723e-06
R_EX_fe2_e	0.0027627039962795	0.0027627039962795	0.0027627039962795	0.0027627039962795	0.0027627039962795	0.0027627039962795	0.0027627039962795	0.0027627039962795
R_3AMACHYD	-0.0027627039962713	-0.0027627039962713	-0.0027627039962713	-0.0027627039962713	-0.0027627039962713	-0.0027627039962713	-0.0027627039962713	-0.0027627039962713
R_3AMPtex	4.4040942360480485e-06	4.4040942360480485e-06	4.4040942360480485e-06	4.4040942360480485e-06	4.4040942360480485e-06	4.4040942360480485e-06	4.4040942360480485e-06	4.4040942360480485e-06
R_3CMPtex	2.873494935035539e-06	2.873494935035539e-06	2.873494935035539e-06	2.873494935035539e-06	2.873494935035539e-06	2.873494935035539e-06	2.873494935035539e-06	2.873494935035539e-06
R_3GMPtex	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_fe3_e	1.5305993009517336e-06	1.5305993009517336e-06	1.5305993009517336e-06	1.5305993009517336e-06	1.5305993009517336e-06	1.5305993009517336e-06	1.5305993009517336e-06	1.5305993009517336e-06
R_3HAD100	-0.002758393536931	-0.002758393536931	-0.002758393536931	-0.002758393536931	-0.002758393536931	-0.002758393536931	-0.002758393536931	-0.002758393536931
R_EX_fe3dcit_e	6.1884770055405735e-06	6.1884770055405735e-06	6.1884770055405735e-06	6.1884770055405735e-06	6.1884770055405735e-06	6.1884770055405735e-06	6.1884770055405735e-06	6.1884770055405735e-06
R_3HAD120	6.188477006291732e-06	6.188477006291732e-06	6.188477006291732e-06	6.188477006291732e-06	6.188477006291732e-06	6.188477006291732e-06	6.188477006291732e-06	6.188477006291732e-06
R_5DOAN	4.0002021041910994e-11	4.0002021041910994e-11	4.0002021041910994e-11	4.0002021041910994e-11	4.0002021041910994e-11	4.0002021041910994e-11	4.0002021041910994e-11	4.0002021041910994e-11
R_EX_fe3dhbzs_e	3.954196822406053e-11	3.954196822406053e-11	3.954196822406053e-11	3.954196822406053e-11	3.954196822406053e-11	3.954196822406053e-11	3.954196822406053e-11	3.954196822406053e-11
R_5MTRtex	4.8685687259868495e-06	4.8685687259868495e-06	4.8685687259868495e-06	4.8685687259868495e-06	4.8685687259868495e-06	4.8685687259868495e-06	4.8685687259868495e-06	4.8685687259868495e-06
R_5MTRtpp	2.720094484707708e-06	2.720094484707708e-06	2.720094484707708e-06	2.720094484707708e-06	2.720094484707708e-06	2.720094484707708e-06	2.720094484707708e-06	2.720094484707708e-06
R_3HAD121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_3HAD140	2.148474241380907e-06	2.148474241380907e-06	2.148474241380907e-06	2.148474241380907e-06	2.148474241380907e-06	2.148474241380907e-06	2.148474241380907e-06	2.148474241380907e-06
R_A5PISO	1.775836575339088e-05	1.775836575339088e-05	1.775836575339088e-05	1.775836575339088e-05	1.775836575339088e-05	1.775836575339088e-05	1.775836575339088e-05	1.775836575339088e-05
R_EX_fe3hox_e	3.721787480027018e-06	3.721787480027018e-06	3.721787480027018e-06	3.721787480027018e-06	3.721787480027018e-06	3.721787480027018e-06	3.721787480027018e-06	3.721787480027018e-06
R_AACPS1	9.92905159840224e-06	9.92905159840224e-06	9.92905159840224e-06	9.92905159840224e-06	9.92905159840224e-06	9.92905159840224e-06	9.92905159840224e-06	9.92905159840224e-06
R_AACPS2	4.107502655185113e-06	4.107502655185113e-06	4.107502655185113e-06	4.107502655185113e-06	4.107502655185113e-06	4.107502655185113e-06	4.107502655185113e-06	4.107502655185113e-06
R_3HAD141	2.431515797238213e-11	2.431515797238213e-11	2.431515797238213e-11	2.431515797238213e-11	2.431515797238213e-11	2.431515797238213e-11	2.431515797238213e-11	2.431515797238213e-11
R_EX_fe3hox_un_e	0.0009206725856942	0.0009206725856942	0.0009206725856942	0.0009206725856942	0.0009206725856942	0.0009206725856942	0.0009206725856942	0.0009206725856942
R_AACPS3	0.002564083385565	0.002564083385565	0.002564083385565	0.002564083385565	0.002564083385565	0.002564083385565	0.002564083385565	0.002564083385565
R_AACPS4	0.0025640833855945	0.0025640833855945	0.0025640833855945	0.0025640833855945	0.0025640833855945	0.0025640833855945	0.0025640833855945	0.0025640833855945
R_AACPS5	4.906279175956114e-06	4.906279175956114e-06	4.906279175956114e-06	4.906279175956114e-06	4.906279175956114e-06	4.906279175956114e-06	4.906279175956114e-06	4.906279175956114e-06
R_3HAD160	2.7375184588260124e-06	2.7375184588260124e-06	2.7375184588260124e-06	2.7375184588260124e-06	2.7375184588260124e-06	2.7375184588260124e-06	2.7375184588260124e-06	2.7375184588260124e-06
R_AACPS6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_fecrm_e	2.168760717225748e-06	2.168760717225748e-06	2.168760717225748e-06	2.168760717225748e-06	2.168760717225748e-06	2.168760717225748e-06	2.168760717225748e-06	2.168760717225748e-06
R_AACPS7	0.0005281165502017	0.0005281165502017	0.0005281165502017	0.0005281165502017	0.0005281165502017	0.0005281165502017	0.0005281165502017	0.0005281165502017
R_3HAD161	2.7455365882319324e-06	2.7455365882319324e-06	2.7455365882319324e-06	2.7455365882319324e-06	2.7455365882319324e-06	2.7455365882319324e-06	2.7455365882319324e-06	2.7455365882319324e-06
R_AACPS8	0.0005253710136135	0.0005253710136135	0.0005253710136135	0.0005253710136135	0.0005253710136135	0.0005253710136135	0.0005253710136135	0.0005253710136135
R_EX_fecrm_un_e	2.8681140099155885e-11	2.8681140099155885e-11	2.8681140099155885e-11	2.8681140099155885e-11	2.8681140099155885e-11	2.8681140099155885e-11	2.8681140099155885e-11	2.8681140099155885e-11
R_AACPS9	1.7758341733698527e-05	1.7758341733698527e-05	1.7758341733698527e-05	1.7758341733698527e-05	1.7758341733698527e-05	1.7758341733698527e-05	1.7758341733698527e-05	1.7758341733698527e-05
R_3HAD180	3.620694391005819e-11	3.620694391005819e-11	3.620694391005819e-11	3.620694391005819e-11	3.620694391005819e-11	3.620694391005819e-11	3.620694391005819e-11	3.620694391005819e-11
R_3HAD181	0.0026966077476592	0.0026966077476592	0.0026966077476592	0.0026966077476592	0.0026966077476592	0.0026966077476592	0.0026966077476592	0.0026966077476592
R_AACTOOR	5.34509632240274e-06	5.34509632240274e-06	5.34509632240274e-06	5.34509632240274e-06	5.34509632240274e-06	5.34509632240274e-06	5.34509632240274e-06	5.34509632240274e-06
R_AADDGT	-0.0044395222322677	-0.0044395222322677	-0.0044395222322677	-0.0044395222322677	-0.0044395222322677	-0.0044395222322677	-0.0044395222322677	-0.0044395222322677
R_AAMYL	-0.0005114015022077	-0.0005114015022077	-0.0005114015022077	-0.0005114015022077	-0.0005114015022077	-0.0005114015022077	-0.0005114015022077	-0.0005114015022077
R_AAMYLpp	-3.071792664734738e-06	-3.071792664734738e-06	-3.071792664734738e-06	-3.071792664734738e-06	-3.071792664734738e-06	-3.071792664734738e-06	-3.071792664734738e-06	-3.071792664734738e-06
R_AB6PGH	3.071792670577937e-06	3.071792670577937e-06	3.071792670577937e-06	3.071792670577937e-06	3.071792670577937e-06	3.071792670577937e-06	3.071792670577937e-06	3.071792670577937e-06
R_ABTA	-0.0026966077476592	-0.0026966077476592	-0.0026966077476592	-0.0026966077476592	-0.0026966077476592	-0.0026966077476592	-0.0026966077476592	-0.0026966077476592
R_ABUTD	-1.4798113007764933e-05	-1.4798113007764933e-05	-1.4798113007764933e-05	-1.4798113007764933e-05	-1.4798113007764933e-05	-1.4798113007764933e-05	-1.4798113007764933e-05	-1.4798113007764933e-05
R_3HAD40	1.6864447079253747e-06	1.6864447079253747e-06	1.6864447079253747e-06	1.6864447079253747e-06	1.6864447079253747e-06	1.6864447079253747e-06	1.6864447079253747e-06	1.6864447079253747e-06
R_3HAD60	0.0005281165502017	0.0005281165502017	0.0005281165502017	0.0005281165502017	0.0005281165502017	0.0005281165502017	0.0005281165502017	0.0005281165502017
R_3HAD80	3.6642075508424494e-11	3.6642075508424494e-11	3.6642075508424494e-11	3.6642075508424494e-11	3.6642075508424494e-11	3.6642075508424494e-11	3.6642075508424494e-11	3.6642075508424494e-11
R_3HCINNMH	3.657602120966111e-11	3.657602120966111e-11	3.657602120966111e-11	3.657602120966111e-11	3.657602120966111e-11	3.657602120966111e-11	3.657602120966111e-11	3.657602120966111e-11
R_3HPPPNH	0.0035402148825581	0.0035402148825581	0.0035402148825581	0.0035402148825581	0.0035402148825581	0.0035402148825581	0.0035402148825581	0.0035402148825581
R_ABUTt2pp	-6.716306879260992e-13	-6.716306879260992e-13	-6.716306879260992e-13	-6.716306879260992e-13	-6.716306879260992e-13	-6.716306879260992e-13	-6.716306879260992e-13	-6.716306879260992e-13
R_EX_feenter_e	3.489835302892909e-06	3.489835302892909e-06	3.489835302892909e-06	3.489835302892909e-06	3.489835302892909e-06	3.489835302892909e-06	3.489835302892909e-06	3.489835302892909e-06
R_ABUTtex	3.4898353028837188e-06	3.4898353028837188e-06	3.4898353028837188e-06	3.4898353028837188e-06	3.4898353028837188e-06	3.4898353028837188e-06	3.4898353028837188e-06	3.4898353028837188e-06
R_3HPPtex	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_3HPPtpp	1.7758341733710294e-05	1.7758341733710294e-05	1.7758341733710294e-05	1.7758341733710294e-05	1.7758341733710294e-05	1.7758341733710294e-05	1.7758341733710294e-05	1.7758341733710294e-05
R_ACACCT	6.240843275574455e-11	6.240843275574455e-11	6.240843275574455e-11	6.240843275574455e-11	6.240843275574455e-11	6.240843275574455e-11	6.240843275574455e-11	6.240843275574455e-11
R_ACACT1r	2.8583103096200655e-05	2.8583103096200655e-05	2.8583103096200655e-05	2.8583103096200655e-05	2.8583103096200655e-05	2.8583103096200655e-05	2.8583103096200655e-05	2.8583103096200655e-05
R_3KGK	3.610459428981675e-11	3.610459428981675e-11	3.610459428981675e-11	3.610459428981675e-11	3.610459428981675e-11	3.610459428981675e-11	3.610459428981675e-11	3.610459428981675e-11
R_ACACT2r	5.0982001152336367e-11	5.0982001152336367e-11	5.0982001152336367e-11	5.0982001152336367e-11	5.0982001152336367e-11	5.0982001152336367e-11	5.0982001152336367e-11	5.0982001152336367e-11
R_EX_feoxam_e	-6.323484856400606e-11	-6.323484856400606e-11	-6.323484856400606e-11	-6.323484856400606e-11	-6.323484856400606e-11	-6.323484856400606e-11	-6.323484856400606e-11	-6.323484856400606e-11
R_ACACT3r	7.479586085929876e-11	7.479586085929876e-11	7.479586085929876e-11	7.479586085929876e-11	7.479586085929876e-11	7.479586085929876e-11	7.479586085929876e-11	7.479586085929876e-11
R_ACACT4r	-1.0408340855860844e-17	-1.0408340855860844e-17	-1.0408340855860844e-17	-1.0408340855860844e-17	-1.0408340855860844e-17	-1.0408340855860844e-17	-1.0408340855860844e-17	-1.0408340855860844e-17
R_3NTD2pp	0.0200173784753805	0.0200173784753805	0.0200173784753805	0.0200173784753805	0.0200173784753805	0.0200173784753805	0.0200173784753805	0.0200173784753805
R_3NTD4pp	0.0200173784753805	0.0200173784753805	0.0200173784753805	0.0200173784753805	0.0200173784753805	0.0200173784753805	0.0200173784753805	0.0200173784753805
R_EX_feoxam_un_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_ACACT5r	3.68294460211153e-11	3.68294460211153e-11	3.68294460211153e-11	3.68294460211153e-11	3.68294460211153e-11	3.68294460211153e-11	3.68294460211153e-11	3.68294460211153e-11
R_EX_for_e	3.6561336549953715e-11	3.6561336549953715e-11	3.6561336549953715e-11	3.6561336549953715e-11	3.6561336549953715e-11	3.6561336549953715e-11	3.6561336549953715e-11	3.6561336549953715e-11
R_ACACT6r	3.664624311471021e-11	3.664624311471021e-11	3.664624311471021e-11	3.664624311471021e-11	3.664624311471021e-11	3.664624311471021e-11	3.664624311471021e-11	3.664624311471021e-11
R_3NTD7pp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_3NTD9pp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_fru_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_3OAR100	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
