Reaction	Fructose	Gluconate	Glucose	Glycerol	Malate + Glucose	Malate	Pyruvate	Succinate + Glutamate
R_CDPDSP_BS	-4.2170580983081244e-10	-2.4750865092596683e-09	-1.8318078529920383e-09	-1.646392032165026e-09	-1.5025138881704212e-09	-2.821417848684253e-09	-9.300503961388798e-10	-8.806277431138887e-10
R_CDPMEK	-1.402146505967374e-11	-8.229656069661412e-11	-6.090754505784102e-11	-5.474190814313198e-11	-4.9958670604482585e-11	-9.380963097652275e-11	-3.0924200303396306e-11	-2.9280856500980643e-11
R_CHCOAL	-8.042245249050011e-18	-7.544700101916758e-18	3.545933192291443e-18	8.415423925231098e-19	2.0656645393571066e-19	6.366419334486403e-17	-8.693275685776217e-19	1.4426093868856617e-18
R_CYTDK2	9.999362270073785e-07	5.230369397820408e-06	4.352487082285378e-06	3.0235755491808363e-06	3.0933897487143173e-06	3.82552672114458e-06	1.1457256823120703e-06	1.3657486369649138e-06
R_DCYTt2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_CHOLD2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_DTMPt6	-3.655661604332061e-08	-1.297886256593217e-07	-1.032227350122872e-07	-4.998777963088896e-08	-8.76280734397883e-08	-7.21720486498989e-08	-2.9196261613212423e-08	-2.809114981253136e-08
R_CHORM	2.0371647312886745e-07	8.208643934638481e-07	6.284252685571035e-07	3.673691166996225e-07	5.322945601454878e-07	5.543053829828788e-07	1.994559350288493e-07	2.175180136007242e-07
R_CHORS	3.2446068386925986e-07	1.3943688434139508e-06	9.709287356029403e-07	5.951892442563421e-07	8.814043044722757e-07	1.083098674728089e-06	3.842643003715188e-07	4.477454298894348e-07
R_CYTK1	-0.0066781753953645	-0.0059573332598306	-0.0061811619400547	-0.005278606185521	-0.0058782742336886	-0.0081138841923062	-0.0089565613458954	-0.011279485471954
R_CYTK2	-0.0030325784444754	-0.0037217819705784	-0.0044991454743142	-0.0017142452397884	-0.0043010263717689	-2.3597076845630754e-05	-1.7376642424647704e-06	-1.736878237565409e-05
R_CYTOM	1.0744566930620537e-07	5.465533925372301e-07	2.9611626287465165e-07	2.627941181505833e-07	3.001480312209148e-07	6.381371695125815e-07	2.175806372954614e-07	2.476045440034935e-07
R_CITt10	0.0020281036059815	0.0013190510441908	0.0014187120396176	0.0008814007477979	0.0011040595942364	0.0015691503830859	0.0021077371341175	0.0013424998436265
R_CITt11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_CITt12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_D4DGCD	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_Cut1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_DAAOP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_DAGK_BS	2.6790522764070806e-06	1.6835070282860705e-05	1.4323648930899147e-05	6.402869988815006e-06	7.551572516335251e-06	8.031621959198648e-06	2.5053973200997e-06	4.484451215000796e-06
R_DALAOX	3.484018472225802e-06	8.472333482916772e-06	2.1705118816650173e-05	7.214374841557525e-06	3.0133319819809403e-06	2.763269949695323e-06	1.4193178796435137e-06	0.0034208384798124
R_CITt13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_CLPNS2_BS	-3.7652786201949736e-12	-2.209897738251348e-11	-1.6355427839683175e-11	-1.469990670989128e-11	-1.3415294113802463e-11	-2.519119415478069e-11	-8.30401434888822e-12	-7.862755336599942e-12
R_CITt14	0.0081815755601558	0.0074431687969796	0.0072768524020792	0.0061150074184504	0.0061709886714119	0.005580039826769	0.0100824254584353	0.0092123502271805
R_CITt2r	-0.0261093760655312	-0.0235816231508702	-0.0239976150177687	-0.0265078518972167	-0.0247510294621466	-0.0247240276287917	-0.0263904385438771	-0.0297314418107297
R_DAPDC	2.9944519839788933e-07	1.2290580218450277e-06	8.232155595678088e-07	6.031684210065437e-07	8.485437095941282e-07	1.029382350890404e-06	3.520318297785527e-07	6.864982908636106e-07
R_DAPE	2.9867846951942e-07	1.2245579167832754e-06	8.19885038510354e-07	6.001750157136332e-07	8.458118978676987e-07	1.0242525597878305e-06	3.503408486892068e-07	6.848971680906146e-07
R_ETHAAL	5.0316004116364816e-11	1.4197860558055563e-09	1.3774684337456502e-10	1.0151444549196855e-09	5.550405630047298e-10	3.064747182335841e-09	6.8015785654868e-10	2.3979192180142657e-10
R_DB4PS	1.6677255756372688e-07	7.7292125167092e-07	5.024203978941209e-07	3.021071686708081e-07	4.917251631561349e-07	5.596699078383067e-07	1.833718316048136e-07	1.9444077549886801e-07
R_DBTS	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_FOLt	-9.087052149983621e-08	-4.45041124012141e-07	-2.562563012412089e-07	-1.8195093982875665e-07	-2.557218084092705e-07	-4.4697136456980934e-07	-1.5834928026106645e-07	-2.0942305952245666e-07
R_FORAMD	7.994153621424972e-07	4.172960244262283e-06	3.7112516880237305e-06	1.7488008397054388e-06	2.6809790964231e-06	2.038849019301369e-06	5.999913235310503e-07	4.112204489983508e-07
R_DCMPDA	1.4500639505024284e-06	7.388086322328441e-06	7.675924499696836e-06	3.6840128261136497e-06	5.832533006320359e-06	4.334009365786501e-06	7.754855596988805e-07	2.052925315882742e-06
R_ETOHt3	0.0065433733044974	0.001078722661099	0.0078167593282666	0.0041170207194754	0.005234484911349	1.5742697973057257e-06	5.232741022216855e-07	5.593658368051132e-07
R_CMPDAi	0.0066529365378719	0.0058772711572873	0.0061267132313628	0.0051833644733337	0.0058640404334748	0.0079600112641554	0.0089438383354532	0.0095557934124246
R_FRTT	-2.0031130580523016e-12	-1.175666798003394e-11	-8.701075027845168e-12	-7.820280312797635e-12	-7.136958061741594e-12	-1.3401166508108456e-11	-4.417757285820741e-12	-4.182979115194415e-12
R_EX_2ddglcn_e	-4.242458768582795e-09	-2.727360291014985e-08	-1.5547669133491742e-08	-1.761987440889925e-08	-1.409820326480894e-08	-3.0187234224599745e-08	-9.013575515280968e-09	-8.732372205659942e-09
R_DDGLCNt2r	4.242458769704305e-09	2.7273602924704488e-08	1.554766913131056e-08	1.7619874403268513e-08	1.4098203264534261e-08	3.018723422273939e-08	9.013575500566029e-09	8.732372203806849e-09
R_DDGLK	4.242458764024076e-09	2.7273602911807633e-08	1.554766912675147e-08	1.7619874418322085e-08	1.409820327007216e-08	3.0187234209089884e-08	9.013575512287747e-09	8.732372216459158e-09
R_EX_2hxmp_e	-1.5414075234030457e-18	-1.410626510302421e-19	-7.371191131533151e-19	-1.3113313623709794e-20	1.4524158641505126e-19	2.903118024134567e-18	-1.610983832241199e-19	2.69354076784056e-19
R_DGK1	-2.708020910638376e-07	-1.638809454654333e-06	-1.3153032145593602e-06	-6.878129387988263e-07	-1.1564827848142831e-06	-7.221313322591794e-07	-1.654875986523141e-07	-1.8183991951428727e-07
R_DGNSK	1.676254716334205e-06	8.842723390879077e-06	6.726995172664462e-06	4.162338443185252e-06	4.190527658067255e-06	5.888217378646957e-06	1.8069098212929448e-06	2.6165383108634143e-06
R_G1Pt6_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_DHAD1	1.3466931919153237e-05	1.913546022588313e-05	6.836008451653124e-05	9.221301301218943e-06	9.319296280775726e-06	7.771071060923514e-06	4.525710046524298e-06	2.774139192237549e-06
R_G3POA_BS	-8.052324344099686e-10	-4.75453462974065e-09	-3.5190763950978104e-09	-3.1636776232220436e-09	-2.8873305272589917e-09	-5.435099371124119e-09	-1.7858809276671452e-09	-1.69159253299095e-09
R_EX_2pg_e	2.527212590223903e-07	1.0667579524705588e-06	8.743248183648075e-07	3.969333239840021e-07	1.0697901587177268e-06	7.796432683515135e-07	2.04655570880542e-07	1.595478811883102e-07
R_DHAD2	3.93644447849444e-07	1.9271409328305065e-06	1.127864831643038e-06	1.0701290941091976e-06	1.4002815294476493e-06	1.565424409182582e-06	4.652019966982302e-07	4.67084189575681e-07
R_DHBD	-3.469446951953614e-18	-3.469446951953614e-18	-1.0408340855860844e-17	0.0	3.469446951953614e-18	1.0408340855860844e-17	0.0	0.0
R_DHBS	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_2pglyc_e	-1.484166811808733e-09	-1.1004623008147572e-08	-7.450462805640822e-09	-9.116753044071428e-09	-6.641939699359376e-09	-1.0939109116854734e-08	-2.875232855411918e-09	-2.556515948323522e-09
R_DHDPRy	2.986784695221792e-07	1.2245579167806191e-06	8.198850385071123e-07	6.001750157035238e-07	8.458118978723529e-07	1.0242525597800285e-06	3.50340848690516e-07	6.84897168090427e-07
R_DHDPS	2.986784695182924e-07	1.2245579167864368e-06	8.198850385165404e-07	6.001750157019855e-07	8.458118978736709e-07	1.024252559790622e-06	3.503408486912368e-07	6.848971680917756e-07
R_G5SADs	9.382843803174348e-05	0.0012662464797096	0.0012728437246728	0.0003831055296525	0.0013174379308325	3.107887246014615e-05	6.969253680284143e-06	9.177811782105916e-06
R_G6Pt6_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_GALTpts	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_FOLR2	-9.087052147901953e-08	-4.450411240156105e-07	-2.562563012446784e-07	-1.8195093982181779e-07	-2.557218084092705e-07	-4.469713645802176e-07	-1.5834928026106645e-07	-2.0942305952245666e-07
R_DHFR	6.46366873739701e-08	2.952814534551429e-07	1.9898686394459467e-07	1.1710956554847329e-07	2.0359219221610658e-07	2.6504658841644546e-07	9.581040379125216e-08	1.819670048149036e-07
R_DHFS	9.086775781181965e-08	4.450249033616364e-07	2.5624429636290856e-07	1.819401500457948e-07	2.557119615791504e-07	4.469528742232974e-07	1.5834318511502357e-07	2.094172882565491e-07
R_DHNAOT7	-2.003326281315299e-12	-1.1756667400734598e-11	-8.701083919740155e-12	-7.820240065106063e-12	-7.136960726209021e-12	-1.3401786444816524e-11	-4.4177712696762345e-12	-4.182980841539811e-12
R_EX_3amba_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_3amp_e	2.23078071817331e-09	4.794803176596604e-10	-9.414016675184804e-10	-1.1507488151296822e-08	1.1373834056172507e-09	-1.2115704556864551e-09	2.59454035365099e-09	9.647157754499049e-09
R_GAM6Pt	-5.834356816072917e-08	-1.9674417610013323e-07	-2.1547588002768242e-07	-6.374489959493079e-08	-1.6931931867344985e-07	-6.90084257168322e-08	-2.3668749637301145e-08	-2.3994166039459364e-08
R_EX_3cmp_e	1.2509163523801972e-08	4.5730538275654914e-08	3.066761694878656e-08	9.030927248756015e-09	3.252352393732041e-08	3.3780167278527414e-08	1.3506408576419314e-08	1.995710374440253e-08
R_GGTT	-2.0028608682916552e-12	-1.1756506810008203e-11	-8.701075715471086e-12	-7.820263771684204e-12	-7.136967762126935e-12	-1.3401600414774888e-11	-4.417731649333002e-12	-4.1829871470252066e-12
R_GCALDD	9.086775781050254e-08	4.4502490336032797e-07	2.562442963658355e-07	1.8194015003471717e-07	2.557119615782432e-07	4.469528741921217e-07	1.583431851156132e-07	2.094172882539497e-07
R_EX_3gmp_e	4.439661951610358e-09	1.1019822399812036e-08	5.3707091977586695e-09	-7.872436267204619e-09	7.46565234606615e-09	1.1918170908359821e-08	7.2141778707591965e-09	1.6733913339013183e-08
R_GAPD	0.0348761150958744	0.0312417971882467	0.0395437245935409	0.021913996907876	0.0359290898806788	0.0119852825271255	0.0087899091097367	0.004459079653068
R_G1Dx	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_GALt2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_DHNPA_1	9.086775781201248e-08	4.4502490336159566e-07	2.5624429635750226e-07	1.8194015003786842e-07	2.557119615762038e-07	4.469528742133297e-07	1.5834318511443305e-07	2.094172882569149e-07
R_DHORTS	-2.763058423345399e-07	-1.2892699648783812e-06	-7.752253251801233e-07	-5.233721886814535e-07	-8.098922469439163e-07	-1.3970162594141575e-06	-4.898212931613022e-07	-7.600248371347762e-07
R_DHORDi	2.763058423414788e-07	1.2892699648887895e-06	7.752253251766539e-07	5.233721886814535e-07	8.098922469404468e-07	1.3970162594072189e-06	4.898212931682411e-07	7.600248371417151e-07
R_EX_3pg_e	4.3643836074937533e-07	1.3130842449993591e-06	1.6545757315373606e-06	4.510940807934522e-07	2.1179767004487213e-06	7.408088505453803e-07	1.956289635293348e-07	1.5375008134001825e-07
R_GK1	2.967357078872968e-07	1.6451778135223585e-06	1.2266930389664976e-06	6.798618187968397e-07	1.099476055671511e-06	9.62941045457022e-07	2.786677877411603e-07	3.2876791194666466e-07
R_ETHSabc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_GBBTNabc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_GK2	1.4771613797426308e-07	8.215705039615884e-07	5.934397884141407e-07	3.385856627603767e-07	5.564282504477713e-07	4.819351742575695e-07	1.3551619944957016e-07	1.5844779119311705e-07
R_GLCRAL_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_GLU_Dt2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_DINSK	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_GLXt2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_GLYCOGENt	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_FE3t	5.018171433476634e-10	3.749292738204566e-09	2.499573821334725e-09	2.4640771547477834e-09	2.223142782935988e-09	3.6994805498852948e-09	8.503796362355013e-10	1.17174311113187e-09
R_DHQTi	3.244606838655184e-07	1.3943688434159274e-06	9.709287356086949e-07	5.951892442547513e-07	8.814043044730324e-07	1.0830986747478732e-06	3.8426430037236125e-07	4.4774542988859634e-07
R_FEDCabc	-5.277972329613208e-10	-3.9017757443316394e-09	-2.6124262732367093e-09	-2.5655066694007383e-09	-2.3157083696599238e-09	-3.873300043302401e-09	-9.076773845851626e-10	-1.2259960726168183e-09
R_GLYt2r	-3.0864877886144226e-07	-1.4057012169658989e-06	-8.187281015092918e-07	-4.823498837673579e-07	-1.6089266599919605e-06	-2.2175716058447925e-06	-3.8751094608852076e-07	-0.0008152246733966
R_FERXAabc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_GMPt6	-2.7432852725550742e-09	-2.61753304447998e-09	2.1338328673459195e-10	1.1792388759923613e-08	-1.954092724437695e-09	-9.183849410121513e-10	-3.5843425866266543e-09	-1.0190136869731026e-08
R_DHQS	3.244606838671988e-07	1.3943688434156877e-06	9.709287356037008e-07	5.951892442626846e-07	8.814043044725369e-07	1.0830986747447045e-06	3.842643003763418e-07	4.4774542988532e-07
R_H2Ot	-0.0472335361464203	-0.0554302989729076	-0.0474601364164083	-0.0646576867897263	-0.0551732761383754	-0.0464069907212215	-0.0241606055255336	-0.0088283022231425
R_FFSD	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_FGLU_1	7.99415362142405e-07	4.172960244262393e-06	3.711251688024675e-06	1.7488008397062748e-06	2.680979096423116e-06	2.0388490193007504e-06	5.999913235310795e-07	4.112204489983663e-07
R_FLVR_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_FMETDF	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_FMNRy	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_HCO3E	0.0126195028518447	0.0098129515462686	0.0119072853098794	0.0079558828918515	0.0022499706178165	0.0044477939088736	0.0175931758675214	0.0125777838321611
R_HEMECS	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_HEMEDS	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_FMETTRS_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_FMNAT	-1.7347234759768068e-17	-6.938893903907228e-18	2.4286128663675302e-17	-1.0755285551056204e-16	-6.938893903907228e-18	5.551115123125783e-17	0.0	-1.0408340855860844e-17
R_FORt2	-0.0170979059822106	-0.0195049279862823	-0.0175553772220686	-0.016646700528507	-0.0193267090052075	-0.0176147790976626	-0.0150541428265232	-0.0102345358635059
R_GSNt2	-5.0638704444938565e-09	-1.560944939971165e-08	-6.297486403877839e-09	7.01804593258859e-09	-9.19181044473083e-09	-1.3653553763287585e-08	-7.257546279226812e-09	-1.6246367640082582e-08
R_DIPEPabc1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_GLYBt2r	-0.0049388147020974	-0.006116383254125	-0.0064227259655532	-0.0027521336258193	-0.0053068660475628	-0.0017676139871638	-0.0007954928530882	-0.0047770958451027
R_GLYO1	0.0085590208658769	0.0097571519251608	0.0089077463717987	0.0083289155667385	0.0096654536482345	0.0088105375494537	0.007528413456479	0.0047116140972096
R_FTHFD	0.0085569180200736	0.0097463034594614	0.0088995526318907	0.0083230029392495	0.009658689335372	0.0088030977644387	0.0075258997492717	0.005521664768773
R_HEX7	2.4414584958874634e-09	1.5577495355477255e-08	0.0153691872971772	1.0017334618490829e-08	0.0161012392890598	1.845333914101741e-08	5.627979541519133e-09	5.449192359204855e-09
R_FUM	0.0057629358331004	0.0036475536856459	0.0052108117939823	0.0034163470621449	-0.0022516192238967	-0.0036261769545781	0.0101306772195913	0.022285175098232
R_DKI	0.0	3.469446951953614e-18	0.0	0.0	-1.0408340855860844e-17	1.7347234759768068e-17	0.0	6.938893903907228e-18
R_FUMt2r	-2.0708988599654757e-07	-1.056949779816574e-06	-5.409575489848106e-07	-2.997431219481373e-07	-0.0024272501907953	-0.0036525044700647	-6.014020826894395e-07	-2.141438670485996e-06
R_GTPCII	8.338627878284027e-08	3.8646062583446745e-07	2.512101989560958e-07	1.5105358433514637e-07	2.45862581579041e-07	2.798349539033188e-07	9.168591580535494e-08	9.722038775065483e-08
R_G1PACT	-2.3636938240034766e-09	-1.4460298691093554e-08	-1.0712162865078591e-08	-9.682171144692608e-09	-8.736616416427092e-09	-1.6333749176117296e-08	-5.422721976316991e-09	-5.105972315094798e-09
R_GRTT	-2.0030237819912258e-12	-1.1756629788244456e-11	-8.701072406487313e-12	-7.82025290229464e-12	-7.136953788557801e-12	-1.3401475828571751e-11	-4.4177331062322746e-12	-4.182972494812392e-12
R_G1PPDM	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_DKII	8.005650324906838e-18	-4.909273307328235e-18	-6.124089696257847e-18	2.2094068119148777e-18	7.00860370614446e-19	9.382703204502966e-19	-2.500472365151446e-18	4.38850959790601e-18
R_G3PCT	-2.986002506183119e-09	-2.040984570624517e-08	-1.5155473418003743e-08	-1.3647284835848469e-08	-1.2390928480414433e-08	-2.3122414758070893e-08	-7.627700232736324e-09	-7.280291164213573e-09
R_GLCRt2r	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_GLCURt2r	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_G1SAT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_DKMD2K	1.872432721875853e-07	8.423735607521068e-07	5.379553163948664e-07	4.226440664625949e-07	4.70058602088416e-07	6.534464420898821e-07	2.226129587371141e-07	3.5569450276748925e-07
R_G3PD1ir	0.0149276214379094	0.0126924172843308	0.0147814645058126	0.0115232607142006	0.0144495814986383	0.0124944543346731	0.0097043969463223	0.0119216552891805
R_G3PD4	0.0149279775291454	0.0126924408687138	0.0147814811336401	0.0237565290745832	0.0144495949865512	0.01249448455882	0.009704407093062	0.0119216649489031
R_GLCP	0.001680371978389	0.0025237334017029	0.001820631494649	0.0002410913689512	0.0010745990793208	9.090522968741256e-05	0.0036703033256743	0.0048027625063308
R_GLCRD_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_GLCS1	0.001680371978389	0.0025237334017029	0.001820631494649	0.0002410913689512	0.0010745990793208	9.090522968742062e-05	0.0036703033256743	0.0048027625063308
R_G5SD	9.302456874271256e-05	0.0012618065589355	0.0012703094549294	0.0003797306133242	0.0013150182044901	2.708596236035128e-05	5.819377735617027e-06	8.448918824959617e-06
R_G6PDH2r	0.012880533439536	0.002767147681284	0.0173797166353902	0.0034462930313393	0.0109519935232838	0.0003380578197884	0.0058533428807645	0.0044168223976752
R_G6PDA	0.0156662181943549	0.0157486024496276	0.016651523900758	0.015332832062762	0.0159399571797837	0.0133982018896452	0.0115549440924536	0.0152340221531626
R_G6PI	6.938893903907228e-18	3.469446951953614e-18	-3.469446951953614e-18	0.0	0.0	3.469446951953614e-18	3.469446951953614e-18	0.0
R_GLCt2	0.0	0.0	0.0184075867393906	0.0	0.018735564544469	0.0	0.0	0.0
R_GALCTD_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_GLNS	0.0156758039681684	0.0158097157889908	0.0167205616962682	0.0153585710551225	0.0159792683769616	0.0134264616244612	0.0115664807723566	0.0152532912255141
R_GALCTRt2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_GLGC	0.001680371978389	0.0025237334017029	0.001820631494649	0.0002410913689512	0.0010745990793208	9.090522968743105e-05	0.0036703033256743	0.0048027625063308
R_DKMD3M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_GLNabc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_GLTPD	1.7347234759768068e-17	-1.0408340855860844e-17	0.0	-1.3877787807814457e-17	6.938893903907228e-18	3.469446951953614e-18	-6.938893903907228e-18	6.938893903907228e-18
R_GLUPRT	9.7114276770625e-07	4.275062638184646e-06	3.380703169010233e-06	2.250476502818445e-06	1.8922935733225357e-06	3.2688301803488985e-06	1.375379454690478e-06	3.479801297639172e-06
R_GALKr	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_GALS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_GALS2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_GALS3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_GALS4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_GLU5K	9.30245687427167e-05	0.0012618065589355	0.0012703094549294	0.0003797306133242	0.0013150182044901	2.7085962360341948e-05	5.819377735616249e-06	8.448918824958615e-06
R_GALT	0.0	-3.469446951953614e-18	3.469446951953614e-18	-3.469446951953614e-18	3.469446951953614e-18	1.0408340855860844e-17	-6.938893903907228e-18	0.0
R_GLUDxi	0.030453908338263	0.0288748196350196	0.0299768722901839	0.0298577820505226	0.0293187803702422	0.031216850388511	0.0298888420607347	0.0391287263295889
R_GALUi	-1.872664343038899e-09	-1.1132103239219761e-08	-8.233234365107034e-09	-7.406471172477502e-09	-6.749246338894066e-09	-1.2727292653808009e-08	-4.1633724835732355e-09	-3.9875744060891005e-09
R_DM1PE	1.8724327218583306e-07	8.423735607526739e-07	5.379553164076845e-07	4.226440664632791e-07	4.700586020908726e-07	6.534464420913932e-07	2.2261295873696185e-07	3.556945027648195e-07
R_GALURt2r	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_GLUN	1.2202482724049209e-06	7.966872878505849e-06	5.243019628371478e-06	2.848001805833717e-06	3.667379468944976e-06	4.035559581006777e-06	3.36704557292326e-06	6.119510813863633e-06
R_GLUTRR	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_GAMpts	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_DMATT	-2.0030730484879013e-12	-1.1756648647370276e-11	-8.701074722956835e-12	-7.820261634778723e-12	-7.1369499459381306e-12	-1.3401446229834346e-11	-4.417743760664795e-12	-4.182967567019551e-12
R_GAPDi_nadp	5.673502649336615e-07	5.233016410727777e-06	1.538322035119862e-06	0.0034263573157517	2.300233532683896e-06	0.0121846721301165	0.0107463340470668	0.0060280405566758
R_GLUR	7.667288678958605e-10	4.500105059423998e-09	3.3305210325740293e-09	2.9934052944713403e-09	2.7318117143404486e-09	5.129791105784598e-09	1.6909810843235282e-09	1.601122755212625e-09
R_GLUSy	3.86944368637025e-07	2.587567851065092e-06	1.3289174573827994e-06	1.4508726351950292e-06	1.3598685520964128e-06	1.8834339632020037e-06	5.562573148300644e-07	2.962184706011797e-07
R_GLUTRS	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_GLUt4	9.796369004937333e-09	6.289479968984197e-08	3.8035797912256544e-08	4.1793874633482094e-08	3.4229322587693043e-08	6.20951779524919e-08	1.7718505473936135e-08	0.0362028635641
R_GLUt2r	8.265523795700566e-09	5.3058866225185214e-08	3.1770624919074303e-08	3.5092472522122185e-08	2.8695239243318843e-08	5.2307809454909635e-08	1.5537575501075896e-08	0.0051391910897606
R_GLXCBL	1.5929742514033457e-07	1.661878945293115e-06	1.0671857957461602e-06	4.612043214781269e-07	8.139287951842134e-07	1.6342108714905823e-06	5.365167142864053e-07	8.955058414562773e-07
R_GARFT	7.912565753522125e-07	3.419000257313357e-06	2.881660020782184e-06	1.791973566261399e-06	1.4803367741537308e-06	2.492340028781836e-06	1.0951996969994346e-06	3.1889441891005028e-06
R_GART	1.79886192351258e-07	8.560623808694843e-07	4.990431482232019e-07	4.5850293656005765e-07	4.1195679916744325e-07	7.764901515700965e-07	2.801797576895797e-07	2.9085710853374017e-07
R_GBEZY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_GF6PTA	0.0156662741742292	0.015748784733505	0.0166517286644751	0.0153328861254904	0.0159401177624859	0.0133982545643219	0.0115549623384813	0.0152340410413563
R_GGTAe2	2.1778670651389985e-08	1.3311349485276114e-07	7.865950183971803e-08	8.412103843946025e-08	7.343464484992293e-08	1.3631914157702568e-07	4.038690594388137e-08	2.47698777855114e-08
R_GLY3Pt2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_DMPPS	-7.007387017768124e-12	-4.110624129443686e-11	-3.0430521238709993e-11	-2.735445699329996e-11	-2.4962927656462897e-11	-4.686439180311948e-11	-1.545750847158204e-11	-1.4629471384616183e-11
R_GLYAT	-2.354016817689153e-07	-2.178995337762113e-06	-7.04772793833075e-07	-1.6207205661734891e-06	-2.587337027779024e-06	-3.1027387265847306e-06	-4.979266624120793e-07	-6.257239363559319e-07
R_GLYCK	0.0117774805440805	1.667828117422417e-06	1.0713516750677956e-06	0.0093774657229961	8.17644201236845e-07	1.6396038818570251e-06	5.38127201731341e-07	8.964531660412977e-07
R_GHMT2r	0.0085600621811451	0.009760635648176	0.0089112276748261	0.0083300156689499	0.009666356576826	0.0088129006419589	0.0075296716393528	0.0055296864274365
R_GLCNt2ir	0.0	0.0246384569217826	0.0	0.0	0.0	0.0	0.0	0.0
R_DPCOAK	-3.498132122813153e-15	3.8183623912658815e-15	-1.1201286934487084e-14	-2.4461052879063708e-14	1.0816651884929062e-14	-2.9561240723071534e-14	-4.65458677970907e-15	-2.1279635302434868e-15
R_GLYCTO1	4.468351165415856e-08	2.202396506797453e-07	1.292211069412971e-07	9.60458105123556e-08	1.1607797082368153e-07	2.2041009332259966e-07	8.750755901664698e-08	1.173478622636964e-07
R_HIBHr	1.271406496149114e-05	1.6723276049123327e-05	6.612605962079095e-05	8.03621533296815e-06	7.705509122421146e-06	6.152565206658471e-06	3.869066286525388e-06	1.7781238361121218e-06
R_GLYCLTt2r	-4.766841297382252e-08	-2.3578987568689813e-07	-1.3447365223434593e-07	-9.501109258375219e-08	-1.4627593047239484e-07	-2.374818900210962e-07	-7.371085895824249e-08	-9.462594195708275e-08
R_HQNt6	-1.0408340855860844e-17	0.0	3.469446951953614e-18	0.0	0.0	-1.3877787807814457e-17	0.0	0.0
R_DPR	2.2887061878647565e-07	9.115307325479078e-07	6.539138911407508e-07	4.440418883142549e-07	6.562852850551387e-07	6.805788803212495e-07	2.35770390423938e-07	2.8229400300849493e-07
