Reaction	Fructose	Gluconate	Glucose	Glycerol	Malate + Glucose	Malate	Pyruvate	Succinate + Glutamate
R_ISOMS	0.0	3.469446951953614e-18	0.0	6.938893903907228e-18	0.0	0.0	0.0	0.0
R_GLYCt	0.0017594769379468	-4.175604022271795e-09	-1.1112440828631163e-09	-0.0337023705755266	-9.7362531231715e-10	-1.0532908423926957e-08	-3.412872314617621e-09	-3.4977319929296873e-09
R_GLYK	3.521433680800463e-07	-2.499315119380022e-09	-2.727108068724406e-09	0.012233250937903	-2.3484225687019118e-09	6.186780128207174e-10	3.877111766728888e-10	3.6074865302407286e-10
R_DRBK	0.0	0.0	-3.469446951953614e-18	3.469446951953614e-18	-3.469446951953614e-18	-6.938893903907228e-18	-6.938893903907228e-18	6.938893903907228e-18
R_GMPR	3.346004880402428e-06	2.857011679108016e-05	4.643938722173122e-05	1.0817912023919538e-05	2.2722989228891744e-05	5.427156954844258e-06	1.2576580011866895e-06	1.859200432442929e-06
R_GMPS2	3.740467598166175e-06	3.0442995916817067e-05	4.748820679422566e-05	1.1692306837291644e-05	2.374644251874023e-05	7.203969426671775e-06	1.8663160253641848e-06	2.520891809299113e-06
R_GNKr	-3.469446951953614e-18	0.0246384569217826	-3.469446951953614e-18	-3.469446951953614e-18	6.938893903907228e-18	6.938893903907228e-18	-3.469446951953614e-18	0.0
R_GPDDA4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_GPDDA1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_IMPC	-1.769942597562206e-06	-8.444410184298014e-06	-7.089281104506915e-06	-3.996874227578153e-06	-4.571079562925924e-06	-5.30356098766384e-06	-1.9740132534076924e-06	-3.889736360361493e-06
R_HEXSabc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_ICITt10	0.0100532861694338	0.0087171601534887	0.0089207233100436	0.0093410380094497	0.0072842813680096	0.0076234321825172	0.0102086604032654	0.0067970454903933
R_ICITt2	-0.0100534891772937	-0.0087184214098162	-0.0089212928923286	-0.0093413321363034	-0.0125789976143785	-0.0124797353319692	-0.0102090855519893	-0.0187874809182862
R_DRIBabc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_DRPA	0.0108753165916874	0.0133283984998206	0.0166611430903322	0.0070225695532604	0.0163582575591414	0.0001153721329279	3.1937025758536908e-06	0.0001399644477957
R_IPDPS	-7.014142379355109e-12	-4.1190320505973837e-11	-3.047701848395149e-11	-2.7387450307644988e-11	-2.4995736662907278e-11	-4.6945319825531495e-11	-1.546669713929138e-11	-1.4651379082987842e-11
R_IPDDI	5.004278241793614e-12	2.934959567046924e-11	2.17294411630764e-11	1.9534169420909464e-11	1.782598374466815e-11	3.3462985854493255e-11	1.1039759384434689e-11	1.0446508241779284e-11
R_GTHPe	-8.758749472231875e-09	-5.28047282219446e-08	-3.1186851712217134e-08	-3.320744473844783e-08	-2.9262814952440985e-08	-5.447591925125672e-08	-1.6291749897062724e-08	-1.2764340022453082e-08
R_RAFH	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_DTMPK	-1.7244001018767996e-10	-1.012089398400029e-09	-7.490458704684232e-10	-6.732273315213089e-10	-6.143940183001018e-10	-1.1537080110701756e-09	-3.80307573627503e-10	-3.6009811452131224e-10
R_HXPRT	-4.021590816177117e-06	-3.125433464595817e-05	-4.8956558435883646e-05	-1.2227502945799662e-05	-2.377722662924575e-05	-7.2750958831323265e-06	-2.1736695634648477e-06	-4.923431927834204e-06
R_HETZK	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_GTPCI	9.086775781464125e-08	4.450249033623814e-07	2.562442963567197e-07	1.819401500364481e-07	2.557119615780718e-07	4.469528742125256e-07	1.5834318511301517e-07	2.094172882555202e-07
R_GTPDPK	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_DURIK1	5.214402102696437e-07	2.615046034309647e-06	1.4537892935438409e-06	1.5166209815569303e-06	1.2059550283366396e-06	2.873330069331165e-06	1.2555669715972078e-06	7.060829990518083e-07
R_GUAD	2.085699331377346e-07	1.015715689619847e-06	5.325516008340705e-07	5.704579298493098e-07	5.054337088488719e-07	1.0276028172420035e-06	3.419139227004263e-07	3.131530853075486e-07
R_GUAPRT	2.229504243722591e-07	1.4967412558623827e-06	1.27479040934117e-06	6.142508375273081e-07	1.0971234201614943e-06	4.4254720368147593e-07	5.187852608612432e-08	4.64674452700653e-08
R_HXANt2r	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_HEMEOS_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_GUI1	3.469446951953614e-18	-3.469446951953614e-18	6.938893903907228e-18	3.469446951953614e-18	0.0	-3.469446951953614e-18	3.469446951953614e-18	0.0
R_DURIPP	0.0099821754336553	0.0114530098727247	0.0135088541291757	0.0069717767862388	0.0133789649136515	0.00011088678321	2.510701301382257e-06	0.0001384910607587
R_GUAt2r	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_HEX1	2.247032325296621e-09	1.4059667808331866e-08	0.0030384000161568	9.119057272954712e-09	0.0026343249898884	1.6664233483165637e-08	5.178446945355221e-09	4.9855272626268515e-09
R_HGt	3.469446951953614e-18	0.0	0.0	0.0	0.0	0.0	0.0	-3.469446951953614e-18
R_GUI2	0.0	0.0	-3.469446951953614e-18	-3.469446951953614e-18	0.0	-3.469446951953614e-18	0.0	0.0
R_DUTPDP	3.7023869934745e-07	1.855844969796186e-06	1.4597496919216546e-06	8.862321982006798e-07	1.0669389075791724e-06	1.3892498376152123e-06	4.118465027177981e-07	4.4765766495415765e-07
R_HACD2	-3.46279227653179e-08	-2.129562656667805e-07	-1.0019153287924021e-07	-1.1938106879785806e-07	-1.1572028468104235e-07	-1.9035786129675825e-07	-5.504861114169479e-08	-4.016584743971041e-08
R_HACD1_1	-3.4627922730623435e-08	-2.1295626565637218e-07	-1.0019153293128193e-07	-1.1938106873887744e-07	-1.1572028469492013e-07	-1.9035786137655558e-07	-5.5048611148633686e-08	-4.0165847446649305e-08
R_HEXTT	-2.0031525979663093e-12	-1.175672549901315e-11	-8.701088050739489e-12	-7.820277522062657e-12	-7.136949436943616e-12	-1.3401499713578898e-11	-4.417715594775399e-12	-4.182999305941416e-12
R_HIBD	7.954753076056984e-06	8.40316654573358e-06	4.366833806631208e-05	4.009339642685959e-06	4.418021578338418e-06	3.19232284271489e-06	1.979534080597319e-06	8.856425166452058e-07
R_HEMEAS	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_DXPRIi	-1.4021482256651652e-11	-8.229656428763379e-11	-6.090753623628241e-11	-5.4741914492786746e-11	-4.995867063143032e-11	-9.380964564579499e-11	-3.0924194985616563e-11	-2.9280853393895416e-11
R_HISDr	7.994153621397604e-07	4.17296024426278e-06	3.71125168802805e-06	1.7488008397063826e-06	2.680979096433833e-06	2.0388490193021247e-06	5.999913235271714e-07	4.11220448994637e-07
R_HISTD	7.987998298911725e-07	4.169347546099872e-06	3.7085779354701385e-06	1.7463977247659009e-06	2.67878598960318e-06	2.034730807322776e-06	5.986337987248226e-07	4.09935062732302e-07
R_LAAL17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_DXPS	-1.4021473035471619e-11	-8.229656383110061e-11	-6.090753775609687e-11	-5.4741913908692505e-11	-4.995867119854809e-11	-9.380964008080488e-11	-3.0924196446482194e-11	-2.9280854418378864e-11
R_LAAL18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_LAAL19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_HISTP	7.987998298470546e-07	4.169347546113256e-06	3.708577935512236e-06	1.7463977247508e-06	2.6787859896016767e-06	2.034730807299053e-06	5.98633798725925e-07	4.099350627234327e-07
R_HKM1PP	1.872432721857592e-07	8.423735607514052e-07	5.379553163966189e-07	4.226440664608809e-07	4.70058602088452e-07	6.534464420860953e-07	2.2261295873626493e-07	3.556945027686888e-07
R_LAAL2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_Kt2r	0.0673688504536885	0.0637244455373662	0.0672452896745933	0.0685783913063337	0.0678319194557754	0.0666590184359474	0.0592875254638581	0.0638908025132961
R_LAAL20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_LAAL21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_LAAL22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_HISt2r	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_HMBS	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_HMGCOAS	-1.1152254186582403e-06	-5.664352358933622e-06	-3.526385132438975e-06	-2.793429361800867e-06	-2.567668850603357e-06	-4.279514056666337e-06	-2.158926471049399e-06	-3.179478237523872e-06
R_LAAL23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_ECOAH1_1	-3.4627922779195686e-08	-2.1295626565637218e-07	-1.0019153289658744e-07	-1.1938106871112186e-07	-1.1572028469492013e-07	-1.903578613071666e-07	-5.50486111347559e-08	-4.0165847418893736e-08
R_LAAL24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_Kt3r	0.1147236521937259	0.1107363035255471	0.1145132267056531	0.118411303960664	0.119377759110392	0.1190379606844615	0.1029135524170671	0.1084093061497234
R_HMGL	1.11522541863835e-06	5.664352358932613e-06	3.5263851324063197e-06	2.79342936180064e-06	2.567668850608085e-06	4.279514056713176e-06	2.158926471050556e-06	3.1794782375227218e-06
R_HOXPRx	-1.592974251153623e-07	-1.661878945301981e-06	-1.0671857957507414e-06	-4.612043214662076e-07	-8.139287951888785e-07	-1.634210871456071e-06	-5.365167142917793e-07	-8.955058414562844e-07
R_HMPK1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_ECOAH2	-3.4627922848584625e-08	-2.129562656494333e-07	-1.0019153286189297e-07	-1.193810687805108e-07	-1.1572028468104235e-07	-1.9035786134879998e-07	-5.504861114169479e-08	-4.016584743971041e-08
R_HP5CD_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_Kt1	0.0314549171238287	0.0321916238729642	0.0319652745039931	0.0303206049688593	0.0358288011401671	0.0361383014999002	0.0294256189881726	0.0296649961041082
R_HPPK	9.086775781267146e-08	4.4502490336240955e-07	2.562442963655125e-07	1.819401500433619e-07	2.5571196157727415e-07	4.469528742144193e-07	1.583431851144473e-07	2.0941728825441253e-07
R_LAAL25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_ECOAH2c	1.271406496149846e-05	1.6723276049103453e-05	6.612605962080104e-05	8.036215332955787e-06	7.705509122421517e-06	6.152565206737903e-06	3.869066286521505e-06	1.7781238360950469e-06
R_LAAF	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_LAAL1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_HSDy	-2.1648937260608514e-06	-1.045265258706185e-05	-8.789141973580827e-06	-6.19374944577436e-06	-2.2482707577015093e-05	-8.179063612251403e-06	-1.9174681172295927e-06	-2.017914203022303e-06
R_HSK	1.3705238868021837e-06	6.710208442760244e-06	6.32010124815265e-06	4.096359806802227e-06	1.9454870148641296e-05	5.293676442970977e-06	1.1158428975840005e-06	1.1990361547045734e-06
R_HSST	7.943698392791354e-07	3.7424441442779344e-06	2.469040725431443e-06	2.0973896389907265e-06	3.0278374283689014e-06	2.8853871692179067e-06	8.016252196346718e-07	8.188780483142644e-07
R_LAAL10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_LAAL11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_HXAD	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_ECOAH3	-3.4627922786134586e-08	-2.129562656494333e-07	-1.0019153277168737e-07	-1.1938106869030518e-07	-1.1572028468798125e-07	-1.903578613973722e-07	-5.50486111347559e-08	-4.0165847446649305e-08
R_HSTPTr	7.987998298514265e-07	4.169347546115199e-06	3.708577935523927e-06	1.746397724745885e-06	2.6787859896057475e-06	2.0347308072946046e-06	5.986337987332058e-07	4.099350627215226e-07
R_LAAL12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_LAAL13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_ECOAH4	-3.4627922786134586e-08	-2.1295626565637218e-07	-1.0019153277862625e-07	-1.1938106869030518e-07	-1.1572028466716457e-07	-1.903578611545109e-07	-5.50486111347559e-08	-4.016584741195484e-08
R_LAAL14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_LAAL15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_LAAL16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_LAAL26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_LAAL27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_ICDHyr	0.0044064645559142	0.0019433349636727	0.0039951228381174	0.0019966564770615	1.1250987795849432e-05	4.418890985373458e-05	0.0101244469545885	-0.0163137610129488
R_ICHORT	4.4253092695047734e-18	6.551096978359178e-19	3.1911336647291953e-19	1.1491526354703812e-18	4.831150107384754e-19	6.190985404050977e-18	1.7450292824187466e-19	-3.1681544589113382e-18
R_IG3PS_1	7.987998298531243e-07	4.169347546115726e-06	3.708577935517736e-06	1.7463977247311408e-06	2.678785989602132e-06	2.0347308073082275e-06	5.986337987274856e-07	4.09935062731994e-07
R_IGPDH_1	7.987998298536041e-07	4.169347546114152e-06	3.7085779355175656e-06	1.746397724742095e-06	2.678785989604354e-06	2.0347308073109e-06	5.986337987275474e-07	4.09935062724534e-07
R_IGPS	-4.0917508492492556e-10	-2.4015410792472874e-09	-1.7773769806901601e-09	-1.5974706529989395e-09	-1.4578677533014831e-09	-2.73758143052122e-09	-9.024146128737803e-10	-8.54460519731205e-10
R_ILEDHr	-1.355239723013768e-06	-5.639326699221486e-06	-6.407505443145611e-06	-3.108433323996407e-06	-1.804428127224686e-05	-3.097060318663774e-06	-8.039137018890641e-07	-6.96919258996731e-07
R_IMPD	1.297206021230548e-07	7.262516318313862e-07	3.803786919637897e-07	4.110852714150914e-07	3.737341629155285e-07	7.02705666801564e-07	2.276474376835672e-07	1.801995980992489e-07
R_ILETA	1.3572722318902497e-06	5.651255953219303e-06	6.416334266290402e-06	3.1163684925325508e-06	1.805152298670759e-05	3.110658796844079e-06	8.083962956678681e-07	7.011636488363227e-07
R_ILEt2r	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_LAAL28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_LAAL29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_ECOAH5_1	-3.4627922744501216e-08	-2.1295626565637218e-07	-1.0019153281332073e-07	-1.1938106857234398e-07	-1.1572028464634788e-07	-1.9035786132104443e-07	-5.5048611113939216e-08	-4.016584740501594e-08
R_LAAL3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_LAAL30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_INS2D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_ECOAH6	-3.4627922800012374e-08	-2.1295626565637218e-07	-1.0019153282025961e-07	-1.1938106857928288e-07	-1.157202846185923e-07	-1.903578612932888e-07	-5.5048611079244754e-08	-4.0165847425832624e-08
R_INSTt2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_IPDPUPT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_LANTHabc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_LIPO1S24_BS	-6.1154261300458e-14	-3.0660599138552214e-13	-2.38662916084912e-13	-1.889945934082741e-13	-1.9073247461777122e-13	-4.2987300791142794e-13	-1.0795429863791557e-13	-1.3685486984487118e-13
R_IPMD	5.264028149977164e-07	1.5147810095361104e-06	1.5905668250248489e-06	7.504416573386256e-07	9.660782117373864e-07	9.54033199469334e-07	4.261819266713164e-07	7.187478883060174e-07
R_ECOAH7	-1.5501121886085656e-08	-9.601257099783879e-08	-4.477783675793656e-08	-5.3680026555757994e-08	-5.21394433183886e-08	-8.51341804414263e-08	-2.4504694072502442e-08	-1.7706268000405867e-08
R_IPPS	5.264028149779388e-07	1.5147810095292937e-06	1.590566825030912e-06	7.504416573490077e-07	9.660782117370023e-07	9.5403319943475e-07	4.261819266687243e-07	7.187478883033483e-07
R_IZPN_1	7.994153621425505e-07	4.172960244262588e-06	3.711251688024451e-06	1.748800839705199e-06	2.680979096423802e-06	2.0388490193015123e-06	5.999913235303588e-07	4.112204489984431e-07
R_LIPO2S24_BS	-2.8567594348401046e-14	-2.6728740928179696e-13	-2.0827338632409654e-13	-2.111793374741341e-13	-1.6197038549607354e-13	-3.0421858754705174e-13	-8.322392041422023e-14	-8.739820104220555e-14
R_LIPO4S24_BS	-9.195273851205995e-14	-6.710112330455549e-13	-4.834670593463415e-13	-4.5052510324864553e-13	-4.082349775819054e-13	-8.075044788289925e-13	-2.485767073157048e-13	-2.3647316542592373e-13
R_LIPTabc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_IPPMIa	-5.26402814983451e-07	-1.5147810095289538e-06	-1.5905668250271177e-06	-7.504416573433925e-07	-9.660782117407174e-07	-9.54033199468407e-07	-4.261819266659917e-07	-7.187478882932086e-07
R_IPPMIb	-5.264028149765121e-07	-1.5147810095358929e-06	-1.5905668250201788e-06	-7.504416573433925e-07	-9.660782117337785e-07	-9.54033199468407e-07	-4.261819266659917e-07	-7.18747888296678e-07
R_KARA1	-1.3466931919163538e-05	-1.9135460225888638e-05	-6.836008451654302e-05	-9.221301301202968e-06	-9.319296280778376e-06	-7.771071060883039e-06	-4.525710046526799e-06	-2.774139192245062e-06
R_KARA2	1.7488841708851457e-06	7.566467632037777e-06	7.535370274813768e-06	4.178562418105658e-06	1.9444562801687604e-05	4.662484727795124e-06	1.269115698587786e-06	1.164003448576173e-06
R_LYSLG_BS	-1.6567069246406618e-11	-9.723554426054949e-11	-7.196386788138057e-11	-6.467966885552714e-11	-5.902733147720187e-11	-1.1084144500230791e-10	-3.653769447928796e-11	-3.4596088073178994e-11
R_MALTTRabc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_MAL_Dt2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_MAN1Pt6	-1.364147064440713e-07	-3.8010594445928025e-07	-9.393547952506188e-07	-1.2375639188780266e-07	-5.274240927159723e-07	-1.0031675921895469e-07	-3.0281402794984924e-08	-2.5117798414103776e-08
R_MAN6Pt6	-1.3637762669160838e-07	-3.801283442912695e-07	-9.377459815468336e-07	-1.235820629927331e-07	-5.270371465256052e-07	-1.003766129450967e-07	-3.028591477258202e-08	-2.5119815529744963e-08
R_KAS1	-1.6104692524169008e-11	-9.509074109136295e-11	-7.03815133107881e-11	-6.327373631086994e-11	-5.7746566304665395e-11	-1.0870212750768483e-10	-3.5717652141646656e-11	-3.383181893654826e-11
R_LAAL31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_ECOAH9ir	1.7517380167600405e-06	7.583246511413955e-06	7.547788555856139e-06	4.189724538070094e-06	1.9454749593326992e-05	4.681627007299682e-06	1.2754198909226131e-06	1.1699732627365456e-06
R_EDA	4.2424587602482995e-09	2.7273602913441636e-08	1.5547669127612464e-08	1.7619874417722892e-08	1.4098203268271706e-08	3.0187234200466354e-08	9.013575510833544e-09	8.732372215124959e-09
R_MANAO	-2.4286128663675302e-17	1.0408340855860844e-17	6.938893903907228e-18	-3.469446951953614e-18	0.0	4.510281037539698e-17	-3.469446951953614e-18	3.469446951953614e-18
R_METt3	7.85399397488368e-05	0.0001419173913391	0.0003935124103085	1.560206331814056e-05	7.016626425507597e-05	1.27513288721497e-05	3.345354380271012e-06	0.0005177322790045
R_ENO	0.0380884812081865	0.0214611362998735	0.0305410628015834	0.0195251792351429	0.0262497264355078	-0.0090165773883378	-0.0094871882641847	-0.0070995364551808
R_MELIBt2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_NACt	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_MALt2r	0.0	0.0	0.0	0.0	0.0177488748988063	0.0257793053974311	0.0	0.0
R_ETHAt6	5.0316029120978094e-11	1.4197860456754972e-09	1.3774685211909166e-10	1.0151444580774882e-09	5.550405655918578e-10	3.064747192138561e-09	6.80157857119168e-10	2.3979191896006386e-10
R_MECDPS	-1.4021441620193395e-11	-8.229655930905996e-11	-6.090754153195646e-11	-5.474190954431132e-11	-4.995866792381537e-11	-9.380963386461532e-11	-3.0924197975058e-11	-2.9280854097720374e-11
R_NMNHYD	1.7658676787837837e-07	9.24096018845022e-07	5.10561407925797e-07	5.047748799988372e-07	4.7335375859269845e-07	8.224989603879129e-07	2.6051855706726856e-07	2.2589901463310194e-07
R_LCYSTabc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_MANt2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_LLEUDr	-0.0215260754856003	-0.0213598846745154	-0.0217912210528776	-0.0215091540811653	-0.0213464449639594	-0.0227159174825585	-0.0214856271464939	-0.011642009134566
R_L_LACt2r	-0.0128486562722627	-0.0060759486107656	-0.0099826898819705	-0.0002618357845856	-0.0215800879641687	-0.0003771728962973	-1.098150778193474e-06	-2.0143484303000725e-06
R_MTAN	2.2132988895615657e-07	9.5751484865288e-07	6.312462130484406e-07	4.811783215939852e-07	5.42663817603453e-07	7.022485197199926e-07	2.411525536757978e-07	3.862259736734641e-07
R_MOPSabc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_MLTG1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_NAPRT	1.765867678575617e-07	9.240960188346136e-07	5.105614079327359e-07	5.047748800196539e-07	4.733537586031067e-07	8.224989603670962e-07	2.6051855707420746e-07	2.2589901463310194e-07
R_MLTG2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_LAAL32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_LEUTA	0.0215255486479598	0.0213583673260572	0.0217896285857513	0.0215084019311223	0.0213454773265892	0.0227149605144052	0.0214852000001916	0.0116412894732177
R_METS	2.894545923786338e-07	1.2619660869581244e-06	8.512010549941741e-07	6.627304526498282e-07	7.559476396576541e-07	1.0613510350300344e-06	3.710963365056049e-07	4.787171061986336e-07
R_LEUt2r	-5.294465307836838e-07	-1.5326606251364616e-06	-1.6037996383028164e-06	-7.623354766478352e-07	-9.769326991537763e-07	-9.74422905031247e-07	-4.329000757169466e-07	-7.251093675081366e-07
R_O2t	0.0566403893002475	0.0527982713592948	0.0561558909414685	0.0561025243155301	0.0546214957823672	0.0483945965802578	0.0523336007091726	0.0659882304990488
R_LAAL33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_LACZ	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_LIPO3S24_BS	-1.2466293673896708e-13	-7.938255117983025e-13	-6.005576430120539e-13	-5.513605175567609e-13	-4.737298496673693e-13	-8.622808102774517e-13	-3.03124085785954e-13	-2.9081317823769025e-13
R_METSR_R1	0.0022836088544416	0.0021780515995897	0.0017975235318142	0.0019266702837481	0.0016006279118169	0.0003262057256129	0.0001176366013712	0.0025736064730485
R_METSR_R2	0.0022836088544416	0.0021780515995897	0.0017975235318142	0.0019266702837481	0.0016006279118169	0.0003262057256129	0.0001176366013712	0.0025736064730485
R_METSabc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_METDabc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_METabc	7.839116204252587e-05	0.0001413120993963	0.0003930469007217	1.5257321650139649e-05	6.978002212003444e-05	1.2371194040021068e-05	3.2084917352159524e-06	0.0005175299116228
R_METSR_S1	0.0029820465482401	0.0029841274655861	0.0026575806136651	0.002554604801759	0.0025672587193476	0.0005498612702111	0.0007054837468628	0.0035542273522756
R_METSR_S2	0.0029820465482401	0.0029841274655861	0.0026575806136651	0.002554604801759	0.0025672587193476	0.0005498612702111	0.0007054837468628	0.0035542273522756
R_METTRS	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_MGSA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_LYSAM	0.0	0.0	0.0	-6.938893903907228e-18	0.0	0.0	6.938893903907228e-18	0.0
R_OMCDC	5.264028149819867e-07	1.514781009535794e-06	1.5905668250237674e-06	7.50441657343862e-07	9.660782117353455e-07	9.54033199468059e-07	4.261819266722468e-07	7.187478883005149e-07
R_LCTSabc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_MGt5	0.0120813905413685	0.0100362156932322	0.010339438676813	0.0102224417476248	0.0083883436912942	0.0091925876902048	0.0123163992266534	0.0081395469335229
R_PALAt2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_MMSAD2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_MI1PP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_LDH2	1.3877787807814457e-17	3.469446951953614e-18	6.938893903907228e-18	0.0	-6.938893903907228e-18	0.0	0.0	3.469446951953614e-18
R_LDH_L	-0.0128486562722627	-0.0060759486107656	-0.0099826898819705	-0.0002618357845856	-0.021580608575023	-0.0003781015948619	-1.0981507782038824e-06	-2.014348430307012e-06
R_PAP_BS	2.678825383369374e-06	1.6833710152572716e-05	1.4322642048025734e-05	6.4019642202331705e-06	7.550745776279046e-06	8.030056232844442e-06	2.5048869368734955e-06	4.4839673405169335e-06
R_LYSDC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_MCITL2	2.0385309754122893e-07	1.836854433154289e-06	6.074300603273186e-07	1.1769696114209691e-06	1.0060165736291982e-06	4.386950438833859e-06	9.767251316385173e-07	2.1531575327554678e-07
R_PEPt6	-9.830884328126954e-08	-4.675344885025912e-07	-2.919592053708675e-07	-1.8740343908293933e-07	-3.016862623640704e-07	-5.038632132740861e-07	-1.706527065770125e-07	-1.4875522210203165e-07
R_MMSAD3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_PGL	0.012880533439536	0.002767147681284	0.0173797166353902	0.0034462930313393	0.0109519935232838	0.0003380578197884	0.0058533428807645	0.0044168223976752
R_MMSDHir	4.759311885419749e-06	8.320109503386083e-06	2.245772155449325e-05	4.026875690279535e-06	3.287487544085821e-06	2.960242363973589e-06	1.889532205928157e-06	8.924813194694571e-07
R_MMSAD1	7.954753076049874e-06	8.403166545737088e-06	4.3668338066292086e-05	4.009339642672828e-06	4.418021578341152e-06	3.192322842679127e-06	1.9795340806007715e-06	8.856425166466301e-07
R_MNNH	-2.5765306746188733e-18	-2.5360413466036985e-19	-1.994255477978654e-18	2.3455786476214253e-18	2.9342817073148295e-18	-8.195028364973448e-18	-1.8873559921388343e-18	-4.753436668211109e-18
R_LYSt3r	3.018948044157532e-07	1.2434353132105558e-06	8.338561714969772e-07	6.127319888762917e-07	8.572715176104195e-07	1.0457714129039064e-06	3.574343098305955e-07	6.916136844406506e-07
R_MAN6PI	-2.727923331391491e-07	-7.602342887505498e-07	-1.877100776793983e-06	-2.473384548840052e-07	-1.0544612392554551e-06	-2.006933721432347e-07	-6.056731758491418e-08	-5.023761393690984e-08
R_M1PD	3.122502256758253e-17	3.469446951953614e-18	0.0	6.938893903907228e-18	0.0	-1.3877787807814457e-17	3.469446951953614e-18	3.469446951953614e-18
R_MAL6PG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
