Reaction	Acetate	Fructose	Galactose	Glucose	Glycerol	Gluconate	Pyruvate	Succinate
R_GALCTND	9.844114900418731e-09	9.840324677448132e-09	9.877887075747641e-09	9.832449271942432e-09	9.836393983635238e-09	9.830368436388308e-09	9.84969483075308e-09	9.843827587145704e-09
R_GLCNtex	0.0667323381697462	0.0700209675108189	0.0754584022885795	0.057510719058553	0.0660769546797186	0.1833623859458117	0.0659091193230916	0.0647839017489928
R_GLCP	0.0993815397772612	0.0981502818678852	0.0948859231902032	0.0930446748857436	0.1015978593523932	0.084390886756276	0.097492795355595	0.080694351171184
R_GLCP2	0.0599641874027708	0.0629668541122789	0.0536756124160638	0.0716039189122118	0.0720041096889997	0.0646402596424984	0.0665133688122816	0.0686218350872708
R_GALCTNLt2pp	9.918336614283945e-09	9.917358649266074e-09	9.917731148320704e-09	9.9116884092141e-09	9.913609393313826e-09	9.90991653469644e-09	9.919451638370628e-09	9.916944390986505e-09
R_FE3DCITtonex	9.826949650346457e-09	9.825822426022589e-09	9.828637403002128e-09	9.83323279336556e-09	9.818248938490682e-09	9.821985889204276e-09	9.831113532715936e-09	9.814859327294831e-09
R_GALCTNLtex	9.918336596470569e-09	9.917358712030476e-09	9.917731080832937e-09	9.911688358954508e-09	9.913609488876318e-09	9.909916443007203e-09	9.9194517044765e-09	9.916944376797689e-09
R_GALCTNt2pp	9.844114900418336e-09	9.840324677448233e-09	9.877887075747666e-09	9.832449271942614e-09	9.836393983635144e-09	9.830368436388052e-09	9.849694830752965e-09	9.843827587145618e-09
R_GALCTNtex	9.844114856605302e-09	9.840324777243836e-09	9.877887174880584e-09	9.832449299196357e-09	9.836393921602848e-09	9.830368519203604e-09	9.849694837527068e-09	9.843827530886529e-09
R_GALCTt2rpp	9.727893990341132e-09	9.695638941015217e-09	9.74722358035307e-09	9.671768079130838e-09	9.729366832154918e-09	9.673495481206384e-09	9.69768808138649e-09	9.712889419838389e-09
R_GLCRAL	1.9428479734956285e-08	1.9369505092489465e-08	1.9451890757342553e-08	1.9345576491792392e-08	1.9432396288873892e-08	1.9339100103623656e-08	1.9366522292226976e-08	1.940699064183056e-08
R_GLCRD	9.700585744742349e-09	9.673866151554404e-09	9.704667177302508e-09	9.673808412562952e-09	9.703029456490118e-09	9.665604622239365e-09	9.668834210503416e-09	9.694101222353749e-09
R_GLCRt2rpp	9.700585744398804e-09	9.67386615171456e-09	9.704667177506954e-09	9.673808412744704e-09	9.703029456298308e-09	9.665604622233204e-09	9.668834210704856e-09	9.694101222278153e-09
R_GALCTtex	9.72789404585228e-09	9.695638958362451e-09	9.747223472800217e-09	9.671768053109986e-09	9.729366867716749e-09	9.673495560136304e-09	9.6976879859767e-09	9.712889381674472e-09
R_FE3DHBZR	9.889723649542232e-09	9.892846770107028e-09	9.883338123560918e-09	9.892666499151949e-09	9.890003052901824e-09	9.88992586701672e-09	9.891392572308304e-09	9.892119146339022e-09
R_GALKr	0.0076295798312258	0.0090788104635476	0.0125675282761849	0.0134452449630145	0.0077304899384576	0.0148380782580834	0.0139646707717853	0.0067806154762558
R_GALM2pp	1.924015835540755e-09	1.750155353974522e-09	6.076803282795803e-09	3.547581561847274e-09	4.0084755514867956e-09	3.2714106978931435e-09	2.448235450890182e-09	4.042780110679044e-09
R_GALS3	9.369494608498291e-09	9.229271524355349e-09	9.55532083918062e-09	8.823765966039301e-09	9.323901106379564e-09	9.229208640180766e-09	9.401880214117224e-09	9.203854570879981e-09
R_GLCRtex	9.700585668070973e-09	9.673866152581924e-09	9.704667069954098e-09	9.673808420984642e-09	9.703029490992776e-09	9.665604538966477e-09	9.668834177745111e-09	9.694101299473346e-09
R_GLCS1	0.1593457256392472	0.1611171344393973	0.1485615340654504	0.1646485922571504	0.1736019675006051	0.1490311448579809	0.1640061626270801	0.1493161847176846
R_GLCTR1	0.0004715546242267	0.0005957159761595	0.0004389430349903	0.0006041773413154	0.0005465297306629	0.000550950625534	0.0004025077122151	0.000585088034937
R_GLCTR2	0.0004715546242267	0.0005957159761595	0.0004389430349903	0.0006041773413154	0.0005465297306629	0.000550950625534	0.0004025077122151	0.000585088034937
R_GALT1	0.0004715546242267	0.0005957159761595	0.0004389430349903	0.0006041773413154	0.0005465297306629	0.000550950625534	0.0004025077122151	0.000585088034937
R_FE3DHBZSabcpp	9.889723649529296e-09	9.892846770108588e-09	9.883338123563089e-09	9.892666499153716e-09	9.890003052905126e-09	9.889925867013396e-09	9.891392572305015e-09	9.89211914633522e-09
R_GALTptspp	9.743610433906541e-09	9.751929425128185e-09	9.759177749140016e-09	9.766831204350781e-09	9.759257470263364e-09	9.760002903662022e-09	9.759953608238224e-09	9.766615387211184e-09
R_GLCTR3	0.0004715546242267	0.0005957159761595	0.0004389430349903	0.0006041773413154	0.0005465297306629	0.000550950625534	0.0004025077122151	0.000585088034937
R_FE3DHBZStonex	9.889723649515393e-09	9.892846770110673e-09	9.883338123565924e-09	9.892666499156088e-09	9.890003052907904e-09	9.889925867010632e-09	9.8913925723023e-09	9.892119146330224e-09
R_GLCUR1Ptex	9.907269449271894e-09	9.907569209488544e-09	9.911166554132931e-09	9.909393972051816e-09	9.909529641305426e-09	9.90804926992439e-09	9.91111281933854e-09	9.908094567023797e-09
R_GALTtex	9.743610362988876e-09	9.751929486156996e-09	9.759177688195564e-09	9.766831121638121e-09	9.759257402208732e-09	9.760002805947464e-09	9.759953512045172e-09	9.766615294282133e-09
R_GLCURt2rpp	2.96134073478338e-08	2.96147768912014e-08	2.9652947430847124e-08	2.9630311877693053e-08	2.9630595751312105e-08	2.961981446919504e-08	2.9646454850068563e-08	2.9621690929987343e-08
R_GLCURtex	9.73429870043674e-09	9.735757533491096e-09	9.768957420774882e-09	9.748979179491356e-09	9.748673868159584e-09	9.739501205530132e-09	9.763109432014971e-09	9.741819351205551e-09
R_GLCabcpp	0.0131676249010143	0.0174004661747735	0.0236126908353853	0.0011188588666733	0.0121450245697871	0.0029362376353549	0.0078100826775919	0.0156258415382252
R_GALURt2rpp	9.705546305874281e-09	9.709389618695052e-09	9.715821265576796e-09	9.687950969228254e-09	9.692917099166087e-09	9.650887159307758e-09	9.73174570616242e-09	9.689730214382242e-09
