Reaction	Glycerol + Glucose
R_y000592	0.0
R_y000593	0.0
R_y000594	0.0
R_y000595	0.0
R_y000596	0.0
R_y000597	0.0
R_y000598	0.0
R_y000599	0.0
R_y000600	0.0
R_y000601	0.0
R_y000602	0.0
R_y000603	0.0
R_y000604	0.0
R_y000605	0.0
R_y000606	0.0
R_y000607	0.0
R_y000608	0.0
R_y000609	0.0
R_y000610	0.0
R_y000611	0.0
R_y000612	0.0
R_y000613	0.0
R_y000614	0.0
R_y000615	0.0
R_y000616	0.0
R_y000617	0.0
R_y000618	0.0
R_y000619	0.0
R_y000620	0.0
R_y000621	0.0
R_y000622	0.0
R_y000623	0.0
R_y000624	0.0
R_y000625	0.0
R_y000626	0.0
R_y000627	0.0
R_y000628	0.0
R_y000629	0.0
R_y000630	0.0
R_y000631	0.0
R_y000632	0.0
R_y000633	0.0
R_y000634	0.0
R_y000635	0.0
R_y000636	0.0
R_y000637	0.0
R_y000638	0.0
R_y000639	0.0
R_y000640	0.0
R_y000641	0.0
R_y000642	0.0
R_y000643	0.0
R_y000644	0.0
R_y000645	0.0
R_y000646	-1.2387584635634141e-17
R_y000647	-1.3639205073661746e-17
R_y000648	-4.9076619051097785e-17
R_y000649	-9.189005754312309e-18
R_y000650	-7.358667011775969e-18
R_y000651	-8.899332996266573e-18
R_y000652	-8.861110096670062e-18
R_y000653	-9.543961901513472e-18
R_y000654	-8.900635686430739e-18
R_y000655	-9.364462601045773e-18
R_y000656	0.0
R_y000657	0.0
R_y000658	0.0035937372258465
R_y000659	1.0876373634344242e-06
R_y000661	0.0
R_y000662	1.7511397414897136e-05
R_y000663	1.932996192754652e-07
R_y000664	-1.1527105648993785e-07
R_y000665	0.0
R_y000666	0.0
R_y000667	1.373073242327827e-07
R_y000668	-6.938893903907228e-18
R_y000669	6.426422031974054e-05
R_y000670	1.895093971451435e-07
R_y000671	0.0
R_y000672	-8.673617379884035e-19
R_y000673	-1.734723475976807e-18
R_y000674	-5.720628445671228e-07
R_y000675	3.826058703898509e-19
R_y000676	1.3877787807814457e-17
R_y000678	2.4390138520377855e-07
R_y000679	-8.65699817265836e-08
R_y000681	-7.995675328009182e-08
R_y000682	7.9956753281018e-08
R_y000683	-7.024629976365265e-19
R_y000687	0.0
R_y000688	0.0
R_y000689	5.723854913241549e-07
R_y000690	0.0
R_y000691	6.729255188073852e-08
R_y000692	3.839801234539688e-06
R_y000693	7.29417699928467e-06
R_y000694	1.8950939714566644e-07
R_y000697	0.0
R_y000698	6.865366211576822e-08
R_y000699	5.747548299846889e-07
R_y000700	-5.235784539970451e-07
R_y000701	0.0
R_y000702	0.0
R_y000703	1.734723475976807e-18
R_y000704	0.0
R_y000705	1.734723475976807e-18
R_y000706	0.0
R_y000707	0.0
R_y000708	0.0
R_y000711	0.0
R_y000712	0.0
R_y000713	0.0171452497307844
R_y000714	-0.0157850436312345
R_y000715	-0.0032480989201039
R_y000716	6.832734721460481e-08
R_y000717	1.6168691124934595e-08
R_y000718	0.0009910168220302
R_y000719	0.0045108327556316
R_y000721	1.8214596497756478e-17
R_y000722	-2.1392794963872982e-08
R_y000723	2.1392794972985296e-08
R_y000724	0.0011575842053188
R_y000725	0.007086745883517
R_y000726	1.404135202130423e-06
R_y000727	1.3658574111519684e-06
R_y000728	0.0
R_y000729	0.0
R_y000730	0.0
R_y000731	0.0050515431432387
R_y000732	0.0020351137020006
R_y000733	0.0011575842053188
R_y000734	-8.346252159320179e-19
R_y000735	8.011319505732649e-09
R_y000736	2.1525889965382287e-07
R_y000737	9.393072295852839e-08
R_y000738	9.472103058272e-08
R_y000739	4.119219727019734e-07
R_y000757	8.274480966147697e-08
R_y000758	8.274480980478064e-08
R_y000759	0.0028854445686207
R_y000760	-8.908292556918108e-08
R_y000761	2.2309932431061774e-18
R_y000762	1.8950939714518588e-07
R_y000764	9.595895220878649e-18
R_y000765	-2.09838436668097e-08
R_y000766	-1.0430375078930798e-08
R_y000767	0.0
R_y000768	9.404506752819229e-08
R_y000769	-3.2752206904906884e-08
R_y000770	3.5137935973292265e-07
R_y000771	2.0983847379911765e-08
R_y000772	1.0430375107776716e-08
R_y000773	1.5396394495704277e-06
R_y000774	6.129286061874993e-08
R_y000775	0.0
R_y000781	6.129285692817261e-08
R_y000782	0.0
R_y000783	-9.404506382789594e-08
R_y000784	3.2752206902356064e-08
R_y000785	6.129286061956712e-08
R_y000786	3.80368390482629e-19
R_y000787	0.0
R_y000788	1.3111920190396077e-07
R_y000789	2.1737989755552497e-07
R_y000790	2.4570001037110104e-07
R_y000791	0.0
R_y000792	1.9501691870361505e-07
R_y000793	3.3557922088426034e-08
R_y000795	3.903689500914136e-06
R_y000796	0.0095519741919363
R_y000797	0.0095521194849354
R_y000798	0.0095520978794252
R_y000799	0.0095521149289306
R_y000800	0.0118686405282659
R_y000801	0.009552109698135
R_y000802	0.0
R_y000803	-0.0253282507342997
R_y000804	1.789202169629224e-07
R_y000805	1.7298533840411237e-07
R_y000806	4.007729661544457e-07
R_y000807	2.1190724546233145e-07
R_y000810	0.0
R_y000811	0.0135816335932829
R_y000812	0.0
R_y000813	7.294773845052326e-07
R_y000815	-5.181208939573912e-05
R_y000816	3.954377976441995e-08
R_y000817	-2.2580579051406122e-08
R_y000818	0.0028854445686207
R_y000819	0.0028855689964561
R_y000820	3.7999339448473175e-08
R_y000821	-3.7999339451614516e-08
R_y000831	0.0035936399335809
R_y000832	0.0035936399335809
R_y000841	0.0
R_y000842	-7.8837503578820825e-19
R_y000843	2.883672429259177e-07
R_y000844	2.67881166429397e-06
R_y000845	2.892304320296162e-06
R_y000847	2.460477391076198e-06
R_y000848	2.6720233152672e-06
R_y000849	5.489365757153033e-07
R_y000850	2.6863323999541885e-06
R_y000851	-9.035686597363283e-06
R_y000852	0.0
R_y000853	0.0
R_y000854	5.084018427382613e-07
R_y000855	4.012832191399206e-07
R_y000859	3.752256080230709e-07
R_y000860	4.810794504714563e-07
R_y000866	5.91362914794151e-07
R_y000867	4.866112928537374e-07
R_y000875	8.27448096645022e-08
R_y000876	4.866112928566485e-07
R_y000877	1.5194662212073969e-07
R_y000878	6.758390155720587e-08
R_y000879	6.839693344726743e-08
R_y000880	2.875463010480291e-07
R_y000882	-7.882779891332793e-08
R_y000883	1.0453837504422934e-06
R_y000884	0.000506721937325
R_y000885	8.53408255424215e-08
R_y000886	0.0043739734887113
R_y000887	0.0039221035456652
R_y000888	1.384367097487932e-06
R_y000889	0.0076987030802204
R_y000890	1.734723475976807e-18
R_y000891	0.0024164995823014
R_y000892	0.03173238415996
R_y000893	0.0293158845776586
R_y000899	3.911963568251802e-07
R_y000900	3.752256080177554e-07
R_y000901	3.75225608018966e-07
R_y000902	2.13927949660464e-08
R_y000903	0.0
R_y000904	4.1192197270023e-07
R_y000905	7.018751639604403e-19
R_y000906	1.4822616415616937e-18
R_y000907	1.4719371976626427e-06
R_y000908	4.0128321913505764e-07
R_y000909	1.1140896658050565e-07
R_y000910	1.114089665835222e-07
R_y000911	4.012832191378178e-07
R_y000912	5.126921857195876e-07
R_y000913	2.91950442305431e-07
R_y000914	4.0128321913561234e-07
R_y000915	4.012832191343275e-07
R_y000916	2.2084882203065863e-06
R_y000917	0.0024164995823014
R_y000918	0.0024164995823014
R_y000919	0.0030755840588223
R_y000921	0.0
R_y000922	-5.3783203635229925e-08
R_y000923	1.1791110247668956e-06
R_y000929	0.0
R_y000935	3.931214031654226e-17
R_y000936	0.0
R_y000937	2.3436523728506357e-07
R_y000938	3.7694119921982294e-07
R_y000939	1.1754966980354202e-08
R_y000940	0.0
R_y000941	0.0
R_y000942	0.0
R_y000943	6.12928569293441e-08
R_y000949	1.0082890623749896e-06
R_y000950	0.0
R_y000951	4.02355278351918e-07
R_y000953	0.0
R_y000954	0.0
R_y000955	0.0
R_y000956	0.0
R_y000957	4.872608785731759e-07
R_y000958	0.0096526529930936
R_y000959	0.0202575773179938
R_y000960	0.0
R_y000961	2.1531549975371282e-07
R_y000962	0.0298216968306447
R_y000963	0.0
R_y000964	8.952456682634764e-08
R_y000965	0.0
R_y000966	0.0
R_y000967	0.0
R_y000968	0.0
R_y000969	5.113542027674925e-07
R_y000974	-7.421594553877262e-09
R_y000975	0.0
R_y000976	-1.4726924028014831e-08
R_y000977	0.0
R_y000978	-7.305329432397351e-09
R_y000979	0.0
R_y000982	0.0025668895225635
R_y000983	3.99666277292428e-07
R_y000984	0.0051318135576568
R_y000985	0.0
R_y000986	1.993458853293579e-07
R_y000987	-6.938893903907228e-18
R_y000988	2.439013852083949e-07
R_y000989	2.439013852051305e-07
R_y000990	0.0039220559377609
R_y000993	4.070995667348491e-16
R_y000995	0.0
R_y000996	4.548421694589281e-07
R_y000997	4.5484216946218077e-07
R_y000998	0.0
R_y000999	0.0
R_y001001	-1.0651184971205637e-07
R_y001002	1.065118497185391e-07
R_y001003	0.0
R_y001004	7.197716118895357e-07
R_y001005	7.197716118871934e-07
R_y001006	7.197716118937845e-07
R_y001007	7.197716118920969e-07
R_y001010	0.0
R_y001011	6.86536621142959e-08
R_y001012	6.865366211365978e-08
R_y001021	0.0036109283039483
R_y001022	0.0143564199283023
R_y001023	9.12549981079257e-07
R_y001024	0.0
R_y001025	1.045383750448482e-06
R_y001027	7.294773844988401e-07
R_y001028	0.0
R_y001029	0.0
R_y001030	0.0
R_y001031	0.0
R_y001032	0.0
R_y001033	0.0
R_y001034	0.0
R_y001035	0.0
R_y001036	0.0
R_y001037	0.0
R_y001038	2.215935660923457e-06
R_y001039	1.749975754976848e-07
R_y001040	0.0035780557760114
R_y001041	0.003589125322244
R_y001042	0.0
R_y001043	0.0
R_y001045	-7.4215946413680775e-09
R_y001047	2.842969539605898e-19
R_y001048	-0.0013553916120173
R_y001049	0.0025666643257436
R_y001050	0.0025652663643221
R_y001051	3.2257796277765786e-07
R_y001053	-2.6141058770140793e-08
R_y001054	0.0208716429992
R_y001055	2.919504423056925e-07
R_y001056	1.280862595253951e-07
R_y001057	0.0
R_y001058	0.0
R_y001059	0.0
R_y001063	9.178657999011491e-06
R_y001065	0.0
R_y001066	0.0
R_y001067	0.0
R_y001068	0.0
R_y001069	-7.882779891419529e-08
R_y001070	0.0
R_y001071	-0.0061355197264134
R_y001072	8.695710324557405e-07
R_y001073	0.0
R_y001074	5.113542027667324e-07
R_y001075	9.693404131981334e-07
R_y001076	1.0577420548960905e-06
R_y001077	7.906196681099377e-07
R_y001078	0.0034082395856404
R_y001079	1.7361592540633126e-07
R_y001080	1.7010621381702655e-07
R_y001081	6.925505091179146e-18
R_y001082	0.0
R_y001083	1.1676441735378056e-17
R_y001084	0.0139890020001594
R_y001085	8.891477536427469e-08
R_y001086	2.4419969699726444e-07
R_y001087	0.0026150952841088
R_y001088	-0.0026150231234252
R_y001089	0.0
R_y001090	0.0
R_y001091	-4.9092975278343365e-09
R_y001092	1.1713240889931949e-07
R_y001093	1.123661443732833e-07
R_y001094	1.1713240889837719e-07
R_y001095	-8.673617379884035e-19
R_y001096	-0.000219891772578
R_y001099	2.439013851995853e-07
R_y001100	-1.734723475976807e-18
R_y001101	0.0
R_y001102	0.0
R_y001103	9.27461522616524e-08
R_y001104	6.938893903907228e-18
R_y001106	0.015230250755301
R_y001107	0.0
R_y001108	0.0
R_y001109	0.0
R_y001110	0.0298828409320632
R_y001111	0.0
R_y001112	0.0070209882510253
R_y001113	0.0
R_y001114	0.0
R_y001115	1.3823923382394465e-07
R_y001116	3.521127965972889e-08
R_y001118	0.0135319665489794
R_y001119	0.0
R_y001120	3.2617566087218567e-06
R_y001121	1.0408340855860844e-17
R_y001122	0.0
R_y001123	1.214306433183765e-17
R_y001124	1.734723475976807e-18
R_y001125	0.0
R_y001126	0.0070019010663046
R_y001127	-4.908613382972535e-07
R_y001128	-0.0014300226010556
R_y001129	0.0002197055355396
R_y001130	2.993366084945899e-07
R_y001131	1.815796831896876e-07
R_y001132	0.0
R_y001133	0.0
R_y001134	0.0
R_y001135	0.0
R_y001136	4.5191565840180254e-08
R_y001137	6.80658349778971e-08
R_y001139	0.0
R_y001146	-3.241543574533656e-08
R_y001147	-3.2031104697273494e-07
R_y001149	8.534082554176314e-08
R_y001151	0.0
R_y001161	9.188795111782223e-08
R_y001164	1.734723475976807e-18
R_y001165	0.0
R_y001166	0.0108620528508067
R_y001167	0.0
R_y001168	-8.95245668309369e-08
R_y001169	-8.344240003290001e-08
R_y001170	-3.779849687343684e-07
R_y001171	0.0125773154213238
R_y001172	4.032084342260756e-07
R_y001173	-3.904106173346912e-07
R_y001174	8.091462852435975e-07
R_y001175	0.0032991053398184
R_y001176	1.733343552925981e-07
R_y001177	0.0
R_y001179	0.0
R_y001180	0.0
R_y001181	0.0
R_y001182	0.0
R_y001183	-8.184225835927705e-07
R_y001184	1.5782710688361234e-07
R_y001186	-5.0997372741390385e-08
R_y001187	0.0016217754453061
R_y001188	0.0016217754453061
R_y001189	0.0
R_y001190	-3.601177702150516e-07
R_y001191	2.6020852139652106e-18
R_y001192	-6.977501226523852e-07
R_y001194	0.0083870432162683
R_y001195	0.0
R_y001196	-1.4114240429186078e-07
R_y001197	0.0016217754453061
R_y001198	0.0016217754453061
R_y001199	3.5931118774756854e-08
R_y001201	-1.4008771351270433e-07
R_y001203	0.0016217754453061
R_y001204	0.0016217754453061
R_y001205	3.733574621689328e-08
R_y001206	3.469446951953614e-18
R_y001207	0.0
R_y001209	0.0016217754453061
R_y001210	0.0016217754453061
R_y001211	-3.0403032466597146e-08
R_y001213	-3.086223410997402e-07
R_y001214	-6.951344867778264e-08
